species	gene_id	gene_name	genetype	chromosome	start	end	gene_length_bp	strand	hk_status	hk_source	source_file
homo_sapiens	ENSG00000285641		protein_coding	1	153975850	153986246	10397	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000285779		protein_coding	1	153959151	153975887	16737	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000173110	HSPA6	protein_coding	1	161524540	161526894	2355	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000143125	PROK1	protein_coding	1	110451149	110457358	6210	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000143105	KCNA10	protein_coding	1	110517217	110519175	1959	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000023572	GLRX2	protein_coding	1	193090866	193106114	15249	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000116396	KCNC4	protein_coding	1	110210314	110283100	72787	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000215915	ATAD3C	protein_coding	1	1449689	1470163	20475	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000178828	RNF186	protein_coding	1	19814029	19815283	1255	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000188784	PLA2G2E	protein_coding	1	19920009	19923617	3609	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000177186	OR2M7	protein_coding	1	248323630	248324568	939	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000177174	OR14C36	protein_coding	1	248348775	248349713	939	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000162456	KNCN	protein_coding	1	46545641	46551647	6007	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000196539	OR2T3	protein_coding	1	248473351	248474307	957	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000203661	OR2T5	protein_coding	1	248488589	248491113	2525	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000183310	OR2T34	protein_coding	1	248573801	248574757	957	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000187238	LCE3B	protein_coding	1	152613811	152614098	288	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000185962	LCE3A	protein_coding	1	152622834	152623103	270	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000187223	LCE2D	protein_coding	1	152663380	152664659	1280	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000159455	LCE2B	protein_coding	1	152686123	152687397	1275	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000187173	LCE2A	protein_coding	1	152698345	152699442	1098	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000204501	PRAMEF15	protein_coding	1	13315581	13322598	7018	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000204481	PRAMEF14	protein_coding	1	13341892	13347134	5243	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000204479	PRAMEF17	protein_coding	1	13389632	13392629	2998	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000228594	FNDC10	protein_coding	1	1598012	1600135	2124	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000158481	CD1C	protein_coding	1	158289923	158294774	4852	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000186306	OR10T2	protein_coding	1	158398522	158399466	945	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000162892	IL24	protein_coding	1	206897443	206904139	6697	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000162897	FCAMR	protein_coding	1	206957965	206970625	12661	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000198890	PRMT6	protein_coding	1	107056674	107067636	10963	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000169442	CD52	protein_coding	1	26317958	26320523	2566	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000185155	MIXL1	protein_coding	1	226223618	226227060	3443	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000143452	HORMAD1	protein_coding	1	150698060	150720895	22836	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000143384	MCL1	protein_coding	1	150560895	150579738	18844	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000164007	CLDN19	protein_coding	1	42733093	42740254	7162	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000116539	ASH1L	protein_coding	1	155335268	155563162	227895	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000162526	TSSK3	protein_coding	1	32351521	32364312	12792	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000286231		protein_coding	1	220786990	220884503	97514	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000162817	C1orf115	protein_coding	1	220690363	220699153	8791	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000197852	INKA2	protein_coding	1	111680630	111755824	75195	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000270149		protein_coding	1	160997957	161038962	41006	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000186517	ARHGAP30	protein_coding	1	161046946	161069970	23025	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000288674		protein_coding	1	226870184	226987545	117362	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000187980	PLA2G2C	protein_coding	1	20161253	20186518	25266	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000288636		protein_coding	1	17005068	17011757	6690	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000198160	MIER1	protein_coding	1	66924895	66988619	63725	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000058673	ZC3H11A	protein_coding	1	203795623	203854999	59377	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000133216	EPHB2	protein_coding	1	22710839	22921500	210662	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000176256	HMGB4	protein_coding	1	33860475	33864791	4317	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000116525	TRIM62	protein_coding	1	33145399	33182059	36661	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000274764	PRAMEF27	protein_coding	1	13049476	13056575	7100	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000275774	HNRNPCL2	protein_coding	1	13115488	13116854	1367	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000179412	HNRNPCL4	protein_coding	1	13163914	13165631	1718	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000213516	RBMXL1	protein_coding	1	88979456	88992960	13505	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000126709	IFI6	protein_coding	1	27666064	27672212	6149	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000277058	HNRNPCL3	protein_coding	1	13060769	13062878	2110	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000073756	PTGS2	protein_coding	1	186671791	186680922	9132	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000256407		protein_coding	1	54132686	54200073	67388	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000186118	TEX38	protein_coding	1	46668855	46673594	4740	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000159658	EFCAB14	protein_coding	1	46674659	46719146	44488	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000170385	SLC30A1	protein_coding	1	211571568	211579161	7594	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000057468	MSH4	protein_coding	1	75796882	75913242	116361	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000117020	AKT3	protein_coding	1	243488233	243851079	362847	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000198912	C1orf174	protein_coding	1	3889125	3900293	11169	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000237330	RNF223	protein_coding	1	1070967	1074306	3340	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000156876	SASS6	protein_coding	1	100083563	100132955	49393	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000137948	BRDT	protein_coding	1	91949343	92014426	65084	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000025800	KPNA6	protein_coding	1	32108056	32176563	68508	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000117298	ECE1	protein_coding	1	21217247	21345572	128326	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000178395	CCDC185	protein_coding	1	223393415	223395465	2051	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000162620	LRRIQ3	protein_coding	1	74026015	74198187	172173	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000162621	LRRC53	protein_coding	1	74469376	74512611	43236	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000178965	ERICH3	protein_coding	1	74568117	74673792	105676	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000259030	FPGT-TNNI3K	protein_coding	1	74198235	74544393	346159	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000154358	OBSCN	protein_coding	1	228208044	228378876	170833	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000183598	H3C13	protein_coding	1	149813225	149813693	469	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000184260	H2AC20	protein_coding	1	149886918	149887411	494	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000184270	H2AC21	protein_coding	1	149887469	149887965	497	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000170128	GPR25	protein_coding	1	200872981	200874178	1198	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000116852	KIF21B	protein_coding	1	200969390	201023714	54325	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163395	IGFN1	protein_coding	1	201190824	201228952	38129	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000203943	SAMD13	protein_coding	1	84298366	84389957	91592	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000174529	TMEM81	protein_coding	1	205083129	205084460	1332	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000255835		protein_coding	1	225886696	225924278	37583	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000143768	LEFTY2	protein_coding	1	225936598	225941383	4786	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000187010	RHD	protein_coding	1	25272393	25330445	58053	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000155816	FMN2	protein_coding	1	240014348	240475187	460840	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000184007	PTP4A2	protein_coding	1	31906421	31944856	38436	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000121753	ADGRB2	protein_coding	1	31727117	31764893	37777	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000162745	OLFML2B	protein_coding	1	161983192	162023869	40678	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000187862	TTC24	protein_coding	1	156579723	156587719	7997	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000162891	IL20	protein_coding	1	206865623	206869223	3601	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000137976	DNASE2B	protein_coding	1	84398484	84415018	16535	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000203663	OR2L2	protein_coding	1	248030070	248042305	12236	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000198128	OR2L3	protein_coding	1	248046836	248063407	16572	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000171180	OR2M4	protein_coding	1	248231417	248244679	13263	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000204505	PRAMEF9	protein_coding	1	13171848	13179459	7612	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000177151	OR2T35	protein_coding	1	248636356	248645278	8923	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000180708	OR10K2	protein_coding	1	158418210	158426237	8028	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000162775	RBM15	protein_coding	1	110338506	110346681	8176	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000179023	KLHDC7A	protein_coding	1	18480930	18485974	5045	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000173171	MTX1	protein_coding	1	155208695	155213824	5130	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000170075	GPR37L1	protein_coding	1	202122886	202133592	10707	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000159409	CELF3	protein_coding	1	151700058	151716803	16746	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000178796	RIIAD1	protein_coding	1	151710433	151729805	19373	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000143436	MRPL9	protein_coding	1	151759647	151763496	3850	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000143450	OAZ3	protein_coding	1	151762899	151771334	8436	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000213171	LINGO4	protein_coding	1	151800264	151805419	5156	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000196407	THEM5	protein_coding	1	151847101	151853712	6612	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000240386	LCE1F	protein_coding	1	152775140	152777024	1885	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000186226	LCE1E	protein_coding	1	152786214	152788426	2213	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000172155	LCE1D	protein_coding	1	152796721	152798181	1461	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000116819	TFAP2E	protein_coding	1	35573314	35595328	22015	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000186603	HPDL	protein_coding	1	45326895	45328710	1816	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000197454	OR2L5	protein_coding	1	248013660	248024276	10617	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000154429	CCSAP	protein_coding	1	229321011	229343294	22284	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000188060	RAB42	protein_coding	1	28592200	28595449	3250	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000243480	AMY2A	protein_coding	1	103617427	103625780	8354	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000203910	C1orf146	protein_coding	1	92217915	92245813	27899	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000279111	OR10X1	protein_coding	1	158578919	158579899	981	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000187701	OR2T27	protein_coding	1	248649838	248655528	5691	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000203757	OR6K3	protein_coding	1	158716327	158720720	4394	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000196266	OR10J3	protein_coding	1	159313720	159314659	940	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000196772	OR14A16	protein_coding	1	247814660	247824119	9460	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000197591	OR11L1	protein_coding	1	247840928	247841896	969	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000162722	TRIM58	protein_coding	1	247857187	247880138	22952	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000238243	OR2W3	protein_coding	1	247895587	247896531	945	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000177275	OR2AJ1	protein_coding	1	247924889	247935339	10451	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
