uniprot_accession	entry_name	description	protein_length_aa	hk_status_protein_level	hk_source	gene_id	hk_status_gene_level	n_tissues_expressed	mean_nTPM_across_expressed_tissues	median_nTPM_across_expressed_tissues	breadth_group
P63010	AP2B1_HUMAN	AP-2 complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=1 SV=1	937	non-HK		ENSG00000006125	non-HK	36	48.63333333333333	44.45	broad non-HK
P20366	TKN1_HUMAN	Protachykinin-1 OS=Homo sapiens OX=9606 GN=TAC1 PE=1 SV=1	129	non-HK		ENSG00000006128	non-HK	24	23.458333333333332	5.300000000000001	intermediate non-HK
O14978	ZN263_HUMAN	Zinc finger protein 263 OS=Homo sapiens OX=9606 GN=ZNF263 PE=1 SV=2	683	non-HK		ENSG00000006194	non-HK	36	16.038888888888888	16.15	broad non-HK
P78423	X3CL1_HUMAN	Fractalkine OS=Homo sapiens OX=9606 GN=CX3CL1 PE=1 SV=1	397	non-HK		ENSG00000006210	non-HK	36	29.5	19.15	broad non-HK
Q8TB22	SPT20_HUMAN	Spermatogenesis-associated protein 20 OS=Homo sapiens OX=9606 GN=SPATA20 PE=1 SV=3	786	non-HK		ENSG00000006282	non-HK	36	22.625	19.95	broad non-HK
O43497	CAC1G_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1G OS=Homo sapiens OX=9606 GN=CACNA1G PE=1 SV=3	2377	non-HK		ENSG00000006283	non-HK	17	5.123529411764706	3.3	intermediate non-HK
Q9NP84	TNR12_HUMAN	Tumor necrosis factor receptor superfamily member 12A OS=Homo sapiens OX=9606 GN=TNFRSF12A PE=1 SV=1	129	non-HK		ENSG00000006327	non-HK	36	35.11944444444444	23.15	broad non-HK
P56179	DLX6_HUMAN	Homeobox protein DLX-6 OS=Homo sapiens OX=9606 GN=DLX6 PE=1 SV=2	175	non-HK		ENSG00000006377	non-HK	8	3.225	1.6	restricted non-HK
P80192	M3K9_HUMAN	Mitogen-activated protein kinase kinase kinase 9 OS=Homo sapiens OX=9606 GN=MAP3K9 PE=1 SV=3	1104	non-HK		ENSG00000006432	non-HK	28	3.8249999999999997	2.85	intermediate non-HK
P11233	RALA_HUMAN	Ras-related protein Ral-A OS=Homo sapiens OX=9606 GN=RALA PE=1 SV=1	206	HK	HRT Atlas	ENSG00000006451	HK	36	19.008333333333333	16.65	HK
Q9UHR4	BI2L1_HUMAN	BAR/IMD domain-containing adapter protein 2-like 1 OS=Homo sapiens OX=9606 GN=BAIAP2L1 PE=1 SV=2	511	non-HK		ENSG00000006453	non-HK	28	13.825000000000001	12.100000000000001	intermediate non-HK
Q6ZMT4	KDM7A_HUMAN	Lysine-specific demethylase 7A OS=Homo sapiens OX=9606 GN=KDM7A PE=1 SV=2	941	non-HK		ENSG00000006459	non-HK	36	3.147222222222222	2.6	broad non-HK
P50549	ETV1_HUMAN	ETS translocation variant 1 OS=Homo sapiens OX=9606 GN=ETV1 PE=1 SV=2	477	non-HK		ENSG00000006468	non-HK	34	8.58235294117647	3.8	intermediate non-HK
Q53H12	AGK_HUMAN	Acylglycerol kinase, mitochondrial OS=Homo sapiens OX=9606 GN=AGK PE=1 SV=2	422	non-HK		ENSG00000006530	non-HK	36	11.655555555555557	11.0	broad non-HK
P43353	AL3B1_HUMAN	Aldehyde dehydrogenase family 3 member B1 OS=Homo sapiens OX=9606 GN=ALDH3B1 PE=1 SV=1	468	non-HK		ENSG00000006534	non-HK	34	8.632352941176471	7.45	intermediate non-HK
Q5TAA0	TTC22_HUMAN	Tetratricopeptide repeat protein 22 OS=Homo sapiens OX=9606 GN=TTC22 PE=1 SV=1	569	non-HK		ENSG00000006555	non-HK	21	15.047619047619047	6.2	intermediate non-HK
Q8N3S3	PHTF2_HUMAN	Protein PHTF2 OS=Homo sapiens OX=9606 GN=PHTF2 PE=1 SV=2	785	non-HK		ENSG00000006576	non-HK	36	7.0	5.15	broad non-HK
Q9Y258	CCL26_HUMAN	C-C motif chemokine 26 OS=Homo sapiens OX=9606 GN=CCL26 PE=1 SV=1	94	non-HK		ENSG00000006606	non-HK	20	4.1899999999999995	2.15	intermediate non-HK
O94887	FARP2_HUMAN	FERM, ARHGEF and pleckstrin domain-containing protein 2 OS=Homo sapiens OX=9606 GN=FARP2 PE=1 SV=3	1054	non-HK		ENSG00000006607	non-HK	36	11.647222222222222	10.3	broad non-HK
Q9Y6N9	USH1C_HUMAN	Harmonin OS=Homo sapiens OX=9606 GN=USH1C PE=1 SV=3	552	non-HK		ENSG00000006611	non-HK	14	13.485714285714286	7.4	intermediate non-HK
O75223	GGCT_HUMAN	Gamma-glutamylcyclotransferase OS=Homo sapiens OX=9606 GN=GGCT PE=1 SV=1	188	non-HK		ENSG00000006625	non-HK	36	22.308333333333334	18.3	broad non-HK
Q9UBU7	DBF4A_HUMAN	Protein DBF4 homolog A OS=Homo sapiens OX=9606 GN=DBF4 PE=1 SV=1	674	non-HK		ENSG00000006634	non-HK	1	7.8	7.8	restricted non-HK
P21731	TA2R_HUMAN	Thromboxane A2 receptor OS=Homo sapiens OX=9606 GN=TBXA2R PE=1 SV=3	343	non-HK		ENSG00000006638	non-HK	24	4.704166666666667	3.05	intermediate non-HK
O00458	IFRD1_HUMAN	Interferon-related developmental regulator 1 OS=Homo sapiens OX=9606 GN=IFRD1 PE=1 SV=4	451	HK	HRT Atlas	ENSG00000006652	HK	36	11.419444444444444	9.8	HK
Q12887	COX10_HUMAN	Protoheme IX farnesyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=COX10 PE=1 SV=3	443	non-HK		ENSG00000006695	non-HK	36	7.352777777777778	5.4	broad non-HK
Q9UHL9	GT2D1_HUMAN	General transcription factor II-I repeat domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GTF2IRD1 PE=1 SV=1	959	non-HK		ENSG00000006704	non-HK	36	13.38888888888889	10.399999999999999	broad non-HK
Q8N7H5	PAF1_HUMAN	RNA polymerase II-associated factor 1 homolog OS=Homo sapiens OX=9606 GN=PAF1 PE=1 SV=2	531	HK	HRT Atlas	ENSG00000006712	HK	36	38.58888888888889	37.45	HK
P49754	VPS41_HUMAN	Vacuolar protein sorting-associated protein 41 homolog OS=Homo sapiens OX=9606 GN=VPS41 PE=1 SV=3	854	non-HK		ENSG00000006715	non-HK	36	13.913888888888888	11.8	broad non-HK
Q17R89	RHG44_HUMAN	Rho GTPase-activating protein 44 OS=Homo sapiens OX=9606 GN=ARHGAP44 PE=1 SV=1	818	non-HK		ENSG00000006740	non-HK	32	6.159375	3.3	intermediate non-HK
Q9BQ52	RNZ2_HUMAN	Zinc phosphodiesterase ELAC protein 2 OS=Homo sapiens OX=9606 GN=ELAC2 PE=1 SV=2	826	non-HK		ENSG00000006744	non-HK	36	21.180555555555557	19.65	broad non-HK
Q9Y6U3	SCIN_HUMAN	Scinderin OS=Homo sapiens OX=9606 GN=SCIN PE=1 SV=4	715	non-HK		ENSG00000006747	non-HK	24	6.9125000000000005	3.2	intermediate non-HK
P51689	ARSD_HUMAN	Arylsulfatase D OS=Homo sapiens OX=9606 GN=ARSD PE=1 SV=2	593	non-HK		ENSG00000006756	non-HK	36	9.344444444444443	7.85	broad non-HK
P41247	PLPL4_HUMAN	Patatin-like phospholipase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=PNPLA4 PE=1 SV=3	253	non-HK		ENSG00000006757	non-HK	36	13.402777777777779	12.350000000000001	broad non-HK
Q9UKX3	MYH13_HUMAN	Myosin-13 OS=Homo sapiens OX=9606 GN=MYH13 PE=1 SV=2	1938	non-HK		ENSG00000006788	non-HK	1	1.5	1.5	restricted non-HK
Q86V24	PAQR2_HUMAN	Adiponectin receptor protein 2 OS=Homo sapiens OX=9606 GN=ADIPOR2 PE=1 SV=1	386	HK	HRT Atlas	ENSG00000006831	HK	36	37.53055555555555	30.4	HK
Q8IVW4	CDKL3_HUMAN	Cyclin-dependent kinase-like 3 OS=Homo sapiens OX=9606 GN=CDKL3 PE=1 SV=1	592	non-HK		ENSG00000006837	non-HK	12	3.283333333333333	2.6500000000000004	intermediate non-HK
O95045	UPP2_HUMAN	Uridine phosphorylase 2 OS=Homo sapiens OX=9606 GN=UPP2 PE=1 SV=1	317	non-HK		ENSG00000007001	non-HK	6	3.633333333333334	1.9	restricted non-HK
Q9Y6M0	TEST_HUMAN	Testisin OS=Homo sapiens OX=9606 GN=PRSS21 PE=1 SV=1	314	non-HK		ENSG00000007038	non-HK	10	11.68	1.8	restricted non-HK
Q96L34	MARK4_HUMAN	MAP/microtubule affinity-regulating kinase 4 OS=Homo sapiens OX=9606 GN=MARK4 PE=1 SV=1	752	non-HK		ENSG00000007047	non-HK	36	12.961111111111112	11.350000000000001	broad non-HK
O43490	PROM1_HUMAN	Prominin-1 OS=Homo sapiens OX=9606 GN=PROM1 PE=1 SV=1	865	non-HK		ENSG00000007062	non-HK	23	17.46521739130435	2.6	intermediate non-HK
Q96CT7	CC124_HUMAN	Coiled-coil domain-containing protein 124 OS=Homo sapiens OX=9606 GN=CCDC124 PE=1 SV=1	223	HK	HRT Atlas	ENSG00000007080	HK	36	83.275	75.7	HK
Q3KPI0	CEA21_HUMAN	Cell adhesion molecule CEACAM21 OS=Homo sapiens OX=9606 GN=CEACAM21 PE=1 SV=3	293	non-HK		ENSG00000007129	non-HK	8	3.55	3.05	restricted non-HK
P43034	LIS1_HUMAN	Platelet-activating factor acetylhydrolase IB subunit beta OS=Homo sapiens OX=9606 GN=PAFAH1B1 PE=1 SV=2	410	HK	HRT Atlas	ENSG00000007168	HK	36	27.916666666666668	25.0	HK
P35228	NOS2_HUMAN	Nitric oxide synthase, inducible OS=Homo sapiens OX=9606 GN=NOS2 PE=1 SV=2	1153	non-HK		ENSG00000007171	non-HK	7	3.1	1.8	restricted non-HK
Q9NYC9	DYH9_HUMAN	Dynein axonemal heavy chain 9 OS=Homo sapiens OX=9606 GN=DNAH9 PE=1 SV=3	4486	non-HK		ENSG00000007174	non-HK	17	4.8999999999999995	3.1	intermediate non-HK
Q14667	BLTP2_HUMAN	Bridge-like lipid transfer protein family member 2 OS=Homo sapiens OX=9606 GN=BLTP2 PE=1 SV=3	2235	HK	HRT Atlas	ENSG00000007202	HK	36	21.505555555555556	22.0	HK
Q13183	S13A2_HUMAN	Solute carrier family 13 member 2 OS=Homo sapiens OX=9606 GN=SLC13A2 PE=1 SV=1	592	non-HK		ENSG00000007216	non-HK	7	23.699999999999996	7.8	restricted non-HK
O60861	GAS7_HUMAN	Growth arrest-specific protein 7 OS=Homo sapiens OX=9606 GN=GAS7 PE=1 SV=3	476	non-HK		ENSG00000007237	non-HK	36	27.272222222222226	14.55	broad non-HK
O75865	TPC6A_HUMAN	Trafficking protein particle complex subunit 6A OS=Homo sapiens OX=9606 GN=TRAPPC6A PE=1 SV=2	159	non-HK		ENSG00000007255	non-HK	36	29.944444444444443	27.1	broad non-HK
P42679	MATK_HUMAN	Megakaryocyte-associated tyrosine-protein kinase OS=Homo sapiens OX=9606 GN=MATK PE=1 SV=1	507	non-HK		ENSG00000007264	non-HK	33	9.166666666666666	2.3	intermediate non-HK
Q14002	CEAM7_HUMAN	Cell adhesion molecule CEACAM7 OS=Homo sapiens OX=9606 GN=CEACAM7 PE=1 SV=2	265	non-HK		ENSG00000007306	non-HK	7	55.01428571428572	18.2	restricted non-HK
P40259	CD79B_HUMAN	B-cell antigen receptor complex-associated protein beta chain OS=Homo sapiens OX=9606 GN=CD79B PE=1 SV=1	229	non-HK		ENSG00000007312	non-HK	24	12.679166666666667	3.1500000000000004	intermediate non-HK
P35499	SCN4A_HUMAN	Sodium channel protein type 4 subunit alpha OS=Homo sapiens OX=9606 GN=SCN4A PE=1 SV=4	1836	non-HK		ENSG00000007314	non-HK	9	15.266666666666667	1.7	restricted non-HK
Q8TDW4	ST7L_HUMAN	Suppressor of tumorigenicity 7 protein-like OS=Homo sapiens OX=9606 GN=ST7L PE=1 SV=1	575	non-HK		ENSG00000007341	non-HK	36	3.0972222222222223	2.7	broad non-HK
P51854	TKTL1_HUMAN	Transketolase-like protein 1 OS=Homo sapiens OX=9606 GN=TKTL1 PE=1 SV=2	596	non-HK		ENSG00000007350	non-HK	3	33.0	3.6	restricted non-HK
P26367	PAX6_HUMAN	Paired box protein Pax-6 OS=Homo sapiens OX=9606 GN=PAX6 PE=1 SV=2	422	non-HK		ENSG00000007372	non-HK	12	19.558333333333334	8.7	intermediate non-HK
Q9UJJ7	RUSD1_HUMAN	RNA pseudouridylate synthase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RPUSD1 PE=1 SV=1	312	non-HK		ENSG00000007376	non-HK	36	12.93888888888889	12.2	broad non-HK
Q96CC6	RHDF1_HUMAN	Inactive rhomboid protein 1 OS=Homo sapiens OX=9606 GN=RHBDF1 PE=1 SV=2	855	non-HK		ENSG00000007384	non-HK	36	30.66944444444444	29.4	broad non-HK
Q9NQ29	LUC7L_HUMAN	Putative RNA-binding protein Luc7-like 1 OS=Homo sapiens OX=9606 GN=LUC7L PE=1 SV=1	371	non-HK		ENSG00000007392	non-HK	36	45.25555555555556	44.2	broad non-HK
Q9NY47	CA2D2_HUMAN	Voltage-dependent calcium channel subunit alpha-2/delta-2 OS=Homo sapiens OX=9606 GN=CACNA2D2 PE=1 SV=2	1150	non-HK		ENSG00000007402	non-HK	28	3.7464285714285714	1.6	intermediate non-HK
O94812	BAIP3_HUMAN	BAI1-associated protein 3 OS=Homo sapiens OX=9606 GN=BAIAP3 PE=1 SV=2	1187	non-HK		ENSG00000007516	non-HK	32	27.75	7.2	intermediate non-HK
Q9UJK0	TSR3_HUMAN	18S rRNA aminocarboxypropyltransferase OS=Homo sapiens OX=9606 GN=TSR3 PE=1 SV=1	312	HK	HRT Atlas	ENSG00000007520	HK	36	47.11666666666667	46.099999999999994	HK
Q9BRB3	PIGQ_HUMAN	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q OS=Homo sapiens OX=9606 GN=PIGQ PE=1 SV=3	760	non-HK		ENSG00000007541	non-HK	36	16.483333333333334	15.3	broad non-HK
Q96RY5	CRML_HUMAN	Protein cramped-like OS=Homo sapiens OX=9606 GN=CRAMP1 PE=1 SV=3	1269	non-HK		ENSG00000007545	non-HK	36	9.627777777777778	9.05	broad non-HK
Q99594	TEAD3_HUMAN	Transcriptional enhancer factor TEF-5 OS=Homo sapiens OX=9606 GN=TEAD3 PE=1 SV=2	435	non-HK		ENSG00000007866	non-HK	35	22.274285714285714	16.1	intermediate non-HK
P16581	LYAM2_HUMAN	E-selectin OS=Homo sapiens OX=9606 GN=SELE PE=1 SV=1	610	non-HK		ENSG00000007908	non-HK	31	5.903225806451613	4.3	intermediate non-HK
Q9NVH1	DJC11_HUMAN	DnaJ homolog subfamily C member 11 OS=Homo sapiens OX=9606 GN=DNAJC11 PE=1 SV=2	559	HK	HRT Atlas	ENSG00000007923	HK	36	15.052777777777777	12.850000000000001	HK
P31513	FMO3_HUMAN	Flavin-containing monooxygenase 3 OS=Homo sapiens OX=9606 GN=FMO3 PE=1 SV=5	532	non-HK		ENSG00000007933	non-HK	27	18.77777777777778	4.0	intermediate non-HK
Q8WY64	MYLIP_HUMAN	E3 ubiquitin-protein ligase MYLIP OS=Homo sapiens OX=9606 GN=MYLIP PE=1 SV=2	445	non-HK		ENSG00000007944	non-HK	36	16.552777777777777	16.799999999999997	broad non-HK
Q9Y5S8	NOX1_HUMAN	NADPH oxidase 1 OS=Homo sapiens OX=9606 GN=NOX1 PE=1 SV=2	564	non-HK		ENSG00000007952	non-HK	2	10.55	10.55	restricted non-HK
Q14209	E2F2_HUMAN	Transcription factor E2F2 OS=Homo sapiens OX=9606 GN=E2F2 PE=1 SV=1	437	non-HK		ENSG00000007968	non-HK	8	3.5375	3.3	restricted non-HK
P20618	PSB1_HUMAN	Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2	241	HK	HRT Atlas	ENSG00000008018	HK	36	164.34722222222223	156.25	HK
P17600	SYN1_HUMAN	Synapsin-1 OS=Homo sapiens OX=9606 GN=SYN1 PE=1 SV=3	705	non-HK		ENSG00000008056	non-HK	33	37.72121212121212	2.8	intermediate non-HK
Q92833	JARD2_HUMAN	Protein Jumonji OS=Homo sapiens OX=9606 GN=JARID2 PE=1 SV=2	1246	non-HK		ENSG00000008083	non-HK	36	6.766666666666667	5.4	broad non-HK
O76039	CDKL5_HUMAN	Cyclin-dependent kinase-like 5 OS=Homo sapiens OX=9606 GN=CDKL5 PE=1 SV=2	960	non-HK		ENSG00000008086	non-HK	32	2.88125	2.2	intermediate non-HK
Q96NX5	KCC1G_HUMAN	Calcium/calmodulin-dependent protein kinase type 1G OS=Homo sapiens OX=9606 GN=CAMK1G PE=1 SV=3	476	non-HK		ENSG00000008118	non-HK	14	13.635714285714286	8.35	intermediate non-HK
Q9UQ88	CD11A_HUMAN	Cyclin-dependent kinase 11A OS=Homo sapiens OX=9606 GN=CDK11A PE=1 SV=4	783	non-HK		ENSG00000008128	non-HK	36	21.658333333333335	21.05	broad non-HK
O95544	NADK_HUMAN	NAD kinase OS=Homo sapiens OX=9606 GN=NADK PE=1 SV=1	446	non-HK		ENSG00000008130	non-HK	36	34.875	29.55	broad non-HK
Q92481	AP2B_HUMAN	Transcription factor AP-2-beta OS=Homo sapiens OX=9606 GN=TFAP2B PE=1 SV=2	460	non-HK		ENSG00000008196	non-HK	7	6.028571428571429	4.3	restricted non-HK
Q9Y238	DLEC1_HUMAN	Deleted in lung and esophageal cancer protein 1 OS=Homo sapiens OX=9606 GN=DLEC1 PE=1 SV=2	1755	non-HK		ENSG00000008226	non-HK	11	5.127272727272727	2.2	restricted non-HK
O43739	CYH3_HUMAN	Cytohesin-3 OS=Homo sapiens OX=9606 GN=CYTH3 PE=1 SV=2	400	non-HK		ENSG00000008256	non-HK	36	15.908333333333335	14.95	broad non-HK
Q9P0K1	ADA22_HUMAN	Disintegrin and metalloproteinase domain-containing protein 22 OS=Homo sapiens OX=9606 GN=ADAM22 PE=1 SV=1	906	non-HK		ENSG00000008277	non-HK	25	6.5520000000000005	3.1	intermediate non-HK
Q16563	SYPL1_HUMAN	Synaptophysin-like protein 1 OS=Homo sapiens OX=9606 GN=SYPL1 PE=1 SV=1	259	HK	HRT Atlas	ENSG00000008282	HK	36	62.875	58.05	HK
P49447	CY561_HUMAN	Transmembrane ascorbate-dependent reductase CYB561 OS=Homo sapiens OX=9606 GN=CYB561 PE=1 SV=2	251	non-HK		ENSG00000008283	non-HK	36	27.794444444444444	21.5	broad non-HK
O60271	JIP4_HUMAN	C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens OX=9606 GN=SPAG9 PE=1 SV=4	1321	HK	HRT Atlas	ENSG00000008294	HK	36	26.51388888888889	21.45	HK
Q9NYQ7	CELR3_HUMAN	Cadherin EGF LAG seven-pass G-type receptor 3 OS=Homo sapiens OX=9606 GN=CELSR3 PE=1 SV=2	3312	non-HK		ENSG00000008300	non-HK	10	4.04	2.2	restricted non-HK
Q9UDR5	AASS_HUMAN	Alpha-aminoadipic semialdehyde synthase, mitochondrial OS=Homo sapiens OX=9606 GN=AASS PE=1 SV=1	926	non-HK		ENSG00000008311	non-HK	36	13.177777777777777	11.0	broad non-HK
Q3KR16	PKHG6_HUMAN	Pleckstrin homology domain-containing family G member 6 OS=Homo sapiens OX=9606 GN=PLEKHG6 PE=1 SV=3	790	non-HK		ENSG00000008323	non-HK	18	5.683333333333334	4.3	intermediate non-HK
Q9UHA2	S18L2_HUMAN	SS18-like protein 2 OS=Homo sapiens OX=9606 GN=SS18L2 PE=1 SV=1	77	HK	HRT Atlas	ENSG00000008324	HK	36	16.424999999999997	14.2	HK
Q8N594	MPND_HUMAN	MPN domain-containing protein OS=Homo sapiens OX=9606 GN=MPND PE=1 SV=1	471	non-HK		ENSG00000008382	non-HK	36	16.408333333333335	15.100000000000001	broad non-HK
P10620	MGST1_HUMAN	Microsomal glutathione S-transferase 1 OS=Homo sapiens OX=9606 GN=MGST1 PE=1 SV=1	155	non-HK		ENSG00000008394	non-HK	36	217.76944444444445	130.65	broad non-HK
Q16526	CRY1_HUMAN	Cryptochrome-1 OS=Homo sapiens OX=9606 GN=CRY1 PE=1 SV=1	586	non-HK		ENSG00000008405	non-HK	36	11.266666666666667	9.8	broad non-HK
O75594	PGRP1_HUMAN	Peptidoglycan recognition protein 1 OS=Homo sapiens OX=9606 GN=PGLYRP1 PE=1 SV=1	196	non-HK		ENSG00000008438	non-HK	5	11.14	2.5	restricted non-HK
Q14938	NFIX_HUMAN	Nuclear factor 1 X-type OS=Homo sapiens OX=9606 GN=NFIX PE=1 SV=2	502	non-HK		ENSG00000008441	non-HK	36	47.91111111111111	45.65	broad non-HK
Q11201	SIA4A_HUMAN	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 OS=Homo sapiens OX=9606 GN=ST3GAL1 PE=1 SV=1	340	non-HK		ENSG00000008513	non-HK	36	15.044444444444444	10.6	broad non-HK
Q9NPA2	MMP25_HUMAN	Matrix metalloproteinase-25 OS=Homo sapiens OX=9606 GN=MMP25 PE=1 SV=1	562	non-HK		ENSG00000008516	non-HK	16	7.156249999999999	1.55	intermediate non-HK
P24001	IL32_HUMAN	Interleukin-32 OS=Homo sapiens OX=9606 GN=IL32 PE=1 SV=3	234	non-HK		ENSG00000008517	non-HK	35	123.02	32.5	intermediate non-HK
P98161	PKD1_HUMAN	Polycystin-1 OS=Homo sapiens OX=9606 GN=PKD1 PE=1 SV=3	4303	non-HK		ENSG00000008710	non-HK	36	21.061111111111114	12.2	broad non-HK
Q13387	JIP2_HUMAN	C-Jun-amino-terminal kinase-interacting protein 2 OS=Homo sapiens OX=9606 GN=MAPK8IP2 PE=1 SV=2	824	non-HK		ENSG00000008735	non-HK	22	26.313636363636363	6.25	intermediate non-HK
O75448	MED24_HUMAN	Mediator of RNA polymerase II transcription subunit 24 OS=Homo sapiens OX=9606 GN=MED24 PE=1 SV=1	989	non-HK		ENSG00000008838	non-HK	36	30.70555555555556	28.25	broad non-HK
Q9BYZ6	RHBT2_HUMAN	Rho-related BTB domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RHOBTB2 PE=1 SV=2	727	non-HK		ENSG00000008853	non-HK	35	7.2457142857142856	4.7	intermediate non-HK
Q9P2D3	HTR5B_HUMAN	HEAT repeat-containing protein 5B OS=Homo sapiens OX=9606 GN=HEATR5B PE=1 SV=2	2071	non-HK		ENSG00000008869	non-HK	36	7.794444444444445	7.5	broad non-HK
Q99442	SEC62_HUMAN	Translocation protein SEC62 OS=Homo sapiens OX=9606 GN=SEC62 PE=1 SV=1	399	HK	HRT Atlas	ENSG00000008952	HK	36	52.83888888888889	47.25	HK
P60866	RS20_HUMAN	Small ribosomal subunit protein uS10 OS=Homo sapiens OX=9606 GN=RPS20 PE=1 SV=1	119	HK	HRT Atlas	ENSG00000008988	HK	36	2073.011111111111	2004.45	HK
O75534	CSDE1_HUMAN	Cold shock domain-containing protein E1 OS=Homo sapiens OX=9606 GN=CSDE1 PE=1 SV=2	798	HK	HRT Atlas	ENSG00000009307	HK	36	127.38888888888889	105.3	HK
Q15386	UBE3C_HUMAN	Ubiquitin-protein ligase E3C OS=Homo sapiens OX=9606 GN=UBE3C PE=1 SV=3	1083	HK	HRT Atlas	ENSG00000009335	HK	36	16.625	16.0	HK
O60673	REV3L_HUMAN	DNA polymerase zeta catalytic subunit OS=Homo sapiens OX=9606 GN=REV3L PE=1 SV=2	3130	non-HK		ENSG00000009413	non-HK	33	3.896969696969697	2.4	intermediate non-HK
Q9UKZ4	TEN1_HUMAN	Teneurin-1 OS=Homo sapiens OX=9606 GN=TENM1 PE=1 SV=2	2725	non-HK		ENSG00000009694	non-HK	23	2.821739130434783	1.6	intermediate non-HK
P23759	PAX7_HUMAN	Paired box protein Pax-7 OS=Homo sapiens OX=9606 GN=PAX7 PE=1 SV=4	505	non-HK		ENSG00000009709	non-HK	2	1.55	1.55	restricted non-HK
O00187	MASP2_HUMAN	Mannan-binding lectin serine protease 2 OS=Homo sapiens OX=9606 GN=MASP2 PE=1 SV=4	686	non-HK		ENSG00000009724	non-HK	34	15.45	2.1500000000000004	intermediate non-HK
Q6PHW0	IYD1_HUMAN	Iodotyrosine deiodinase 1 OS=Homo sapiens OX=9606 GN=IYD PE=1 SV=2	289	non-HK		ENSG00000009765	non-HK	5	41.12	4.6	restricted non-HK
Q8TAV0	FA76A_HUMAN	Protein FAM76A OS=Homo sapiens OX=9606 GN=FAM76A PE=1 SV=1	307	non-HK		ENSG00000009780	non-HK	36	7.222222222222222	6.9	broad non-HK
Q9Y228	T3JAM_HUMAN	TRAF3-interacting JNK-activating modulator OS=Homo sapiens OX=9606 GN=TRAF3IP3 PE=1 SV=2	551	non-HK		ENSG00000009790	non-HK	26	5.476923076923077	2.6500000000000004	intermediate non-HK
Q9UKY4	POMT2_HUMAN	Protein O-mannosyl-transferase 2 OS=Homo sapiens OX=9606 GN=POMT2 PE=1 SV=2	750	non-HK		ENSG00000009830	non-HK	36	3.811111111111111	3.05	broad non-HK
Q9NP79	VTA1_HUMAN	Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1	307	non-HK		ENSG00000009844	non-HK	36	17.655555555555555	16.65	broad non-HK
Q9NP71	MLXPL_HUMAN	Carbohydrate-responsive element-binding protein OS=Homo sapiens OX=9606 GN=MLXIPL PE=1 SV=1	852	non-HK		ENSG00000009950	non-HK	33	32.53636363636364	6.7	intermediate non-HK
Q9UIG0	BAZ1B_HUMAN	Tyrosine-protein kinase BAZ1B OS=Homo sapiens OX=9606 GN=BAZ1B PE=1 SV=2	1483	HK	HRT Atlas	ENSG00000009954	HK	36	18.052777777777777	17.25	HK
Q96S59	RANB9_HUMAN	Ran-binding protein 9 OS=Homo sapiens OX=9606 GN=RANBP9 PE=1 SV=1	729	HK	HRT Atlas	ENSG00000010017	HK	36	21.444444444444443	17.4	HK
Q9Y603	ETV7_HUMAN	Transcription factor ETV7 OS=Homo sapiens OX=9606 GN=ETV7 PE=1 SV=1	341	non-HK		ENSG00000010030	non-HK	25	2.8480000000000003	2.3	intermediate non-HK
Q9H040	SPRTN_HUMAN	DNA-dependent metalloprotease SPRTN OS=Homo sapiens OX=9606 GN=SPRTN PE=1 SV=2	489	non-HK		ENSG00000010072	non-HK	36	3.3	2.9	broad non-HK
Q8N6R0	EFNMT_HUMAN	eEF1A lysine and N-terminal methyltransferase OS=Homo sapiens OX=9606 GN=METTL13 PE=1 SV=1	699	non-HK		ENSG00000010165	non-HK	36	8.397222222222222	8.45	broad non-HK
Q9NR20	DYRK4_HUMAN	Dual specificity tyrosine-phosphorylation-regulated kinase 4 OS=Homo sapiens OX=9606 GN=DYRK4 PE=1 SV=2	520	non-HK		ENSG00000010219	non-HK	36	3.611111111111111	2.8	broad non-HK
O43670	ZN207_HUMAN	BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens OX=9606 GN=ZNF207 PE=1 SV=1	478	non-HK		ENSG00000010244	non-HK	36	58.5	57.849999999999994	broad non-HK
P31930	QCR1_HUMAN	Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3	480	non-HK		ENSG00000010256	non-HK	36	126.6277777777778	92.80000000000001	broad non-HK
O95772	STR3N_HUMAN	STARD3 N-terminal-like protein OS=Homo sapiens OX=9606 GN=STARD3NL PE=1 SV=1	234	non-HK		ENSG00000010270	non-HK	36	23.766666666666666	22.55	broad non-HK
