Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	gene_id	gene_length_bp
ENSG00000113593	65563236	65587549	5	ENSG00000113593	24314
ENSG00000183161	22622533	22625823	11	ENSG00000183161	3291
ENSG00000159261	36460621	36576569	21	ENSG00000159261	115949
ENSG00000197217	23385783	23457695	8	ENSG00000197217	71913
ENSG00000167333	4598672	4608231	11	ENSG00000167333	9560
ENSG00000157542	37607373	38121345	21	ENSG00000157542	513973
ENSG00000241837	33903453	33915814	21	ENSG00000241837	12362
ENSG00000152219	30323104	30338223	11	ENSG00000152219	15120
ENSG00000129158	17788048	18013047	11	ENSG00000129158	225000
ENSG00000164808	47260878	47736306	8	ENSG00000164808	475429
ENSG00000154645	17901263	18267373	21	ENSG00000154645	366111
ENSG00000151876	41925254	41941743	5	ENSG00000151876	16490
ENSG00000151655	7703316	7749520	10	ENSG00000151655	46205
ENSG00000113389	32689070	32791724	5	ENSG00000113389	102655
ENSG00000160307	46598604	46605208	21	ENSG00000160307	6605
ENSG00000156273	29194071	29630751	21	ENSG00000156273	436681
ENSG00000101493	76357682	76495242	18	ENSG00000101493	137561
ENSG00000154080	26906481	27185308	18	ENSG00000154080	278828
ENSG00000186812	35241030	35267133	18	ENSG00000186812	26104
ENSG00000288593	43939919	43959673	21	ENSG00000288593	19755
ENSG00000283967	17590364	17590960	5	ENSG00000283967	597
ENSG00000283988	17593798	17594394	5	ENSG00000283988	597
ENSG00000169271	54455699	54456377	5	ENSG00000169271	679
ENSG00000121691	34438934	34472060	11	ENSG00000121691	33127
ENSG00000157557	38805183	38824955	21	ENSG00000157557	19773
ENSG00000134363	53480626	53487134	5	ENSG00000134363	6509
ENSG00000165609	12165330	12196144	10	ENSG00000165609	30815
ENSG00000284465	17585162	17585758	5	ENSG00000284465	597
ENSG00000198355	49960768	49964072	22	ENSG00000198355	3305
ENSG00000284373	17498231	17498827	5	ENSG00000284373	597
ENSG00000112996	44808947	44820428	5	ENSG00000112996	11482
ENSG00000134490	23197144	23437961	18	ENSG00000134490	240818
ENSG00000093000	45163925	45188017	22	ENSG00000093000	24093
ENSG00000112964	42423439	42721878	5	ENSG00000112964	298440
ENSG00000149100	32583798	32606264	11	ENSG00000149100	22467
ENSG00000054803	55997357	56005519	20	ENSG00000054803	8163
ENSG00000151468	12896625	13099652	10	ENSG00000151468	203028
ENSG00000054793	51596514	51768390	20	ENSG00000054793	171877
ENSG00000157551	38155549	38307357	21	ENSG00000157551	151809
ENSG00000151657	7750962	7787993	10	ENSG00000151657	37032
ENSG00000171044	10896045	11201833	8	ENSG00000171044	305789
ENSG00000166478	9460319	9528524	11	ENSG00000166478	68206
ENSG00000205593	50309030	50327012	22	ENSG00000205593	17983
ENSG00000147437	25419258	25424654	8	ENSG00000147437	5397
ENSG00000125970	33993646	34108308	20	ENSG00000125970	114663
ENSG00000151461	11920022	12043170	10	ENSG00000151461	123149
ENSG00000205758	33589341	33643926	21	ENSG00000205758	54586
ENSG00000130638	45671798	45845307	22	ENSG00000130638	173510
ENSG00000070778	88465778	88555007	14	ENSG00000070778	89230
ENSG00000183379	74405894	74426210	14	ENSG00000183379	20317
ENSG00000100422	46684410	46738252	22	ENSG00000100422	53843
ENSG00000134759	36129444	36180557	18	ENSG00000134759	51114
ENSG00000113100	26880597	27121150	5	ENSG00000113100	240554
ENSG00000100523	53036745	53153323	14	ENSG00000100523	116579
ENSG00000176244	15075475	15088776	10	ENSG00000176244	13302
ENSG00000152464	15097180	15139818	10	ENSG00000152464	42639
ENSG00000089101	20052514	20360703	20	ENSG00000089101	308190
ENSG00000123243	7559270	7666998	10	ENSG00000123243	107729
ENSG00000100239	50343304	50445090	22	ENSG00000100239	101787
ENSG00000151388	33523535	33892019	5	ENSG00000151388	368485
ENSG00000156239	28872191	28885371	21	ENSG00000156239	13181
ENSG00000036473	38352586	38421446	X	ENSG00000036473	68861
ENSG00000147041	38006553	38128819	X	ENSG00000147041	122267
ENSG00000249209	33584687	33931607	21	ENSG00000249209	346921
ENSG00000234602	55219564	55227315	5	ENSG00000234602	7752
ENSG00000154736	26917922	26967088	21	ENSG00000154736	49167
ENSG00000260314	17809348	17911164	10	ENSG00000260314	101817
ENSG00000145626	35951006	36001028	5	ENSG00000145626	50023
ENSG00000168575	42416475	42541926	8	ENSG00000168575	125452
ENSG00000214943	31482875	31488039	14	ENSG00000214943	5165
ENSG00000224960	27460207	27463341	X	ENSG00000224960	3135
ENSG00000139921	51240162	51257655	14	ENSG00000139921	17494
ENSG00000157617	41885112	41954018	21	ENSG00000157617	68907
ENSG00000173698	18989307	19122637	X	ENSG00000173698	133331
ENSG00000145526	19471296	20575873	5	ENSG00000145526	1104578
ENSG00000124216	49982980	49988886	20	ENSG00000124216	5907
ENSG00000104611	19313693	19396218	8	ENSG00000104611	82526
ENSG00000109851	20156155	20160475	11	ENSG00000109851	4321
ENSG00000129151	27040725	27127809	11	ENSG00000129151	87085
ENSG00000198894	77098126	77117287	14	ENSG00000198894	19162
ENSG00000107611	16823966	17129811	10	ENSG00000107611	305846
ENSG00000101194	62952707	62969585	20	ENSG00000101194	16879
ENSG00000173276	41986831	42010387	21	ENSG00000173276	23557
ENSG00000206579	55102028	55542054	8	ENSG00000206579	440027
ENSG00000087302	51989514	52010694	14	ENSG00000087302	21181
ENSG00000187398	24496970	25082638	11	ENSG00000187398	585669
ENSG00000039560	34656328	34832612	5	ENSG00000039560	176285
ENSG00000183638	10606349	10712187	8	ENSG00000183638	105839
ENSG00000159228	36069941	36073166	21	ENSG00000159228	3226
ENSG00000132825	59936663	59940305	20	ENSG00000132825	3643
ENSG00000240694	26504701	26514092	8	ENSG00000240694	9392
ENSG00000101132	54208087	54228052	20	ENSG00000101132	19966
ENSG00000179431	35618460	35620865	11	ENSG00000179431	2406
ENSG00000159231	36135079	36146562	21	ENSG00000159231	11484
ENSG00000101182	62136733	62143440	20	ENSG00000101182	6708
ENSG00000183530	31676256	31750140	22	ENSG00000183530	73885
ENSG00000258817	49952391	49953419	11	ENSG00000258817	1029
ENSG00000159216	34787801	36004667	21	ENSG00000159216	1216867
ENSG00000254087	55879835	56014169	8	ENSG00000254087	134335
ENSG00000151320	32329298	32837684	14	ENSG00000151320	508387
ENSG00000184937	32387775	32435564	11	ENSG00000184937	47790
ENSG00000107614	17137336	17202054	10	ENSG00000107614	64719
ENSG00000188636	44492583	44498233	22	ENSG00000188636	5651
ENSG00000124215	59958423	60034011	20	ENSG00000124215	75589
ENSG00000133477	39994954	40043534	22	ENSG00000133477	48581
ENSG00000100362	36800684	36819479	22	ENSG00000100362	18796
ENSG00000166979	32412006	32515397	21	ENSG00000166979	103392
ENSG00000182858	49900229	49918438	22	ENSG00000182858	18210
ENSG00000147481	49909789	50796692	8	ENSG00000147481	886904
ENSG00000197586	25195693	25228075	20	ENSG00000197586	32383
ENSG00000139874	38207904	38213067	14	ENSG00000139874	5164
ENSG00000150637	69831158	69961803	18	ENSG00000150637	130646
ENSG00000100629	80476983	80959517	14	ENSG00000100629	482535
ENSG00000100321	39349925	39385575	22	ENSG00000100321	35651
ENSG00000165985	16513734	16521879	10	ENSG00000165985	8146
ENSG00000159079	32592079	32612603	21	ENSG00000159079	20525
ENSG00000260811	50032874	50033794	11	ENSG00000260811	921
ENSG00000101695	32018825	32073219	18	ENSG00000101695	54395
ENSG00000148481	15778170	15860507	10	ENSG00000148481	82338
ENSG00000221954	49981473	49982535	11	ENSG00000221954	1063
ENSG00000133818	14277922	14364506	11	ENSG00000133818	86585
ENSG00000100095	26169462	26383597	22	ENSG00000100095	214136
ENSG00000197563	61905255	62187118	18	ENSG00000197563	281864
ENSG00000139971	57999735	58298139	14	ENSG00000139971	298405
ENSG00000165309	22928024	23038523	10	ENSG00000165309	110500
ENSG00000265590	32402511	32612865	21	ENSG00000265590	210355
ENSG00000070367	57200507	57268905	14	ENSG00000070367	68399
ENSG00000262655	13962723	14268133	11	ENSG00000262655	305411
ENSG00000242220	32497967	32587373	21	ENSG00000242220	89407
ENSG00000133872	30063003	30083208	8	ENSG00000133872	20206
ENSG00000243627	34418715	34423951	21	ENSG00000243627	5237
ENSG00000154640	17593653	17612945	21	ENSG00000154640	19293
ENSG00000172817	64587763	64798737	8	ENSG00000172817	210975
ENSG00000184900	44805617	44818779	21	ENSG00000184900	13163
ENSG00000119720	90267860	90331969	14	ENSG00000119720	64110
ENSG00000178538	60185412	60281400	8	ENSG00000178538	95989
ENSG00000154719	25585656	25607517	21	ENSG00000154719	21862
ENSG00000150867	22534854	22714578	10	ENSG00000150867	179725
ENSG00000133874	33547754	33567128	8	ENSG00000133874	19375
ENSG00000205476	99500190	99604207	14	ENSG00000205476	104018
ENSG00000155307	14485228	14658821	21	ENSG00000155307	173594
ENSG00000179133	23202696	23344845	10	ENSG00000179133	142150
ENSG00000080823	102224500	102305190	14	ENSG00000080823	80691
ENSG00000198610	5195462	5218949	10	ENSG00000198610	23488
ENSG00000115705	1374066	1543711	2	ENSG00000115705	169646
ENSG00000130701	62410237	62427539	20	ENSG00000130701	17303
ENSG00000141934	281040	291403	19	ENSG00000141934	10364
ENSG00000165061	40530590	40897833	8	ENSG00000165061	367244
ENSG00000205670	34375480	34416961	21	ENSG00000205670	41482
ENSG00000100360	36758202	36776256	22	ENSG00000100360	18055
ENSG00000101439	23626706	23638473	20	ENSG00000101439	11768
ENSG00000204740	19048801	19790401	10	ENSG00000204740	741601
ENSG00000159263	36699115	36749917	21	ENSG00000159263	50803
ENSG00000121005	74984505	75034558	8	ENSG00000121005	50054
ENSG00000148488	17315421	17454595	10	ENSG00000148488	139175
ENSG00000154162	21750673	22853344	5	ENSG00000154162	1102672
ENSG00000101193	62938147	62948475	20	ENSG00000101193	10329
ENSG00000099812	751112	764318	19	ENSG00000099812	13207
ENSG00000136750	26216665	26304558	10	ENSG00000136750	87894
ENSG00000100311	39223359	39244982	22	ENSG00000100311	21624
ENSG00000183145	37006150	37019662	21	ENSG00000183145	13513
ENSG00000124225	57648392	57711536	20	ENSG00000124225	63145
ENSG00000160208	43659560	43696079	21	ENSG00000160208	36520
ENSG00000284234	17525235	17525831	5	ENSG00000284234	597
ENSG00000070193	44300247	44389706	5	ENSG00000070193	89460
ENSG00000152932	58582221	58859394	5	ENSG00000152932	277174
ENSG00000160209	43719094	43762307	21	ENSG00000160209	43214
ENSG00000186732	43411196	43507848	22	ENSG00000186732	96653
ENSG00000101365	2658395	2664219	20	ENSG00000101365	5825
ENSG00000205030	55827219	55828154	11	ENSG00000205030	936
ENSG00000138964	44172956	44219533	22	ENSG00000138964	46578
ENSG00000086205	49145092	49208638	11	ENSG00000086205	63547
ENSG00000172244	43486709	43515148	5	ENSG00000172244	28440
ENSG00000104679	23270120	23296279	8	ENSG00000104679	26160
ENSG00000064687	1039997	1065572	19	ENSG00000064687	25576
ENSG00000213231	95686426	95692628	14	ENSG00000213231	6203
ENSG00000196663	102362941	102502477	14	ENSG00000196663	139537
ENSG00000170571	50396192	50443248	5	ENSG00000170571	47057
ENSG00000150051	27672874	27746060	10	ENSG00000150051	73187
ENSG00000104722	24913758	24919098	8	ENSG00000104722	5341
ENSG00000131831	17800049	17861337	X	ENSG00000131831	61289
ENSG00000263761	47322454	47327588	10	ENSG00000263761	5135
ENSG00000169126	27775186	27999079	10	ENSG00000169126	223894
ENSG00000164181	60751791	60844274	5	ENSG00000164181	92484
ENSG00000047230	16587999	16712936	X	ENSG00000047230	124938
ENSG00000164751	76980258	77001044	8	ENSG00000164751	20787
ENSG00000124164	58389229	58451101	20	ENSG00000124164	61873
ENSG00000147485	51319577	51809445	8	ENSG00000147485	489869
ENSG00000100290	43110750	43129712	22	ENSG00000100290	18963
ENSG00000100271	43039516	43089419	22	ENSG00000100271	49904
ENSG00000213949	52787916	52959209	5	ENSG00000213949	171294
ENSG00000100764	90256527	90275429	14	ENSG00000100764	18903
ENSG00000160213	43772511	43776330	21	ENSG00000160213	3820
ENSG00000116017	925781	975939	19	ENSG00000116017	50159
ENSG00000182463	52972358	53495330	20	ENSG00000182463	522973
ENSG00000160214	43789513	43805293	21	ENSG00000160214	15781
ENSG00000091656	76681239	76867281	8	ENSG00000091656	186043
ENSG00000132821	37903111	37945350	20	ENSG00000132821	42240
ENSG00000286905	3532008	3558333	2	ENSG00000286905	26326
ENSG00000171853	3379675	3485094	2	ENSG00000171853	105420
ENSG00000125977	34088309	34112243	20	ENSG00000125977	23935
ENSG00000125384	52314305	52328598	14	ENSG00000125384	14294
ENSG00000064932	1107637	1174268	19	ENSG00000064932	66632
ENSG00000169906	16650158	16654670	X	ENSG00000169906	4513
ENSG00000077943	15513954	15719922	10	ENSG00000077943	205969
ENSG00000177182	61057158	61501645	8	ENSG00000177182	444488
ENSG00000259164	77098311	77225462	14	ENSG00000259164	127152
ENSG00000187516	37990779	37991314	X	ENSG00000187516	536
ENSG00000203883	64047582	64049639	20	ENSG00000203883	2058
ENSG00000102218	46837043	46882358	X	ENSG00000102218	45316
ENSG00000154930	25006230	25058980	20	ENSG00000154930	52751
ENSG00000130943	46255663	46263343	22	ENSG00000130943	7681
ENSG00000012174	21839617	21885423	X	ENSG00000012174	45807
ENSG00000100124	37830855	37849327	22	ENSG00000100124	18473
ENSG00000171060	10672628	10700590	8	ENSG00000171060	27963
ENSG00000066739	96279195	96363341	14	ENSG00000066739	84147
ENSG00000160216	43865223	43987592	21	ENSG00000160216	122370
ENSG00000182551	3497366	3519531	2	ENSG00000182551	22166
ENSG00000182798	16167481	16171464	X	ENSG00000182798	3984
ENSG00000104442	65602458	65634217	8	ENSG00000104442	31760
ENSG00000035499	60596912	60700190	5	ENSG00000035499	103279
ENSG00000148482	17951839	18043292	10	ENSG00000148482	91454
ENSG00000189132	34942796	34944915	X	ENSG00000189132	2120
ENSG00000102098	18239313	18354688	X	ENSG00000102098	115376
ENSG00000100784	90847861	91060641	14	ENSG00000100784	212781
ENSG00000183186	405445	409147	19	ENSG00000183186	3703
ENSG00000205922	1753506	1780988	19	ENSG00000205922	27483
ENSG00000116032	1000419	1009732	19	ENSG00000116032	9314
ENSG00000101134	54475593	54651169	20	ENSG00000101134	175577
ENSG00000158526	54440404	54448032	X	ENSG00000158526	7629
ENSG00000198168	22813799	22830299	11	ENSG00000198168	16501
ENSG00000100300	43151547	43163242	22	ENSG00000100300	11696
ENSG00000183690	44147872	44343672	X	ENSG00000183690	195801
ENSG00000172554	950849	1367613	2	ENSG00000172554	416765
ENSG00000170946	31369840	31432835	11	ENSG00000170946	62996
ENSG00000049860	74640023	74722647	5	ENSG00000049860	82625
ENSG00000221947	70669339	70790371	8	ENSG00000221947	121033
ENSG00000064666	1026586	1039068	19	ENSG00000064666	12483
ENSG00000172671	45615500	45672780	10	ENSG00000172671	57281
ENSG00000158470	49632945	49713878	20	ENSG00000158470	80934
ENSG00000180182	40648305	40735858	X	ENSG00000180182	87554
ENSG00000186113	55795556	55796500	11	ENSG00000186113	945
ENSG00000205213	27365961	27472790	11	ENSG00000205213	106830
ENSG00000160218	44012309	44106552	21	ENSG00000160218	94244
ENSG00000172404	40859549	40862113	22	ENSG00000172404	2565
ENSG00000076641	80967810	81112068	8	ENSG00000076641	144259
ENSG00000020256	52051663	52204308	20	ENSG00000020256	152646
ENSG00000100105	31325804	31346346	22	ENSG00000100105	20543
ENSG00000171865	3541430	3558333	2	ENSG00000171865	16904
ENSG00000137573	69466624	69660915	8	ENSG00000137573	194292
ENSG00000182512	95533503	95544724	14	ENSG00000182512	11222
ENSG00000140057	96392128	96489427	14	ENSG00000140057	97300
ENSG00000279761	55773438	55774382	11	ENSG00000279761	945
ENSG00000186509	58023881	58181616	11	ENSG00000186509	157736
ENSG00000095777	25934229	26212532	10	ENSG00000095777	278304
ENSG00000138944	44243665	44312951	22	ENSG00000138944	69287
ENSG00000279514	55572128	55573060	11	ENSG00000279514	933
ENSG00000152380	80487969	80542563	5	ENSG00000152380	54595
ENSG00000151353	663877	677406	2	ENSG00000151353	13530
ENSG00000183134	60850933	60855950	11	ENSG00000183134	5018
ENSG00000196236	40857077	40932815	22	ENSG00000196236	75739
ENSG00000166326	35662775	35818007	11	ENSG00000166326	155233
ENSG00000088808	103733195	103847575	14	ENSG00000088808	114381
ENSG00000164853	1232872	1237326	7	ENSG00000164853	4455
ENSG00000110048	59574398	59615774	11	ENSG00000110048	41377
ENSG00000198865	42756818	42802439	5	ENSG00000198865	45622
ENSG00000239857	876554	896436	7	ENSG00000239857	19883
ENSG00000241945	44107373	44131181	21	ENSG00000241945	23809
ENSG00000147119	46573765	46598496	X	ENSG00000147119	24732
ENSG00000171863	3575260	3580920	2	ENSG00000171863	5661
ENSG00000273820	49879484	49882558	X	ENSG00000273820	3075
ENSG00000101115	51782331	51802521	20	ENSG00000101115	20191
ENSG00000104953	2977538	2995179	19	ENSG00000104953	17642
ENSG00000183579	28883572	29057488	22	ENSG00000183579	173917
ENSG00000171365	49922596	50099235	X	ENSG00000171365	176640
ENSG00000039123	55307989	55425579	5	ENSG00000039123	117591
ENSG00000176555	48306223	48307152	11	ENSG00000176555	930
ENSG00000101144	57168753	57266641	20	ENSG00000101144	97889
ENSG00000172772	58266792	58268260	11	ENSG00000172772	1469
ENSG00000197786	58358124	58359069	11	ENSG00000197786	946
ENSG00000221840	54706832	54707902	11	ENSG00000221840	1071
ENSG00000157540	37365573	37526358	21	ENSG00000157540	160786
ENSG00000167996	61959718	61967634	11	ENSG00000167996	7917
ENSG00000164880	1470277	1504389	7	ENSG00000164880	34113
ENSG00000100266	42835412	43015149	22	ENSG00000100266	179738
ENSG00000151379	17816460	17817798	2	ENSG00000151379	1339
ENSG00000101407	37983007	38033461	20	ENSG00000101407	50455
ENSG00000075643	36187497	36272157	18	ENSG00000075643	84661
ENSG00000163029	17663812	17800242	2	ENSG00000163029	136431
ENSG00000066455	92794305	92839947	14	ENSG00000066455	45643
ENSG00000099864	708935	748329	19	ENSG00000099864	39395
ENSG00000184735	22999960	23003589	X	ENSG00000184735	3630
ENSG00000174695	83052846	83077863	5	ENSG00000174695	25018
ENSG00000070269	56488354	56650606	14	ENSG00000070269	162253
ENSG00000177689	27807990	27823014	X	ENSG00000177689	15025
ENSG00000166342	72742314	72868146	18	ENSG00000166342	125833
ENSG00000132631	18813783	18814378	20	ENSG00000132631	596
ENSG00000125533	63005927	63007035	20	ENSG00000125533	1109
ENSG00000102313	54748918	54798255	X	ENSG00000102313	49338
ENSG00000148450	23095579	23122013	10	ENSG00000148450	26435
ENSG00000149503	62123998	62153169	11	ENSG00000149503	29172
ENSG00000179242	61252261	61940617	20	ENSG00000179242	688357
ENSG00000157927	4797055	4883716	7	ENSG00000157927	86662
ENSG00000145681	83637805	83720855	5	ENSG00000145681	83051
ENSG00000165186	23334849	23404374	X	ENSG00000165186	69526
ENSG00000256574	45302298	45315608	10	ENSG00000256574	13311
ENSG00000169895	16719612	16765340	X	ENSG00000169895	45729
ENSG00000168267	23192312	23194245	10	ENSG00000168267	1934
ENSG00000099256	24848614	24952606	10	ENSG00000099256	103993
ENSG00000086232	6022247	6059175	7	ENSG00000086232	36929
ENSG00000102043	64268081	64395452	X	ENSG00000102043	127372
ENSG00000125910	3172346	3180332	19	ENSG00000125910	7987
ENSG00000038427	83471618	83582303	5	ENSG00000038427	110686
ENSG00000125912	3185563	3209575	19	ENSG00000125912	24013
ENSG00000008086	18425583	18653629	X	ENSG00000008086	228047
ENSG00000148426	11823339	11872277	10	ENSG00000148426	48939
ENSG00000133313	74495816	74523454	18	ENSG00000133313	27639
ENSG00000101079	36651766	36746090	20	ENSG00000101079	94325
ENSG00000135362	36296288	36465204	11	ENSG00000135362	168917
ENSG00000151023	24981979	25062279	10	ENSG00000151023	80301
ENSG00000178381	1152071	1160759	7	ENSG00000178381	8689
ENSG00000054983	87837820	87993665	14	ENSG00000054983	155846
ENSG00000136770	21756548	22003769	10	ENSG00000136770	247222
