Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	gene_length_bp	hk_status
ENSG00000158901	45551153	45579326	20	28174	non-HK
ENSG00000182035	38581195	38588463	20	7269	non-HK
ENSG00000215251	3146519	3159865	20	13347	non-HK
ENSG00000172315	46684365	46689444	20	5080	non-HK
ENSG00000102539	49220118	49225201	13	5084	non-HK
ENSG00000124097	57487959	57495366	20	7408	non-HK
ENSG00000124237	58150902	58161150	20	10249	non-HK
ENSG00000124227	58216126	58228653	20	12528	non-HK
ENSG00000167098	32983773	33004433	20	20661	non-HK
ENSG00000186191	33079643	33111751	20	32109	non-HK
ENSG00000131050	33161768	33181412	20	19645	non-HK
ENSG00000241837	33901028	33915853	21	14826	HK
ENSG00000131059	33217310	33227806	20	10497	non-HK
ENSG00000186190	33053903	33073847	20	19945	non-HK
ENSG00000102466	101710804	102402457	13	691654	non-HK
ENSG00000101444	34280268	34311802	20	31535	HK
ENSG00000102554	73054976	73077541	13	22566	non-HK
ENSG00000289720	34363271	34540923	20	177653	non-HK
ENSG00000102445	46334681	46438190	13	103510	non-HK
ENSG00000101003	25391008	25452700	20	61693	non-HK
ENSG00000157540	37365573	37526358	21	160786	non-HK
ENSG00000232388	18567347	18569563	20	2217	HK
ENSG00000026036	63659300	63698684	20	39385	non-HK
ENSG00000073150	50170731	50180295	22	9565	non-HK
ENSG00000088386	98683801	98752836	13	69036	non-HK
ENSG00000100292	35380361	35394214	22	13854	non-HK
ENSG00000054796	57329803	57343994	20	14192	non-HK
ENSG00000166862	36560857	36703752	22	142896	non-HK
ENSG00000100191	32218464	32255347	22	36884	non-HK
ENSG00000100298	39097224	39104067	22	6844	non-HK
ENSG00000132819	57391396	57409333	20	17938	non-HK
ENSG00000204548	31404845	31412838	20	7994	non-HK
ENSG00000180424	31440632	31450257	20	9626	non-HK
ENSG00000180383	31465471	31476757	20	11287	non-HK
ENSG00000197183	32443059	32585333	20	142275	non-HK
ENSG00000185264	36991120	37007851	22	16732	non-HK
ENSG00000182957	23979805	24307074	13	327270	non-HK
ENSG00000124134	45091214	45101127	20	9914	non-HK
ENSG00000161180	21632716	21637329	22	4614	non-HK
ENSG00000169906	16650158	16654670	X	4513	non-HK
ENSG00000187516	37990779	37991314	X	536	non-HK
ENSG00000182798	16167481	16171464	X	3984	non-HK
ENSG00000168703	45123425	45124465	20	1041	non-HK
ENSG00000124157	45221373	45224458	20	3086	non-HK
ENSG00000189132	34942796	34944915	X	2120	non-HK
ENSG00000215545	31303212	31308585	20	5374	non-HK
ENSG00000100023	21666000	21700015	22	34016	non-HK
ENSG00000131068	31368601	31373923	20	5323	non-HK
ENSG00000177689	27807990	27823014	X	15025	non-HK
ENSG00000180483	31377164	31390590	20	13427	non-HK
ENSG00000102313	54748918	54798255	X	49338	non-HK
ENSG00000125813	21705659	21718481	20	12823	non-HK
ENSG00000286235	5950949	6039856	20	88908	non-HK
ENSG00000102043	64268081	64395452	X	127372	non-HK
ENSG00000175121	45109452	45115174	20	5723	non-HK
ENSG00000088881	2692780	2760108	20	67329	non-HK
ENSG00000008086	18425583	18653629	X	228047	non-HK
ENSG00000131044	31870634	31945000	20	74367	non-HK
ENSG00000160201	43092956	43107605	21	14650	HK
ENSG00000126218	113122788	113149531	13	26744	non-HK
ENSG00000125522	64103802	64107565	20	3764	non-HK
ENSG00000100027	21697536	21735794	22	38259	non-HK
ENSG00000132671	23035312	23039237	20	3926	non-HK
ENSG00000178726	23045633	23049672	20	4040	non-HK
ENSG00000183798	41359962	41366818	20	6857	non-HK
ENSG00000183260	63861498	63862988	20	1491	non-HK
ENSG00000277971	20429241	20446620	22	17380	non-HK
ENSG00000130590	63974116	63980008	20	5893	non-HK
ENSG00000100285	29480218	29491390	22	11173	non-HK
ENSG00000169508	99294273	99307474	13	13202	non-HK
ENSG00000101251	13849247	13996443	20	147197	non-HK
ENSG00000122025	28003274	28100592	13	97319	non-HK
ENSG00000248751	30285238	30299482	22	14245	non-HK
ENSG00000165164	35919734	36385317	X	465584	non-HK
ENSG00000100003	30396941	30425303	22	28363	non-HK
ENSG00000172264	13995369	16053197	20	2057829	non-HK
ENSG00000268994	72781865	72782660	X	796	non-HK
ENSG00000102804	44432143	44577316	13	145174	non-HK
ENSG00000230797	21855987	21858740	X	2754	non-HK
ENSG00000147081	50190777	50201007	X	10231	non-HK
ENSG00000165621	96985713	96994730	13	9018	non-HK
ENSG00000288000	43458054	43541881	20	83828	non-HK
ENSG00000185808	37062846	37073318	21	10473	non-HK
ENSG00000102221	46912276	47061242	X	148967	non-HK
ENSG00000185513	43489442	43550954	20	61513	non-HK
ENSG00000133115	38965925	38990871	13	24947	non-HK
ENSG00000132975	26755200	26760802	13	5603	non-HK
ENSG00000249590	30409255	30428990	22	19736	non-HK
ENSG00000134864	100528034	100589528	13	61495	non-HK
ENSG00000189299	55623400	55626192	X	2793	non-HK
ENSG00000251357	23862188	23895223	22	33036	non-HK
ENSG00000187601	55452127	55453566	X	1440	non-HK
ENSG00000080618	46052958	46105073	13	52116	non-HK
ENSG00000250349	37349330	38687674	X	1338345	non-HK
ENSG00000156239	28872191	28885373	21	13183	non-HK
ENSG00000206203	19131308	19132622	22	1315	non-HK
ENSG00000063515	19146993	19150292	22	3300	non-HK
ENSG00000196468	77447389	77457278	X	9890	non-HK
ENSG00000100218	23059415	23145021	22	85607	non-HK
ENSG00000147183	88747225	88754785	X	7561	non-HK
ENSG00000174740	91434595	91438584	X	3990	non-HK
ENSG00000156299	31117985	31559977	21	441993	non-HK
ENSG00000288683	18077989	18131720	22	53732	non-HK
ENSG00000186288	73077276	73079512	X	2237	non-HK
ENSG00000174225	100969708	100990831	X	21124	non-HK
ENSG00000100129	37848868	37889407	22	40540	non-HK
ENSG00000165288	80669503	80809877	X	140375	non-HK
ENSG00000170191	25612935	25624014	20	11080	non-HK
ENSG00000053438	37521206	37523690	20	2485	non-HK
ENSG00000120675	43023203	43114213	13	91011	non-HK
ENSG00000151778	44373476	44397714	13	24239	non-HK
ENSG00000158813	69616067	70039472	X	423406	non-HK
ENSG00000118922	73686089	74134922	13	448834	non-HK
ENSG00000182621	8077251	8968360	20	891110	non-HK
ENSG00000165475	20403666	20525873	13	122208	non-HK
ENSG00000198934	76427710	76431342	X	3633	non-HK
ENSG00000102760	41457532	41470877	13	13346	non-HK
ENSG00000153779	89921908	89922883	X	976	non-HK
ENSG00000100207	42160013	42343616	22	183604	non-HK
ENSG00000057593	113105762	113120685	13	14924	non-HK
ENSG00000170925	107980864	107982370	X	1507	non-HK
ENSG00000217442	50551112	50562919	22	11808	non-HK
ENSG00000186675	75782987	75785254	X	2268	non-HK
ENSG00000254413	50568869	50582965	22	14097	non-HK
ENSG00000047597	37685791	37732130	X	46340	non-HK
ENSG00000047648	11117651	11665920	X	548270	non-HK
ENSG00000206140	21466423	21471269	22	4847	non-HK
ENSG00000189060	37805229	37807432	22	2204	non-HK
ENSG00000184113	19523024	19527545	22	4522	non-HK
ENSG00000184949	38578118	38656629	22	78512	non-HK
ENSG00000183246	21545666	21551461	22	5796	non-HK
ENSG00000100249	29058672	29061831	22	3160	non-HK
ENSG00000154642	17788974	17819386	21	30413	non-HK
ENSG00000100034	21919425	21952848	22	33424	non-HK
ENSG00000136153	75620434	75859870	13	239437	non-HK
ENSG00000147082	50202713	50351914	X	149202	non-HK
ENSG00000159231	36135079	36146566	21	11488	non-HK
ENSG00000159079	32592079	32612845	21	20767	non-HK
ENSG00000196767	83508290	83512127	X	3838	non-HK
ENSG00000283594	72912615	72913401	X	787	non-HK
ENSG00000102055	42777366	42778163	X	798	non-HK
ENSG00000183035	83861126	83886699	X	25574	non-HK
ENSG00000147223	106900063	106903341	X	3279	non-HK
ENSG00000182463	52972358	53495330	20	522973	non-HK
ENSG00000171940	53567071	53609907	20	42837	non-HK
ENSG00000226372	27977992	27981449	X	3458	non-HK
ENSG00000186767	63347228	63351332	X	4105	non-HK
ENSG00000234965	41909543	41915074	22	5532	non-HK
ENSG00000198354	126163499	126166289	X	2791	non-HK
ENSG00000189401	70062457	70064179	X	1723	non-HK
ENSG00000128313	35717872	35729483	22	11612	non-HK
ENSG00000196090	42072752	43189970	20	1117219	non-HK
ENSG00000102021	115289715	115307563	X	17849	non-HK
ENSG00000214491	30522799	30546741	22	23943	non-HK
ENSG00000227234	141002594	141003706	X	1113	non-HK
ENSG00000046774	142202342	142205290	X	2949	non-HK
ENSG00000100053	25199858	25207359	22	7502	non-HK
ENSG00000183434	133216662	133218354	X	1693	non-HK
ENSG00000073169	50201011	50217616	22	16606	non-HK
ENSG00000189252	143508735	143517475	X	8741	non-HK
ENSG00000278646	120877496	120878924	X	1429	non-HK
ENSG00000205670	34375131	34416961	21	41831	HK
ENSG00000226685	120930250	120932301	X	2052	non-HK
ENSG00000130538	15528192	15529139	22	948	non-HK
ENSG00000100154	27978014	28679840	22	701827	non-HK
ENSG00000102239	136487947	136493780	X	5834	non-HK
ENSG00000125779	3888839	3929887	20	41049	non-HK
ENSG00000198881	64224194	64230607	X	6414	non-HK
ENSG00000226929	120933840	120937158	X	3319	non-HK
ENSG00000288258	155061622	155065519	X	3898	non-HK
ENSG00000276950	23998401	24005453	22	7053	non-HK
ENSG00000184675	64185117	64205708	X	20592	non-HK
ENSG00000141956	41798225	41879482	21	81258	non-HK
ENSG00000198573	141241463	141242517	X	1055	non-HK
ENSG00000184459	32413845	32464484	22	50640	non-HK
ENSG00000203923	145247503	145256208	X	8706	non-HK
ENSG00000128165	50481543	50486440	22	4898	non-HK
ENSG00000171116	149774068	149776867	X	2800	non-HK
ENSG00000182712	155061622	155071136	X	9515	non-HK
ENSG00000289517	42583836	42627688	22	43853	non-HK
ENSG00000156009	149881141	149885835	X	4695	non-HK
ENSG00000184571	24719034	24774720	22	55687	non-HK
ENSG00000228517	120953282	120956600	X	3319	non-HK
ENSG00000182195	141111605	141177129	X	65525	non-HK
ENSG00000241489	149477104	149540926	X	63823	non-HK
ENSG00000128253	32190435	32205073	22	14639	non-HK
ENSG00000185247	149688228	149717268	X	29041	non-HK
ENSG00000285508	10413520	10434222	20	20703	non-HK
ENSG00000285723	10413708	10434222	20	20515	non-HK
ENSG00000243543	45534196	45539482	20	5287	non-HK
ENSG00000183307	17116297	17121367	22	5071	non-HK
ENSG00000102195	151176584	151181465	X	4882	non-HK
ENSG00000188263	49991811	50012765	22	20955	non-HK
ENSG00000166049	151563675	151676739	X	113065	non-HK
ENSG00000132825	59936663	59940305	20	3643	non-HK
ENSG00000124249	44745865	44752313	20	6449	non-HK
ENSG00000128322	23573125	23580302	22	7178	non-HK
ENSG00000101098	44751808	44810546	20	58739	non-HK
ENSG00000225110	153317680	153321767	X	4088	non-HK
ENSG00000187905	21045946	21064168	22	18223	non-HK
ENSG00000101327	1978757	1994285	20	15529	non-HK
ENSG00000225528	39960397	39964905	22	4509	non-HK
ENSG00000196406	141697411	141698739	X	1329	non-HK
ENSG00000286025	19029524	19031242	22	1719	non-HK
ENSG00000275004	22484421	22508742	22	24322	non-HK
ENSG00000169548	22513736	22520270	22	6535	non-HK
ENSG00000185010	154835788	155026940	X	191153	non-HK
ENSG00000185686	22547701	22559361	22	11661	non-HK
ENSG00000125817	3783851	3786740	20	2890	HK
ENSG00000100121	22644614	22647898	22	3285	non-HK
ENSG00000183631	126819729	126821786	X	2058	non-HK
ENSG00000235699	146809771	146810411	X	641	non-HK
ENSG00000155966	148500617	149000663	X	500047	non-HK
ENSG00000101144	57168753	57266641	20	97889	non-HK
ENSG00000100036	30635781	30669016	22	33236	non-HK
ENSG00000128285	40679273	40682812	22	3540	non-HK
ENSG00000253352	30969245	30979395	22	10151	non-HK
ENSG00000184617	46459441	46495558	20	36118	non-HK
ENSG00000198547	32631625	32673941	20	42317	non-HK
ENSG00000285304	37639693	37666932	22	27240	non-HK
ENSG00000198889	126549383	126552814	X	3432	non-HK
ENSG00000215529	32858923	32961845	20	102923	non-HK
ENSG00000100101	37686414	37726503	22	40090	non-HK
ENSG00000182890	121047610	121050094	X	2485	non-HK
ENSG00000283900	38291918	38398522	22	106605	non-HK
ENSG00000285547	72301691	72572843	X	271153	non-HK
ENSG00000100201	38483438	38507660	22	24223	HK
ENSG00000142168	31659633	31668931	21	9299	HK
ENSG00000156920	136300963	136416890	X	115928	non-HK
ENSG00000149488	2536573	2643580	20	107008	non-HK
ENSG00000155961	155258235	155264491	X	6257	non-HK
ENSG00000186310	93670930	93673578	X	2649	non-HK
ENSG00000172216	50190734	50192690	20	1957	non-HK
ENSG00000293164	32186477	32190360	20	3884	non-HK
ENSG00000204019	116461686	116462976	X	1291	non-HK
ENSG00000132965	30713478	30765072	13	51595	non-HK
ENSG00000156253	29004384	29019360	21	14977	non-HK
ENSG00000203926	141589708	141590762	X	1055	non-HK
ENSG00000100079	37570248	37582616	22	12369	non-HK
ENSG00000133101	36431520	36442870	13	11351	non-HK
ENSG00000138892	50018575	50058298	22	39724	non-HK
ENSG00000274600	21383751	21389478	22	5728	non-HK
ENSG00000142149	31873020	32044633	21	171614	non-HK
ENSG00000196588	40410281	40636719	22	226439	non-HK
ENSG00000184900	44805617	44818779	21	13163	HK
ENSG00000132952	30617693	30660770	13	43078	HK
ENSG00000173276	41986831	42010387	21	23557	non-HK
ENSG00000186810	71615916	71618511	X	2596	non-HK
ENSG00000215474	47206169	47251660	18	45492	non-HK
ENSG00000277745	155459415	155460005	X	591	non-HK
ENSG00000102076	154144243	154159032	X	14790	non-HK
ENSG00000160188	42472486	42496366	21	23881	non-HK
ENSG00000136108	52455429	52476630	13	21202	non-HK
ENSG00000268221	154182596	154196861	X	14266	non-HK
ENSG00000102178	154483717	154486615	X	2899	HK
ENSG00000160191	42653591	42775513	21	121923	non-HK
ENSG00000134757	31447741	31478702	18	30962	non-HK
ENSG00000184058	19756703	19783593	22	26891	non-HK
ENSG00000102743	40789412	40812460	13	23049	non-HK
ENSG00000005302	11758159	11775772	X	17614	non-HK
ENSG00000158270	316737	500722	18	183986	non-HK
ENSG00000123179	49660674	49691500	13	30827	non-HK
ENSG00000180957	27851669	27920134	22	68466	non-HK
ENSG00000046604	31497624	31551351	18	53728	non-HK
ENSG00000150459	21140119	21149097	13	8979	HK
ENSG00000088387	98793429	99086625	13	293197	non-HK
ENSG00000169184	27748277	27801756	22	53480	non-HK
ENSG00000099984	23980058	23983915	22	3858	non-HK
ENSG00000198062	15690026	15721631	22	31606	non-HK
ENSG00000254709	22887780	22896111	22	8332	non-HK
ENSG00000166401	63970029	64019779	18	49751	non-HK
ENSG00000118271	31557009	31606585	18	49577	non-HK
ENSG00000134755	31058545	31102600	18	44056	non-HK
ENSG00000153495	111316184	111344249	13	28066	non-HK
ENSG00000134873	95433604	95579759	13	146156	non-HK
ENSG00000150456	20727970	20773961	13	45992	non-HK
ENSG00000275793	18605815	18611919	22	6105	non-HK
ENSG00000291240	21008247	21032572	22	24326	non-HK
ENSG00000126231	113158622	113172387	13	13766	non-HK
ENSG00000159496	23688136	23699176	22	11041	non-HK
ENSG00000128218	23752743	23754425	22	1683	non-HK
ENSG00000128408	45413693	45432509	22	18817	non-HK
ENSG00000205856	32149006	32159322	22	10317	non-HK
ENSG00000241360	37658723	37666932	22	8210	non-HK
ENSG00000128250	29438583	29442455	22	3873	non-HK
ENSG00000198832	31104772	31120069	22	15298	non-HK
ENSG00000134871	110305812	110513209	13	207398	non-HK
ENSG00000215012	19846138	19854896	22	8759	non-HK
ENSG00000196664	12867072	12890361	X	23290	non-HK
ENSG00000204379	52495808	52500812	X	5005	non-HK
ENSG00000100167	41969443	41998221	22	28779	non-HK
ENSG00000187754	52644061	52654900	X	10840	non-HK
ENSG00000204363	52796144	52797427	X	1284	non-HK
ENSG00000277150	155456914	155458620	X	1707	non-HK
ENSG00000184388	73002939	73006106	X	3168	non-HK
ENSG00000175718	115189410	115192868	X	3459	non-HK
ENSG00000268447	52751132	52790305	X	39174	non-HK
ENSG00000139832	110523066	110562127	13	39062	non-HK
ENSG00000139842	113208193	113267108	13	58916	non-HK
ENSG00000285404	31754899	31956243	22	201345	non-HK
ENSG00000185666	32507820	33058381	22	550562	non-HK
ENSG00000275520	72938163	72938958	X	796	non-HK
ENSG00000283463	149929573	149931287	X	1715	non-HK
ENSG00000063587	153334147	153360110	X	25964	non-HK
ENSG00000147117	47370578	47414498	X	43921	non-HK
ENSG00000130054	69504326	69532508	X	28183	non-HK
ENSG00000235961	153072454	153075019	X	2566	non-HK
ENSG00000189269	23608452	23632321	22	23870	non-HK
ENSG00000130638	45671798	45845307	22	173510	non-HK
ENSG00000165584	48346427	48356707	X	10281	non-HK
ENSG00000268009	48383516	48393347	X	9832	non-HK
ENSG00000188064	45920366	45977162	22	56797	non-HK
ENSG00000286268	48521806	48545469	X	23664	non-HK
ENSG00000128383	38952741	38963184	22	10444	non-HK
ENSG00000165195	15319452	15335554	X	16103	non-HK
ENSG00000078043	46803218	46920160	18	116943	non-HK
ENSG00000073146	50090006	50161690	22	71685	non-HK
ENSG00000205702	42140203	42149500	22	9298	non-HK
ENSG00000278558	18527802	18530573	22	2772	non-HK
ENSG00000102755	28300346	28495145	13	194800	non-HK
ENSG00000134595	140502985	140505069	X	2085	non-HK
ENSG00000284987	153872221	153909223	X	37003	non-HK
ENSG00000206075	63476945	63505085	18	28141	non-HK
ENSG00000257529	101391011	101412297	X	21287	non-HK
ENSG00000284130	21008193	21014292	22	6100	non-HK
ENSG00000285025	39504231	39504443	22	213	non-HK
ENSG00000204165	71103889	71106788	X	2900	non-HK
ENSG00000133477	39994954	40043534	22	48581	non-HK
ENSG00000285171	71103987	71111575	X	7589	non-HK
ENSG00000101746	33851100	34224952	18	373853	non-HK
ENSG00000251322	50674408	50733212	22	58805	non-HK
ENSG00000050030	74732856	74925472	X	192617	non-HK
ENSG00000189037	44844021	44844888	X	868	non-HK
ENSG00000186654	44668547	44737681	22	69135	non-HK
ENSG00000147224	107628428	107651993	X	23566	HK
ENSG00000275113	49341192	49345922	X	4731	non-HK
ENSG00000152217	44680173	45068510	18	388338	non-HK
ENSG00000236737	49529869	49529985	X	117	non-HK
ENSG00000068985	49687447	49695984	X	8538	non-HK
ENSG00000165370	137023929	137033995	X	10067	non-HK
ENSG00000102001	49205063	49233371	X	28309	non-HK
ENSG00000141665	74073344	74147867	18	74524	non-HK
ENSG00000248405	44702233	44862706	22	160474	non-HK
ENSG00000123191	51930436	52012166	13	81731	non-HK
ENSG00000172361	50227193	50266504	18	39312	non-HK
ENSG00000134504	26454910	26657401	18	202492	non-HK
ENSG00000172404	40859549	40862113	22	2565	non-HK
ENSG00000206052	69400888	69849087	18	448200	non-HK
ENSG00000169575	22244780	22245515	22	736	non-HK
ENSG00000206069	24935098	24946695	22	11598	non-HK
ENSG00000100304	43166622	43187134	22	20513	non-HK
ENSG00000166396	63752935	63805376	18	52442	non-HK
ENSG00000185133	31122731	31134697	22	11967	non-HK
ENSG00000198795	25061924	25352194	18	290271	non-HK
ENSG00000188021	56563627	56567868	X	4242	non-HK
ENSG00000085224	77504880	77786233	X	281354	non-HK
ENSG00000166562	59139475	59158837	18	19363	non-HK
ENSG00000285472	22015233	22095857	15	80625	non-HK
ENSG00000226742	79964582	79970823	18	6242	non-HK
ENSG00000180777	14728272	14854667	18	126396	non-HK
ENSG00000166140	40807086	40815084	15	7999	non-HK
ENSG00000171885	26852043	26865771	18	13729	non-HK
ENSG00000185053	14084845	15238431	8	1153587	non-HK
ENSG00000159167	23841929	23854806	8	12878	non-HK
ENSG00000156687	35235475	35796550	8	561076	non-HK
ENSG00000167306	49822789	50195164	18	372376	non-HK
ENSG00000188277	40769980	40772449	15	2470	non-HK
ENSG00000182256	26971181	27541984	15	570804	non-HK
ENSG00000166450	55611544	55743152	15	131609	non-HK
ENSG00000198445	16590751	16592810	22	2060	non-HK
ENSG00000101842	108044970	108079184	X	34215	non-HK
ENSG00000000005	100584936	100599885	X	14950	non-HK
ENSG00000185634	48823741	48963919	15	140179	non-HK
ENSG00000172967	16783412	16825411	22	42000	non-HK
ENSG00000092964	26514031	26658178	8	144148	non-HK
ENSG00000147256	131058346	131089885	X	31540	non-HK
ENSG00000215568	16961936	17008222	22	46287	non-HK
ENSG00000150477	36828982	37232172	18	403191	non-HK
ENSG00000269405	102247167	102326722	X	79556	non-HK
ENSG00000171877	43870761	44195271	15	324511	non-HK
ENSG00000075673	24680408	24712472	13	32065	non-HK
ENSG00000285602	15561047	15675608	X	114562	non-HK
ENSG00000234068	55089018	55092842	X	3825	non-HK
ENSG00000173141	21176647	21179084	13	2438	HK
ENSG00000102786	51354077	51454264	13	100188	non-HK
ENSG00000147454	23528956	23575463	8	46508	non-HK
ENSG00000102230	24558087	24672677	X	114591	non-HK
ENSG00000101695	32018174	32088144	18	69971	non-HK
ENSG00000177669	30131671	30144665	8	12995	non-HK
ENSG00000221890	38818452	38844028	22	25577	non-HK
ENSG00000147459	25184689	25418082	8	233394	non-HK
ENSG00000004848	25003694	25016420	X	12727	non-HK
ENSG00000168502	8705271	8832780	18	127510	non-HK
ENSG00000182484	156020826	156025710	X	4885	non-HK
