Transcript stable ID	Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENST00000598605	ENSG00000179134	39342421	39385710	19
ENST00000376663	ENSG00000168283	22321078	22331485	10
ENST00000357765	ENSG00000115446	98608434	98618515	2
ENST00000391857	ENSG00000142541	49487510	49493057	19
ENST00000467825	ENSG00000142541	49487510	49493057	19
ENST00000577454	ENSG00000188895	40121971	40136917	17
ENST00000302174	ENSG00000170502	87422573	87459455	4
ENST00000262144	ENSG00000103091	74871362	75000173	16
ENST00000373232	ENSG00000180817	70202831	70233911	10
ENST00000368400	ENSG00000179085	155139886	155140595	1
ENST00000367142	ENSG00000069275	205712822	205750270	1
ENST00000412770	ENSG00000105063	55229776	55259070	19
ENST00000326181	ENSG00000131653	2155692	2178129	16
ENST00000261797	ENSG00000070614	150485648	150558211	5
ENST00000301364	ENSG00000167721	2322392	2336657	17
ENST00000301727	ENSG00000167967	2223440	2235743	16
ENST00000374759	ENSG00000157637	81244811	81295567	17
ENST00000376980	ENSG00000136770	21756538	22003769	10
ENST00000398733	ENSG00000131508	139526431	139628434	5
ENST00000596358	ENSG00000142546	49555468	49592927	19
ENST00000416614	ENSG00000087269	2937933	2963406	4
ENST00000262013	ENSG00000008294	50962174	51120926	17
ENST00000510283	ENSG00000008294	50962174	51120926	17
ENST00000498926	ENSG00000247077	132710786	132722734	12
ENST00000303400	ENSG00000090316	1289876	1340147	4
ENST00000301686	ENSG00000130731	634412	636378	16
ENST00000357066	ENSG00000172081	2071032	2096679	19
ENST00000007390	ENSG00000007520	1349237	1351878	16
ENST00000300933	ENSG00000167460	16067021	16103011	19
ENST00000029410	ENSG00000027847	177600114	177611056	5
ENST00000404739	ENSG00000076685	103087141	103277605	10
ENST00000379378	ENSG00000205250	67192155	67198918	16
ENST00000532642	ENSG00000117410	43974487	43978295	1
ENST00000236067	ENSG00000117410	43974487	43978295	1
ENST00000529639	ENSG00000149806	65120626	65122221	11
ENST00000527548	ENSG00000149806	65120626	65122221	11
ENST00000279259	ENSG00000149806	65120626	65122221	11
ENST00000368467	ENSG00000163344	154924732	154937008	1
ENST00000320895	ENSG00000049656	1317744	1345099	5
ENST00000303961	ENSG00000269858	40798996	40808444	19
ENST00000271628	ENSG00000143368	149923317	149927803	1
ENST00000301458	ENSG00000167775	8302126	8308366	19
ENST00000221801	ENSG00000105202	39834453	39846440	19
ENST00000290649	ENSG00000159461	56361449	56425545	16
ENST00000355264	ENSG00000185009	74120255	74151055	10
ENST00000270517	ENSG00000130159	11505927	11530564	19
ENST00000395811	ENSG00000133030	17042457	17217679	17
ENST00000341712	ENSG00000133030	17042457	17217679	17
ENST00000429184	ENSG00000133030	17042457	17217679	17
ENST00000579361	ENSG00000133030	17042457	17217679	17
ENST00000400809	ENSG00000221978	1385711	1399339	1
ENST00000408918	ENSG00000221978	1385711	1399339	1
ENST00000522385	ENSG00000113575	134193978	134226083	5
ENST00000304858	ENSG00000170606	133051946	133106449	5
ENST00000331483	ENSG00000185624	81843159	81860856	17
ENST00000415593	ENSG00000185624	81843159	81860856	17
ENST00000323701	ENSG00000168883	85602856	85657710	2
ENST00000373840	ENSG00000119396	121178133	121223014	9
ENST00000254810	ENSG00000132475	75776434	75785893	17
ENST00000591890	ENSG00000132475	75776434	75785893	17
ENST00000589599	ENSG00000132475	75776434	75785893	17
ENST00000371477	ENSG00000096401	44387565	44450425	6
ENST00000366780	ENSG00000130024	169703902	169725566	6
ENST00000396591	ENSG00000145740	69093991	69131069	5
ENST00000222005	ENSG00000105401	10391090	10420185	19
ENST00000593124	ENSG00000105401	10391090	10420185	19
ENST00000262971	ENSG00000105229	4007695	4039386	19
ENST00000353411	ENSG00000113558	134148935	134177029	5
ENST00000522552	ENSG00000113558	134148935	134177029	5
ENST00000521216	ENSG00000113558	134148935	134177029	5
ENST00000517625	ENSG00000113558	134148935	134177029	5
ENST00000328392	ENSG00000113558	134148935	134177029	5
ENST00000322357	ENSG00000178951	4043303	4067636	19
ENST00000361574	ENSG00000198858	896503	913245	19
ENST00000301764	ENSG00000167986	61299447	61342596	11
ENST00000342085	ENSG00000140992	2537978	2603190	16
ENST00000409600	ENSG00000082153	200810594	200827338	2
ENST00000358746	ENSG00000198677	95461755	95555050	5
ENST00000272930	ENSG00000184182	237966827	238045486	2
ENST00000575829	ENSG00000149932	29940885	29973052	16
ENST00000566848	ENSG00000149932	29940885	29973052	16
ENST00000369983	ENSG00000107862	102245371	102382899	10
ENST00000374231	ENSG00000137288	33690635	33711727	6
ENST00000315082	ENSG00000140983	668100	674174	16
ENST00000469838	ENSG00000003756	50088919	50119021	3
ENST00000347869	ENSG00000003756	50088919	50119021	3
ENST00000381519	ENSG00000214026	1947278	1986375	11
ENST00000264028	ENSG00000095139	118572390	118603033	11
ENST00000534182	ENSG00000095139	118572390	118603033	11
ENST00000309032	ENSG00000002330	64269828	64291946	11
ENST00000302445	ENSG00000065427	75627472	75648663	16
ENST00000378119	ENSG00000112308	24704856	24720874	6
ENST00000337859	ENSG00000065548	186486222	186511929	2
ENST00000306739	ENSG00000169696	81976807	82017406	17
ENST00000228515	ENSG00000110925	51061205	51083664	12
ENST00000419869	ENSG00000023734	15882356	15903478	12
ENST00000392132	ENSG00000079246	216107464	216206303	2
ENST00000221265	ENSG00000006712	39385629	39391154	19
ENST00000552766	ENSG00000170515	56104349	56116329	12
ENST00000303305	ENSG00000170515	56104349	56116329	12
ENST00000433866	ENSG00000230989	83719311	83819737	16
ENST00000316292	ENSG00000156508	73489308	73525587	6
ENST00000309268	ENSG00000156508	73489308	73525587	6
ENST00000331523	ENSG00000156508	73489308	73525587	6
ENST00000361804	ENSG00000108055	110567680	110606048	10
ENST00000296257	ENSG00000163904	185582496	185633551	3
ENST00000411529	ENSG00000170144	177212587	177226106	2
ENST00000392524	ENSG00000170144	177212587	177226106	2
ENST00000360003	ENSG00000197771	119829060	119892556	10
ENST00000369077	ENSG00000197771	119829060	119892556	10
ENST00000506578	ENSG00000161904	33771202	33789148	6
ENST00000293760	ENSG00000161904	33771202	33789148	6
ENST00000508327	ENSG00000161904	33771202	33789148	6
ENST00000434701	ENSG00000155287	99610518	99622793	10
ENST00000370495	ENSG00000155287	99610518	99622793	10
ENST00000374518	ENSG00000165733	42782783	42834937	10
ENST00000394434	ENSG00000133706	146110566	146182696	5
ENST00000378572	ENSG00000165630	13586939	13668445	10
ENST00000287667	ENSG00000103512	14833721	14896157	16
ENST00000293217	ENSG00000161533	75941507	75979459	17
ENST00000394667	ENSG00000109475	108620508	108632886	4
ENST00000394668	ENSG00000109475	108620508	108632886	4
ENST00000437198	ENSG00000140694	14435699	14632728	16
ENST00000443387	ENSG00000167635	36214602	36238774	19
ENST00000206020	ENSG00000091640	4959226	4967825	17
ENST00000502717	ENSG00000113716	150000046	150053142	5
ENST00000437131	ENSG00000144674	37243184	37366879	3
ENST00000444882	ENSG00000144674	37243184	37366879	3
ENST00000509736	ENSG00000145425	151099565	151104652	4
ENST00000274065	ENSG00000145425	151099565	151104652	4
ENST00000512797	ENSG00000145425	151099565	151104652	4
ENST00000259963	ENSG00000137414	17600302	17611719	6
ENST00000219345	ENSG00000103066	68245304	68261063	16
ENST00000372014	ENSG00000180992	44112290	44128724	6
ENST00000265866	ENSG00000096746	68331174	68344002	10
ENST00000354695	ENSG00000096746	68331174	68344002	10
ENST00000283027	ENSG00000103274	10743786	10769353	16
ENST00000314485	ENSG00000162729	160091340	160101109	1
ENST00000581396	ENSG00000175662	17843507	17972469	17
ENST00000268607	ENSG00000140941	87383953	87405090	16
ENST00000392508	ENSG00000088986	120469804	120498495	12
ENST00000242577	ENSG00000088986	120469804	120498495	12
ENST00000229390	ENSG00000111786	120456138	120495946	12
ENST00000538833	ENSG00000169718	82057506	82066206	17
ENST00000542088	ENSG00000169718	82057506	82066206	17
ENST00000582529	ENSG00000169718	82057506	82066206	17
ENST00000370476	ENSG00000119929	99702558	99756187	10
ENST00000261396	ENSG00000069248	229440259	229508356	1
ENST00000348108	ENSG00000092841	56158345	56163496	12
ENST00000549017	ENSG00000092841	56158345	56163496	12
ENST00000536128	ENSG00000092841	56158345	56163496	12
ENST00000547649	ENSG00000092841	56158345	56163496	12
ENST00000551589	ENSG00000092841	56158345	56163496	12
ENST00000548400	ENSG00000092841	56158345	56163496	12
ENST00000251413	ENSG00000131462	42609637	42615241	17
ENST00000360541	ENSG00000120705	138506093	138543239	5
ENST00000424014	ENSG00000111361	123620406	123633766	12
ENST00000005340	ENSG00000004975	7225342	7234524	17
ENST00000380542	ENSG00000205531	2944429	2992386	11
ENST00000273130	ENSG00000144635	32525974	32570900	3
ENST00000361439	ENSG00000169189	27224993	27268788	16
ENST00000262812	ENSG00000105669	18899514	18919400	19
ENST00000293328	ENSG00000173757	42199176	42288633	17
ENST00000574431	ENSG00000170310	9250471	9576591	17
ENST00000360359	ENSG00000064999	34889243	35091421	6
ENST00000327761	ENSG00000068028	50329782	50340980	3
ENST00000457607	ENSG00000132153	47802641	47851617	3
ENST00000372797	ENSG00000131236	40039735	40072767	1
ENST00000340450	ENSG00000131236	40039735	40072767	1
ENST00000376016	ENSG00000136758	27110088	27155266	10
ENST00000303538	ENSG00000121892	39822863	39977987	4
ENST00000391851	ENSG00000126457	49675786	49689029	19
ENST00000454376	ENSG00000126457	49675786	49689029	19
ENST00000262033	ENSG00000110958	56663338	56688408	12
ENST00000262319	ENSG00000100726	1493329	1510459	16
ENST00000265857	ENSG00000239857	876486	896436	7
ENST00000448276	ENSG00000108604	63832081	63843065	17
ENST00000223136	ENSG00000214253	101239458	101252316	7
ENST00000335312	ENSG00000186111	3630181	3700487	19
ENST00000262384	ENSG00000102921	48538726	48620148	16
ENST00000309311	ENSG00000167658	3976044	3985479	19
ENST00000261497	ENSG00000124422	20999596	21043760	17
ENST00000537526	ENSG00000124422	20999596	21043760	17
ENST00000418625	ENSG00000168090	100088948	100093340	7
ENST00000253727	ENSG00000131408	50329640	50383404	19
ENST00000529006	ENSG00000173120	67119263	67258082	11
ENST00000263309	ENSG00000074201	77514936	77637809	11
ENST00000525064	ENSG00000074201	77514936	77637809	11
ENST00000528364	ENSG00000074201	77514936	77637809	11
ENST00000340990	ENSG00000159346	202940090	202958572	1
ENST00000296255	ENSG00000163902	128619968	128681075	3
ENST00000257966	ENSG00000135506	57693841	57728342	12
ENST00000315970	ENSG00000135506	57693841	57728342	12
ENST00000558815	ENSG00000108107	55383856	55403250	19
ENST00000344063	ENSG00000108107	55383856	55403250	19
ENST00000560583	ENSG00000108107	55383856	55403250	19
ENST00000560055	ENSG00000108107	55383856	55403250	19
ENST00000559463	ENSG00000108107	55383856	55403250	19
ENST00000558131	ENSG00000108107	55383856	55403250	19
ENST00000455127	ENSG00000225663	81821790	81833302	17
ENST00000538396	ENSG00000225663	81821790	81833302	17
ENST00000305105	ENSG00000106400	101218161	101224190	7
ENST00000306562	ENSG00000171161	248838210	248849520	1
ENST00000369905	ENSG00000138107	102461881	102502744	10
ENST00000380191	ENSG00000057608	5765221	5842132	10
ENST00000281871	ENSG00000152082	130181737	130190729	2
ENST00000600880	ENSG00000197756	216498797	216579180	2
ENST00000456586	ENSG00000197756	216498797	216579180	2
ENST00000397333	ENSG00000185163	132136591	132144335	12
ENST00000429029	ENSG00000105993	157335381	157417440	7
ENST00000262177	ENSG00000105993	157335381	157417440	7
ENST00000229340	ENSG00000111737	120095094	120117502	12
ENST00000428192	ENSG00000167770	63985853	64001811	11
ENST00000538426	ENSG00000167770	63985853	64001811	11
ENST00000301821	ENSG00000168028	39406709	39426255	3
ENST00000458478	ENSG00000168028	39406709	39426255	3
ENST00000409558	ENSG00000143952	63892146	64019476	2
ENST00000579978	ENSG00000141552	81890669	81900991	17
ENST00000571024	ENSG00000141552	81890669	81900991	17
ENST00000574924	ENSG00000141552	81890669	81900991	17
ENST00000571874	ENSG00000141552	81890669	81900991	17
ENST00000369110	ENSG00000085377	105273218	105454062	6
ENST00000292475	ENSG00000241468	99448475	99466199	7
ENST00000394186	ENSG00000241468	99448475	99466199	7
ENST00000281187	ENSG00000151502	134224613	134247794	11
ENST00000229812	ENSG00000112079	36493880	36547516	6
ENST00000265028	ENSG00000090520	186567403	186585800	3
ENST00000546079	ENSG00000104853	44954585	44993341	19
ENST00000337392	ENSG00000104853	44954585	44993341	19
ENST00000303319	ENSG00000168288	149569634	149587812	2
ENST00000570382	ENSG00000184009	81509413	81523847	17
ENST00000571691	ENSG00000184009	81509413	81523847	17
ENST00000367103	ENSG00000162889	206684886	206734284	1
ENST00000367576	ENSG00000135521	143843326	143863812	6
ENST00000373627	ENSG00000137409	36965807	36986298	6
ENST00000373616	ENSG00000137409	36965807	36986298	6
ENST00000460219	ENSG00000137409	36965807	36986298	6
ENST00000260956	ENSG00000138385	169791933	169812091	2
ENST00000532317	ENSG00000073921	85957171	86069882	11
ENST00000219548	ENSG00000103266	679980	682870	16
ENST00000234677	ENSG00000031698	109213844	109238773	1
ENST00000226225	ENSG00000109079	28335602	28347009	17
ENST00000284320	ENSG00000154174	100363431	100401111	3
ENST00000268704	ENSG00000197912	89490719	89557766	16
ENST00000565891	ENSG00000197912	89490719	89557766	16
ENST00000314616	ENSG00000109111	28661929	28702682	17
ENST00000367627	ENSG00000186283	179081854	179098023	1
ENST00000392185	ENSG00000130340	157700387	157945077	6
ENST00000440410	ENSG00000091140	107891162	107931730	7
ENST00000205402	ENSG00000091140	107891162	107931730	7
ENST00000301964	ENSG00000171148	9779964	9793011	3
ENST00000358372	ENSG00000146457	159716432	159756319	6
ENST00000337387	ENSG00000146457	159716432	159756319	6
ENST00000262056	ENSG00000063046	53006279	53042230	12
ENST00000420463	ENSG00000063046	53006279	53042230	12
ENST00000544216	ENSG00000257103	34172426	34229302	19
ENST00000433627	ENSG00000257103	34172426	34229302	19
ENST00000295901	ENSG00000163636	64010549	64024010	3
ENST00000253457	ENSG00000131148	85771758	85799625	16
ENST00000353487	ENSG00000157837	120762510	120904358	12
ENST00000005257	ENSG00000006451	39623445	39708124	7
ENST00000292123	ENSG00000160633	5623035	5668478	19
ENST00000258739	ENSG00000136240	6445953	6484193	7
ENST00000261070	ENSG00000138495	119654513	119677621	3
ENST00000309244	ENSG00000105379	51345161	51366449	19
ENST00000308677	ENSG00000072062	14091688	14118084	19
ENST00000406246	ENSG00000173039	65653599	65663090	11
ENST00000407004	ENSG00000129351	10654261	10692415	19
ENST00000309428	ENSG00000141699	42579513	42610623	17
ENST00000329251	ENSG00000254772	62559595	62574086	11
ENST00000315436	ENSG00000176871	118032687	118062430	12
ENST00000232888	ENSG00000114767	51933425	51941944	3
ENST00000222307	ENSG00000105700	18557683	18569387	19
ENST00000595073	ENSG00000105700	18557683	18569387	19
ENST00000602094	ENSG00000105700	18557683	18569387	19
ENST00000343813	ENSG00000116237	6221193	6235972	1
ENST00000355296	ENSG00000103423	4425805	4456775	16
ENST00000530797	ENSG00000177600	799414	812884	11
ENST00000321153	ENSG00000177600	799414	812884	11
ENST00000283179	ENSG00000153187	244840638	244864560	1
ENST00000359957	ENSG00000174744	66337333	66345132	11
ENST00000301011	ENSG00000158545	88570403	88631964	16
ENST00000263774	ENSG00000213619	47565336	47584565	11
ENST00000361532	ENSG00000143420	150600851	150629612	1
ENST00000271690	ENSG00000143420	150600851	150629612	1
ENST00000328085	ENSG00000183426	14922802	14952060	16
ENST00000285737	ENSG00000102910	48244267	48363122	16
ENST00000263773	ENSG00000109920	47716494	47767443	11
ENST00000203630	ENSG00000089693	6747986	6768932	12
ENST00000435120	ENSG00000089693	6747986	6768932	12
ENST00000262942	ENSG00000241685	99325880	99366267	7
ENST00000317204	ENSG00000078902	1274371	1310258	11
ENST00000308982	ENSG00000177646	128879596	128924003	3
ENST00000228284	ENSG00000075856	108522214	108561400	12
ENST00000275603	ENSG00000146731	56051685	56063991	7
ENST00000528896	ENSG00000007202	28614440	28645454	17
ENST00000296456	ENSG00000164062	49673981	49683971	3
ENST00000280557	ENSG00000139726	122752824	122771064	12
ENST00000162391	ENSG00000065970	8032698	8055522	12
ENST00000236671	ENSG00000117984	1752752	1764573	11
ENST00000455895	ENSG00000160058	32364633	32394731	1
ENST00000263956	ENSG00000119041	196761062	196799725	2
ENST00000265044	ENSG00000114850	156539553	156559474	3
ENST00000339647	ENSG00000150991	124911604	124917368	12
ENST00000538617	ENSG00000150991	124911604	124917368	12
ENST00000263025	ENSG00000102882	30114105	30123506	16
ENST00000341567	ENSG00000106609	66921171	66958551	7
ENST00000253452	ENSG00000131143	85798633	85807068	16
ENST00000246868	ENSG00000126524	66987680	66995693	7
ENST00000302631	ENSG00000116521	155255979	155262433	1
ENST00000355379	ENSG00000116521	155255979	155262433	1
ENST00000397238	ENSG00000133612	151085831	151144436	7
ENST00000473312	ENSG00000133612	151085831	151144436	7
ENST00000461065	ENSG00000133612	151085831	151144436	7
ENST00000258083	ENSG00000135617	73228010	73233239	2
ENST00000317089	ENSG00000069345	46955362	46973704	16
ENST00000275732	ENSG00000146830	100679505	100694480	7
ENST00000229239	ENSG00000111640	6534012	6538930	12
ENST00000396856	ENSG00000111640	6534012	6538930	12
ENST00000396859	ENSG00000111640	6534012	6538930	12
ENST00000319769	ENSG00000158850	161171306	161178652	1
ENST00000221665	ENSG00000179943	55591371	55606194	19
ENST00000343262	ENSG00000140988	1962050	1965510	16
ENST00000529806	ENSG00000140988	1962050	1965510	16
ENST00000453840	ENSG00000188529	23964347	23980927	1
ENST00000343255	ENSG00000188529	23964347	23980927	1
ENST00000418115	ENSG00000067560	49359136	49412998	3
ENST00000356205	ENSG00000143570	153959099	153968667	1
ENST00000334256	ENSG00000186432	160495007	160565587	3
ENST00000395422	ENSG00000106153	56094567	56106505	7
ENST00000569436	ENSG00000102898	67846867	67872569	16
ENST00000344517	ENSG00000135776	229516582	229558957	1
ENST00000260270	ENSG00000137714	110429379	110464884	11
ENST00000356126	ENSG00000197170	67337916	67366605	17
ENST00000305786	ENSG00000172115	25118656	25125266	7
ENST00000409409	ENSG00000172115	25118656	25125266	7
ENST00000321685	ENSG00000110011	64230158	64234286	11
ENST00000321460	ENSG00000110011	64230158	64234286	11
ENST00000290330	ENSG00000159210	48929316	48944842	17
ENST00000222673	ENSG00000105953	44606549	44709070	7
ENST00000254654	ENSG00000132323	238170400	238203756	2
ENST00000309352	ENSG00000204316	75898643	75905093	17
ENST00000514251	ENSG00000177311	141324154	141449792	3
ENST00000344836	ENSG00000187555	8892097	8975328	16
ENST00000248450	ENSG00000127837	218264125	218270178	2
ENST00000444053	ENSG00000127837	218264125	218270178	2
ENST00000354910	ENSG00000129055	134477704	134486716	3
ENST00000264161	ENSG00000115866	135905881	135986100	2
ENST00000396981	ENSG00000132388	4269259	4366675	17
ENST00000185150	ENSG00000068912	53787009	53833038	2
ENST00000314797	ENSG00000181789	129249576	129278065	3
ENST00000509889	ENSG00000181789	129249576	129278065	3
ENST00000354300	ENSG00000196850	110533245	110583383	12
ENST00000466490	ENSG00000144867	133784023	133825772	3
ENST00000370008	ENSG00000116266	108746634	108809525	1
ENST00000542074	ENSG00000167985	61430042	61446839	11
ENST00000265462	ENSG00000126432	64318041	64321822	11
ENST00000447648	ENSG00000205356	98214624	98252235	7
ENST00000248594	ENSG00000127947	77537295	77640072	7
ENST00000295321	ENSG00000163166	127436207	127526886	2
ENST00000344337	ENSG00000114030	122421902	122514947	3
ENST00000338272	ENSG00000215717	109090367	109096935	1
ENST00000301678	ENSG00000167930	234521	272183	16
ENST00000263856	ENSG00000115561	86503430	86563507	2
ENST00000292807	ENSG00000161203	184174689	184184214	3
ENST00000442686	ENSG00000161203	184174689	184184214	3
ENST00000254480	ENSG00000173473	47585269	47782106	3
ENST00000355528	ENSG00000141556	82751855	82945918	17
ENST00000304979	ENSG00000171960	42658185	42676758	1
ENST00000321331	ENSG00000181061	42782908	42804527	3
ENST00000535750	ENSG00000173113	64316460	64318074	11
ENST00000308774	ENSG00000173113	64316460	64318074	11
ENST00000539854	ENSG00000173113	64316460	64318074	11
ENST00000447388	ENSG00000066136	40691570	40771606	1
ENST00000258198	ENSG00000135720	66720893	66751836	16
ENST00000326019	ENSG00000163798	27663426	27695366	2
ENST00000347055	ENSG00000172086	88027203	88064252	2
ENST00000567815	ENSG00000167526	89560637	89567834	16
ENST00000452368	ENSG00000167526	89560637	89567834	16
ENST00000237889	ENSG00000119013	201071433	201085754	2
ENST00000249442	ENSG00000128654	176269395	176338025	2
ENST00000268482	ENSG00000140829	72093613	72112912	16
ENST00000337620	ENSG00000122565	26201162	26213607	7
ENST00000409185	ENSG00000152102	131047876	131093487	2
ENST00000240055	ENSG00000120837	104117080	104138241	12
ENST00000551727	ENSG00000120837	104117080	104138241	12
ENST00000479870	ENSG00000198420	143851364	143903890	7
ENST00000309534	ENSG00000163320	88051944	88149885	3
ENST00000357103	ENSG00000006831	1688574	1788680	12
ENST00000302422	ENSG00000205544	7402975	7404097	17
ENST00000447368	ENSG00000153560	33388336	33441407	3
ENST00000388968	ENSG00000144381	197486580	197516737	2
ENST00000507777	ENSG00000184432	139353942	139389736	3
ENST00000258963	ENSG00000136451	57971547	57988389	17
ENST00000452185	ENSG00000106628	44114631	44124407	7
ENST00000394048	ENSG00000139641	56118250	56144674	12
ENST00000278353	ENSG00000149084	43680509	43857741	11
ENST00000366610	ENSG00000168264	234602300	234610178	1
ENST00000378609	ENSG00000078369	1785285	1892292	1
ENST00000331710	ENSG00000183735	64452090	64502114	12
ENST00000222690	ENSG00000105968	44826791	44848146	7
ENST00000308153	ENSG00000105968	44826791	44848146	7
ENST00000574876	ENSG00000141456	4669774	4704337	17
ENST00000301463	ENSG00000167778	53064316	53079414	12
ENST00000225726	ENSG00000108588	63745255	63776351	17
ENST00000351842	ENSG00000114316	49277144	49340712	3
ENST00000248451	ENSG00000127838	218269651	218346793	2
ENST00000356415	ENSG00000116473	111542218	111716691	1
ENST00000369709	ENSG00000116473	111542218	111716691	1
ENST00000310300	ENSG00000077454	100574011	100586161	7
ENST00000299300	ENSG00000166226	69585423	69601577	12
ENST00000164133	ENSG00000068971	64917553	64934480	11
ENST00000393038	ENSG00000141378	59674636	59707638	17
ENST00000329138	ENSG00000185359	81683326	81703138	17
ENST00000366639	ENSG00000116918	231528541	231566524	1
ENST00000236957	ENSG00000114942	206159585	206162932	2
ENST00000392222	ENSG00000114942	206159585	206162932	2
ENST00000310864	ENSG00000173226	121769399	121835093	3
ENST00000233557	ENSG00000115216	27427790	27442260	2
ENST00000379852	ENSG00000115216	27427790	27442260	2
ENST00000393695	ENSG00000137497	72002860	72080693	11
ENST00000310144	ENSG00000087191	63827152	63832244	17
ENST00000581882	ENSG00000087191	63827152	63832244	17
ENST00000233084	ENSG00000079785	15591178	15634346	2
ENST00000348035	ENSG00000136238	6374098	6403998	7
ENST00000338086	ENSG00000055917	20248691	20352234	2
ENST00000412215	ENSG00000172354	100673567	100679174	7
ENST00000393924	ENSG00000172354	100673567	100679174	7
ENST00000332707	ENSG00000184575	64404168	64451129	12
ENST00000403633	ENSG00000106245	99408615	99419618	7
ENST00000222969	ENSG00000106245	99408615	99419618	7
ENST00000351677	ENSG00000179295	112418351	112509918	12
ENST00000357519	ENSG00000172500	65883740	65888531	11
ENST00000251241	ENSG00000108406	59565558	59610481	17
ENST00000433351	ENSG00000116005	70257386	70281185	2
ENST00000308775	ENSG00000173402	49468649	49535619	3
ENST00000371984	ENSG00000085998	46188681	46220305	1
ENST00000356770	ENSG00000163939	52544735	52685966	3
ENST00000392514	ENSG00000089157	120196699	120201235	12
ENST00000552292	ENSG00000089157	120196699	120201235	12
ENST00000546989	ENSG00000089157	120196699	120201235	12
ENST00000324306	ENSG00000106261	100015570	100041689	7
ENST00000430044	ENSG00000178234	152025626	152122347	7
ENST00000443527	ENSG00000121671	45847118	45883248	11
ENST00000354884	ENSG00000165915	47407132	47416587	11
ENST00000524928	ENSG00000165915	47407132	47416587	11
ENST00000254719	ENSG00000132383	1829702	1900082	17
ENST00000529230	ENSG00000175216	46743048	46846308	11
ENST00000265062	ENSG00000075785	128693669	128825942	3
ENST00000358595	ENSG00000143437	150808617	150876771	1
ENST00000285071	ENSG00000154803	17212206	17237203	17
ENST00000301765	ENSG00000167987	61130257	61167355	11
ENST00000256496	ENSG00000134108	5122249	5180911	3
ENST00000343810	ENSG00000187778	49556544	49568145	12
ENST00000366988	ENSG00000117691	212432853	212446379	1
ENST00000223321	ENSG00000106588	42916828	42932223	7
ENST00000445517	ENSG00000106588	42916828	42932223	7
ENST00000360403	ENSG00000070785	44850522	44986722	1
ENST00000343304	ENSG00000132128	46261196	46303616	1
ENST00000361357	ENSG00000198909	63622381	63696305	17
ENST00000288607	ENSG00000157778	1567332	1571078	7
ENST00000404674	ENSG00000157778	1567332	1571078	7
ENST00000261353	ENSG00000119801	30146771	30160538	2
ENST00000311672	ENSG00000173660	46300900	46316796	1
ENST00000262394	ENSG00000109046	27294067	27315926	17
ENST00000395850	ENSG00000085063	33703010	33736639	11
ENST00000351554	ENSG00000085063	33703010	33736639	11
ENST00000257663	ENSG00000135211	77793728	77799484	7
ENST00000358406	ENSG00000197448	143244093	143270873	7
ENST00000479303	ENSG00000197448	143244093	143270873	7
ENST00000409785	ENSG00000176407	84970644	85059472	2
ENST00000453448	ENSG00000176407	84970644	85059472	2
ENST00000572043	ENSG00000175826	7243589	7252841	17
ENST00000396185	ENSG00000168036	41194741	41260096	3
ENST00000396183	ENSG00000168036	41194741	41260096	3
ENST00000349496	ENSG00000168036	41194741	41260096	3
ENST00000309422	ENSG00000173511	64234521	64239264	11
ENST00000426086	ENSG00000173511	64234521	64239264	11
ENST00000311956	ENSG00000175220	46677075	46700977	11
ENST00000379719	ENSG00000205339	9384626	9448127	11
ENST00000602866	ENSG00000165916	47418765	47426488	11
ENST00000298852	ENSG00000165916	47418765	47426488	11
ENST00000429789	ENSG00000177830	867331	915579	11
ENST00000436108	ENSG00000177830	867331	915579	11
ENST00000531709	ENSG00000162231	62792123	62806302	11
ENST00000294172	ENSG00000162231	62792123	62806302	11
ENST00000527902	ENSG00000162231	62792123	62806302	11
ENST00000312726	ENSG00000143774	228139962	228148984	1
ENST00000453943	ENSG00000143774	228139962	228148984	1
ENST00000366718	ENSG00000143774	228139962	228148984	1
ENST00000289382	ENSG00000158435	101252873	101270316	2
ENST00000261712	ENSG00000108671	32444379	32483319	17
ENST00000287844	ENSG00000033050	151211484	151227241	7
ENST00000339083	ENSG00000155366	112701127	112707845	1
ENST00000369642	ENSG00000155366	112701127	112707845	1
ENST00000369637	ENSG00000155366	112701127	112707845	1
ENST00000308110	ENSG00000172732	65857126	65867653	11
ENST00000340611	ENSG00000106009	2537810	2555782	7
ENST00000421807	ENSG00000132376	1494575	1516742	17
ENST00000199389	ENSG00000086232	6022247	6059231	7
ENST00000325974	ENSG00000122674	5898692	5926550	7
ENST00000270176	ENSG00000142186	65525072	65538711	11
ENST00000420247	ENSG00000142186	65525072	65538711	11
ENST00000260665	ENSG00000138095	43886224	43996226	2
ENST00000328703	ENSG00000143575	154269393	154275882	1
ENST00000372343	ENSG00000117408	43946830	43968024	1
ENST00000315758	ENSG00000146701	76048050	76067508	7
ENST00000271526	ENSG00000143294	156750610	156800817	1
ENST00000368884	ENSG00000159352	151254709	151267479	1
ENST00000374358	ENSG00000183726	25338295	25362362	1
ENST00000054950	ENSG00000049449	32090971	32105722	11
ENST00000312397	ENSG00000175467	65961689	65980137	11
ENST00000608424	ENSG00000178252	49007062	49015953	3
ENST00000540486	ENSG00000170043	7930345	7932123	17
ENST00000303731	ENSG00000170043	7930345	7932123	17
ENST00000325222	ENSG00000055130	148697914	148801110	7
ENST00000590720	ENSG00000131467	42824385	42843760	17
