HGNC symbol	UniProtKB/Swiss-Prot ID	Gene stable ID	Transcript stable ID	Protein stable ID
PFDN5	Q99471	ENSG00000291834	ENST00000708930	ENSP00000517425
PFDN5		ENSG00000291834	ENST00000708931	ENSP00000517426
PFDN5		ENSG00000291834	ENST00000708932	ENSP00000517427
PFDN5	Q99471	ENSG00000291834	ENST00000708936	ENSP00000517428
PFDN5	Q99471	ENSG00000291834	ENST00000708937	ENSP00000517429
PFDN5		ENSG00000291834	ENST00000708938	ENSP00000517430
PFDN5		ENSG00000291834	ENST00000708942	ENSP00000517431
AAAS		ENSG00000291836	ENST00000708959	ENSP00000517436
AAAS	Q9NRG9	ENSG00000291836	ENST00000708962	ENSP00000517437
AAAS	Q9NRG9	ENSG00000291836	ENST00000708963	ENSP00000517438
AAAS		ENSG00000291836	ENST00000708964	ENSP00000517439
AAAS		ENSG00000291836	ENST00000708965	ENSP00000517440
CCNB1IP1	Q9NPC3	ENSG00000291784	ENST00000708737	ENSP00000517311
CCNB1IP1	Q9NPC3	ENSG00000291784	ENST00000708738	ENSP00000517312
CCNB1IP1	Q9NPC3	ENSG00000291784	ENST00000708739	ENSP00000517313
CCNB1IP1	Q9NPC3	ENSG00000291784	ENST00000708740	ENSP00000517314
CCNB1IP1	Q9NPC3	ENSG00000291784	ENST00000708741	ENSP00000517315
CCNB1IP1	Q9NPC3	ENSG00000291784	ENST00000708742	ENSP00000517316
CCNB1IP1		ENSG00000291784	ENST00000708743	ENSP00000517317
CCNB1IP1		ENSG00000291784	ENST00000708744	ENSP00000517318
CCNB1IP1		ENSG00000291784	ENST00000708745	ENSP00000517319
CCNB1IP1		ENSG00000291784	ENST00000708746	ENSP00000517320
CCNB1IP1		ENSG00000291784	ENST00000708747	ENSP00000517321
CCNB1IP1		ENSG00000291784	ENST00000708748	ENSP00000517322
OSGEP	Q9NPF4	ENSG00000291794	ENST00000708774	ENSP00000517336
OSGEP		ENSG00000291794	ENST00000708779	ENSP00000517337
OSGEP		ENSG00000291794	ENST00000708782	ENSP00000517338
APEX1	P27695	ENSG00000291796	ENST00000708787	ENSP00000517339
APEX1		ENSG00000291796	ENST00000708788	ENSP00000517340
APEX1		ENSG00000291796	ENST00000708791	ENSP00000517341
APEX1	P27695	ENSG00000291796	ENST00000708794	ENSP00000517342
APEX1	P27695	ENSG00000291796	ENST00000708795	ENSP00000517343
APEX1		ENSG00000291796	ENST00000708796	ENSP00000517344
APEX1		ENSG00000291796	ENST00000708797	ENSP00000517345
APEX1		ENSG00000291796	ENST00000708798	ENSP00000517346
APEX1		ENSG00000291796	ENST00000708800	ENSP00000517347
APEX1		ENSG00000291796	ENST00000708801	ENSP00000517348
APEX1		ENSG00000291796	ENST00000708802	ENSP00000517349
APEX1		ENSG00000291796	ENST00000708803	ENSP00000517350
APEX1		ENSG00000291796	ENST00000708805	ENSP00000517351
APEX1		ENSG00000291796	ENST00000708806	ENSP00000517352
CTTN	Q14247	ENSG00000288401	ENST00000672198	ENSP00000500927
CTTN	Q14247	ENSG00000288401	ENST00000671805	ENSP00000500756
CTTN	Q14247	ENSG00000288401	ENST00000671849	ENSP00000499998
CTTN		ENSG00000288401	ENST00000671901	ENSP00000500324
CTTN		ENSG00000288401	ENST00000672330	ENSP00000500234
PPFIA1	Q13136	ENSG00000288198	ENST00000672559	ENSP00000500898
PPFIA1	Q13136	ENSG00000288198	ENST00000672873	ENSP00000500481
PPFIA1		ENSG00000288198	ENST00000672685	ENSP00000500022
PPFIA1		ENSG00000288198	ENST00000710561	ENSP00000518344
PPFIA1		ENSG00000288198	ENST00000710562	ENSP00000518345
PPFIA1		ENSG00000288198	ENST00000673366	ENSP00000500719
PPFIA1		ENSG00000288198	ENST00000710563	ENSP00000518346
PPFIA1		ENSG00000288198	ENST00000710564	ENSP00000518347
PPFIA1		ENSG00000288198	ENST00000710565	ENSP00000518348
PPFIA1		ENSG00000288198	ENST00000710566	ENSP00000518349
PPFIA1		ENSG00000288198	ENST00000710577	ENSP00000518351
SON	P18583	ENSG00000159140	ENST00000356577	ENSP00000348984
SON		ENSG00000159140	ENST00000704334	ENSP00000515848
SON		ENSG00000159140	ENST00000381692	ENSP00000371111
SON		ENSG00000159140	ENST00000695559	ENSP00000512016
SON	P18583	ENSG00000159140	ENST00000300278	ENSP00000300278
SON	P18583	ENSG00000159140	ENST00000455528	ENSP00000399783
SON	P18583	ENSG00000159140	ENST00000381679	ENSP00000371095
SON		ENSG00000159140	ENST00000436227	ENSP00000400985
SON		ENSG00000159140	ENST00000421541	ENSP00000405807
SON		ENSG00000159140	ENST00000429093	ENSP00000401942
SON		ENSG00000159140	ENST00000457208	ENSP00000404135
CMC2	Q9NRP2	ENSG00000291948	ENST00000709304	ENSP00000517609
CMC2		ENSG00000291948	ENST00000709308	ENSP00000517610
CMC2		ENSG00000291948	ENST00000709310	ENSP00000517611
CMC2		ENSG00000291948	ENST00000709311	ENSP00000517612
CMC2		ENSG00000291948	ENST00000709313	ENSP00000517613
CMC2	Q9NRP2	ENSG00000291948	ENST00000709314	ENSP00000517614
CMC2	Q9NRP2	ENSG00000291948	ENST00000709315	ENSP00000517615
CMC2		ENSG00000291948	ENST00000709316	ENSP00000517616
NRIP1	P48552	ENSG00000180530	ENST00000400199	ENSP00000383060
CMC2		ENSG00000291948	ENST00000709317	ENSP00000517617
CMC2	Q9NRP2	ENSG00000291948	ENST00000709318	ENSP00000517618
NRIP1	P48552	ENSG00000180530	ENST00000318948	ENSP00000327213
CMC2		ENSG00000291948	ENST00000709319	ENSP00000517619
NRIP1	P48552	ENSG00000180530	ENST00000400202	ENSP00000383063
CMC2		ENSG00000291948	ENST00000709320	ENSP00000517620
CMC2		ENSG00000291948	ENST00000709321	ENSP00000517621
NRIP1		ENSG00000180530	ENST00000411932	ENSP00000412114
CMC2		ENSG00000291948	ENST00000709322	ENSP00000517622
NRIP1		ENSG00000180530	ENST00000638122	ENSP00000490103
CMC2		ENSG00000291948	ENST00000709324	ENSP00000517623
CMC2		ENSG00000291948	ENST00000709327	ENSP00000517624
GAA		ENSG00000291507	ENST00000707778	ENSP00000516979
GAA	P10253	ENSG00000291507	ENST00000707779	ENSP00000516980
GAA		ENSG00000291507	ENST00000707780	ENSP00000516981
GAA	P10253	ENSG00000291507	ENST00000707781	ENSP00000516982
GAA		ENSG00000291507	ENST00000707783	ENSP00000516983
EIF4A3	P38919	ENSG00000291508	ENST00000707787	ENSP00000516984
ATMIN	O43313	ENSG00000291953	ENST00000709336	ENSP00000517627
ATMIN	O43313	ENSG00000291953	ENST00000709339	ENSP00000517628
EIF4A3	P38919	ENSG00000291508	ENST00000707791	ENSP00000516985
ATMIN		ENSG00000291953	ENST00000709340	ENSP00000517629
ATMIN	O43313	ENSG00000291953	ENST00000709341	ENSP00000517630
EIF4A3		ENSG00000291508	ENST00000707792	ENSP00000516986
RCAN1	P53805	ENSG00000159200	ENST00000313806	ENSP00000320768
RCAN1	P53805	ENSG00000159200	ENST00000620920	ENSP00000477646
RCAN1		ENSG00000159200	ENST00000381135	ENSP00000370527
RCAN1	P53805	ENSG00000159200	ENST00000443408	ENSP00000392438
RCAN1	P53805	ENSG00000159200	ENST00000482533	ENSP00000419624
RCAN1		ENSG00000159200	ENST00000481448	ENSP00000417926
RCAN1	P53805	ENSG00000159200	ENST00000381132	ENSP00000370524
RCAN1	P53805	ENSG00000159200	ENST00000487990	ENSP00000419252
RCAN1	P53805	ENSG00000159200	ENST00000399272	ENSP00000382214
RCAN1		ENSG00000159200	ENST00000492600	ENSP00000477155
UBL3	O95164	ENSG00000122042	ENST00000380680	ENSP00000370055
CSNK1A1L	Q8N752	ENSG00000180138	ENST00000379800	ENSP00000369126
MRPS6	P82932	ENSG00000243927	ENST00000399312	ENSP00000382250
MRPS6		ENSG00000243927	ENST00000715810	ENSP00000520521
MRPS6		ENSG00000243927	ENST00000362077	ENSP00000520522
BIVM-ERCC5		ENSG00000270181	ENST00000639435	ENSP00000491742
BIVM-ERCC5		ENSG00000270181	ENST00000639132	ENSP00000492684
BIVM-ERCC5		ENSG00000270181	ENST00000639118	ENSP00000492444
BIVM-ERCC5		ENSG00000270181	ENST00000638434	ENSP00000492455
KBTBD7	Q8WVZ9	ENSG00000120696	ENST00000379483	ENSP00000368797
UTP14C	Q5TAP6	ENSG00000253797	ENST00000521776	ENSP00000428619
RUFY1	Q96T51	ENSG00000284260	ENST00000639909	ENSP00000492748
RUFY1		ENSG00000284260	ENST00000639727	ENSP00000491004
RUFY1		ENSG00000284260	ENST00000639413	ENSP00000491761
RUFY1	Q96T51	ENSG00000284260	ENST00000639436	ENSP00000491925
RUFY1	Q96T51	ENSG00000284260	ENST00000639102	ENSP00000491803
RUFY1		ENSG00000284260	ENST00000638992	ENSP00000491281
RUFY1		ENSG00000284260	ENST00000640536	ENSP00000491536
CANX		ENSG00000283777	ENST00000638584	ENSP00000491696
CANX		ENSG00000283777	ENST00000638222	ENSP00000492566
CANX	P27824	ENSG00000283777	ENST00000638425	ENSP00000492372
CANX	P27824	ENSG00000283777	ENST00000639938	ENSP00000491760
CANX		ENSG00000283777	ENST00000639033	ENSP00000491503
CANX		ENSG00000283777	ENST00000640498	ENSP00000492099
CANX	P27824	ENSG00000283777	ENST00000638706	ENSP00000492868
CANX		ENSG00000283777	ENST00000640950	ENSP00000492040
CANX		ENSG00000283777	ENST00000638701	ENSP00000491455
CANX		ENSG00000283777	ENST00000639990	ENSP00000491355
CANX		ENSG00000283777	ENST00000639152	ENSP00000491502
CANX		ENSG00000283777	ENST00000639258	ENSP00000492814
CANX		ENSG00000283777	ENST00000639333	ENSP00000492563
CANX		ENSG00000283777	ENST00000640455	ENSP00000492478
CANX		ENSG00000283777	ENST00000638713	ENSP00000492453
MGAT4B		ENSG00000284501	ENST00000639782	ENSP00000491898
MGAT4B	Q9UQ53	ENSG00000284501	ENST00000639538	ENSP00000491766
MGAT4B		ENSG00000284501	ENST00000638393	ENSP00000491478
MGAT4B	Q9UQ53	ENSG00000284501	ENST00000638266	ENSP00000492708
MGAT4B		ENSG00000284501	ENST00000640299	ENSP00000491809
MGAT4B		ENSG00000284501	ENST00000640350	ENSP00000491885
MGAT4B		ENSG00000284501	ENST00000640809	ENSP00000491083
MGAT4B		ENSG00000284501	ENST00000639827	ENSP00000491235
MGAT4B		ENSG00000284501	ENST00000638265	ENSP00000492331
MGAT4B		ENSG00000284501	ENST00000638793	ENSP00000492124
MGAT4B		ENSG00000284501	ENST00000640602	ENSP00000491759
POLR3E	Q9NVU0	ENSG00000284282	ENST00000640588	ENSP00000492263
POLR3E	Q9NVU0	ENSG00000284282	ENST00000639550	ENSP00000492514
VPS53	Q5VIR6	ENSG00000283883	ENST00000639801	ENSP00000492761
C18orf21	Q32NC0	ENSG00000141428	ENST00000592875	ENSP00000465517
VPS53		ENSG00000283883	ENST00000640127	ENSP00000492430
C18orf21		ENSG00000141428	ENST00000269194	ENSP00000269194
C18orf21		ENSG00000141428	ENST00000587873	ENSP00000466400
C18orf21	Q32NC0	ENSG00000141428	ENST00000333234	ENSP00000329492
C18orf21	Q32NC0	ENSG00000141428	ENST00000610527	ENSP00000480486
C18orf21		ENSG00000141428	ENST00000618334	ENSP00000483334
VPS53		ENSG00000283883	ENST00000638884	ENSP00000492603
VPS53	Q5VIR6	ENSG00000283883	ENST00000638350	ENSP00000492070
VPS53	Q5VIR6	ENSG00000283883	ENST00000639896	ENSP00000492119
VPS53		ENSG00000283883	ENST00000639641	ENSP00000492696
VPS53		ENSG00000283883	ENST00000640337	ENSP00000491498
VPS53		ENSG00000283883	ENST00000639574	ENSP00000492845
VPS53		ENSG00000283883	ENST00000639488	ENSP00000490995
TBC1D9B		ENSG00000284400	ENST00000640198	ENSP00000491149
TBC1D9B	Q66K14	ENSG00000284400	ENST00000639711	ENSP00000491373
TBC1D9B	Q66K14	ENSG00000284400	ENST00000639361	ENSP00000491970
TBC1D9B		ENSG00000284400	ENST00000639304	ENSP00000491694
TBC1D9B		ENSG00000284400	ENST00000640171	ENSP00000492336
TBC1D9B		ENSG00000284400	ENST00000640860	ENSP00000492175
TBC1D9B		ENSG00000284400	ENST00000638398	ENSP00000491951
HNRNPH1	P31943	ENSG00000284254	ENST00000710500	ENSP00000518308
HNRNPH1	P31943	ENSG00000284254	ENST00000710502	ENSP00000518309
HNRNPH1		ENSG00000284254	ENST00000710504	ENSP00000518310
HNRNPH1		ENSG00000284254	ENST00000710505	ENSP00000518311
HNRNPH1		ENSG00000284254	ENST00000710506	ENSP00000518312
HNRNPH1		ENSG00000284254	ENST00000710507	ENSP00000518313
HNRNPH1		ENSG00000284254	ENST00000710508	ENSP00000518314
HNRNPH1		ENSG00000284254	ENST00000710509	ENSP00000518315
HNRNPH1	P31943	ENSG00000284254	ENST00000710510	ENSP00000518316
HNRNPH1	P31943	ENSG00000284254	ENST00000710511	ENSP00000518317
HNRNPH1	P31943	ENSG00000284254	ENST00000710512	ENSP00000518318
HNRNPH1	P31943	ENSG00000284254	ENST00000710513	ENSP00000518319
HNRNPH1	P31943	ENSG00000284254	ENST00000638505	ENSP00000492076
ALG11		ENSG00000253710	ENST00000649708	ENSP00000497459
HNRNPH1		ENSG00000284254	ENST00000710514	ENSP00000518320
ALG11		ENSG00000253710	ENST00000523764	ENSP00000429497
HNRNPH1	P31943	ENSG00000284254	ENST00000710515	ENSP00000518321
HNRNPH1		ENSG00000284254	ENST00000710516	ENSP00000518322
ALG11		ENSG00000253710	ENST00000649340	ENSP00000497184
ALG11		ENSG00000253710	ENST00000679544	ENSP00000505560
HNRNPH1		ENSG00000284254	ENST00000710518	ENSP00000518323
ALG11		ENSG00000253710	ENST00000681047	ENSP00000505034
ALG11		ENSG00000253710	ENST00000681053	ENSP00000505307
HNRNPH1		ENSG00000284254	ENST00000710519	ENSP00000518324
ALG11	Q2TAA5	ENSG00000253710	ENST00000521508	ENSP00000430236
HNRNPH1		ENSG00000284254	ENST00000710521	ENSP00000518325
ALG11		ENSG00000253710	ENST00000616513	ENSP00000481922
ALG11		ENSG00000253710	ENST00000681145	ENSP00000505163
HNRNPH1		ENSG00000284254	ENST00000710522	ENSP00000518326
ALG11		ENSG00000253710	ENST00000679359	ENSP00000505579
HNRNPH1		ENSG00000284254	ENST00000710523	ENSP00000518327
HNRNPH1		ENSG00000284254	ENST00000710524	ENSP00000518328
ALG11		ENSG00000253710	ENST00000650049	ENSP00000497398
HNRNPH1		ENSG00000284254	ENST00000710525	ENSP00000518329
MRPL23	Q16540	ENSG00000288141	ENST00000672185	ENSP00000500123
HNRNPH1		ENSG00000284254	ENST00000710526	ENSP00000518330
HNRNPH1		ENSG00000284254	ENST00000710529	ENSP00000518331
HNRNPH1		ENSG00000284254	ENST00000710530	ENSP00000518332
HNRNPH1		ENSG00000284254	ENST00000710531	ENSP00000518333
MRPL23	Q16540	ENSG00000288141	ENST00000672523	ENSP00000500896
MRPL23		ENSG00000288141	ENST00000672867	ENSP00000500762
MRPL23		ENSG00000288141	ENST00000673458	ENSP00000500687
MRPL23		ENSG00000288141	ENST00000673468	ENSP00000500498
MRPL23		ENSG00000288141	ENST00000673479	ENSP00000500352
AP2A2		ENSG00000280759	ENST00000628115	ENSP00000486204
AP2A2		ENSG00000280759	ENST00000628187	ENSP00000486964
AP2A2		ENSG00000280759	ENST00000627507	ENSP00000487352
AP2A2		ENSG00000280759	ENST00000629923	ENSP00000485960
AP2A2		ENSG00000280759	ENST00000629940	ENSP00000486155
AP2A2		ENSG00000280759	ENST00000626013	ENSP00000486169
AP2A2		ENSG00000280759	ENST00000627250	ENSP00000487282
AP2A2		ENSG00000280759	ENST00000626889	ENSP00000485693
AP2A2		ENSG00000280759	ENST00000626787	ENSP00000487149
AP2A2		ENSG00000280759	ENST00000630696	ENSP00000487022
MSRA	Q9UJ68	ENSG00000285250	ENST00000645318	ENSP00000493848
MSRA	Q9UJ68	ENSG00000285250	ENST00000643047	ENSP00000493922
MSRA	Q9UJ68	ENSG00000285250	ENST00000645254	ENSP00000496174
MSRA	Q9UJ68	ENSG00000285250	ENST00000643332	ENSP00000495223
MSRA		ENSG00000285250	ENST00000642546	ENSP00000493962
MSRA		ENSG00000285250	ENST00000647411	ENSP00000495285
MSRA		ENSG00000285250	ENST00000647412	ENSP00000494822
MSRA		ENSG00000285250	ENST00000647542	ENSP00000495616
ING1	Q9UK53	ENSG00000153487	ENST00000338450	ENSP00000345202
ING1	Q9UK53	ENSG00000153487	ENST00000375775	ENSP00000364930
ING1	Q9UK53	ENSG00000153487	ENST00000715208	ENSP00000520415
ING1	Q9UK53	ENSG00000153487	ENST00000333219	ENSP00000328436
ING1		ENSG00000153487	ENST00000375774	ENSP00000364929
ING1		ENSG00000153487	ENST00000464141	ENSP00000480985
GTF3A	Q92664	ENSG00000122034	ENST00000381140	ENSP00000370532
GTF3A		ENSG00000122034	ENST00000435781	ENSP00000409175
GTF3A		ENSG00000122034	ENST00000419181	ENSP00000389655
GTF3A		ENSG00000122034	ENST00000438571	ENSP00000387806
FDFT1		ENSG00000284967	ENST00000710772	ENSP00000518475
FDFT1	P37268	ENSG00000284967	ENST00000710773	ENSP00000518476
FDFT1	P37268	ENSG00000284967	ENST00000710774	ENSP00000518477
FDFT1	P37268	ENSG00000284967	ENST00000710775	ENSP00000518478
FDFT1	P37268	ENSG00000284967	ENST00000647178	ENSP00000496723
FDFT1		ENSG00000284967	ENST00000710776	ENSP00000518479
FDFT1	P37268	ENSG00000284967	ENST00000710778	ENSP00000518480
FDFT1		ENSG00000284967	ENST00000710779	ENSP00000518481
FDFT1	P37268	ENSG00000284967	ENST00000710780	ENSP00000518482
FDFT1	P37268	ENSG00000284967	ENST00000710781	ENSP00000518483
FDFT1	P37268	ENSG00000284967	ENST00000647069	ENSP00000495060
FDFT1		ENSG00000284967	ENST00000710783	ENSP00000518484
FDFT1		ENSG00000284967	ENST00000710784	ENSP00000518485
FDFT1		ENSG00000284967	ENST00000710785	ENSP00000518486
FDFT1		ENSG00000284967	ENST00000710786	ENSP00000518487
NEIL2	Q969S2	ENSG00000292286	ENST00000710791	ENSP00000518488
NEIL2	Q969S2	ENSG00000292286	ENST00000710792	ENSP00000518489
NEIL2	Q969S2	ENSG00000292286	ENST00000710793	ENSP00000518490
NEIL2	Q969S2	ENSG00000292286	ENST00000710794	ENSP00000518491
NEIL2	Q969S2	ENSG00000292286	ENST00000710795	ENSP00000518492
NEIL2		ENSG00000292286	ENST00000710796	ENSP00000518493
NAP1L4	Q99733	ENSG00000273562	ENST00000619695	ENSP00000483728
NAP1L4	Q99733	ENSG00000273562	ENST00000632791	ENSP00000487984
NAP1L4		ENSG00000273562	ENST00000634125	ENSP00000488078
NAP1L4		ENSG00000273562	ENST00000632355	ENSP00000488498
NAP1L4		ENSG00000273562	ENST00000634217	ENSP00000487901
NAP1L4		ENSG00000273562	ENST00000631563	ENSP00000488479
NAP1L4		ENSG00000273562	ENST00000632239	ENSP00000488420
NAP1L4		ENSG00000273562	ENST00000632038	ENSP00000488770
NAP1L4		ENSG00000273562	ENST00000633351	ENSP00000487825
NAP1L4		ENSG00000273562	ENST00000632755	ENSP00000488208
NAP1L4		ENSG00000273562	ENST00000633461	ENSP00000488709
NAP1L4		ENSG00000273562	ENST00000631478	ENSP00000488634
NAP1L4		ENSG00000273562	ENST00000631916	ENSP00000488875
NAP1L4	Q99733	ENSG00000273562	ENST00000616696	ENSP00000478654
PINX1	Q96BK5	ENSG00000284764	ENST00000710827	ENSP00000518505
PINX1		ENSG00000284764	ENST00000710831	ENSP00000518510
PINX1	Q96BK5	ENSG00000284764	ENST00000647329	ENSP00000495173
PINX1		ENSG00000284764	ENST00000710833	ENSP00000518511
PINX1		ENSG00000284764	ENST00000710834	ENSP00000518512
PINX1		ENSG00000292296	ENST00000710835	ENSP00000518513
PHRF1		ENSG00000274780	ENST00000633057	ENSP00000488293
PHRF1	Q9P1Y6	ENSG00000274780	ENST00000616346	ENSP00000483129
PHRF1		ENSG00000274780	ENST00000633631	ENSP00000487908
PHRF1		ENSG00000274780	ENST00000632297	ENSP00000487848
PHRF1		ENSG00000274780	ENST00000634091	ENSP00000488773
RNH1	P13489	ENSG00000276230	ENST00000621211	ENSP00000480036
EIF3K		ENSG00000282986	ENST00000634230	ENSP00000488955
RNH1	P13489	ENSG00000276230	ENST00000619599	ENSP00000479966
EIF3K		ENSG00000282986	ENST00000634474	ENSP00000489565
RNH1	P13489	ENSG00000276230	ENST00000632954	ENSP00000487753
EIF3K		ENSG00000282986	ENST00000634857	ENSP00000489153
RNH1		ENSG00000276230	ENST00000631544	ENSP00000488849
RNH1		ENSG00000276230	ENST00000631652	ENSP00000488547
EIF3K		ENSG00000282986	ENST00000634882	ENSP00000489590
RNH1	P13489	ENSG00000276230	ENST00000632527	ENSP00000487940
RNH1	P13489	ENSG00000276230	ENST00000633287	ENSP00000488734
EIF3K	Q9UBQ5	ENSG00000282986	ENST00000635567	ENSP00000489438
EIF3K	Q9UBQ5	ENSG00000282986	ENST00000635417	ENSP00000489379
RNH1	P13489	ENSG00000276230	ENST00000612988	ENSP00000479004
RNH1	P13489	ENSG00000276230	ENST00000617351	ENSP00000484572
EIF3K		ENSG00000282986	ENST00000634420	ENSP00000489493
RNH1		ENSG00000276230	ENST00000634214	ENSP00000488114
EIF3K		ENSG00000282986	ENST00000634491	ENSP00000488959
RNH1		ENSG00000276230	ENST00000633464	ENSP00000488555
RNH1		ENSG00000276230	ENST00000631468	ENSP00000488030
RNH1		ENSG00000276230	ENST00000633732	ENSP00000487751
RNH1		ENSG00000276230	ENST00000633418	ENSP00000488388
RNH1		ENSG00000276230	ENST00000631828	ENSP00000488337
RNH1	P13489	ENSG00000276230	ENST00000618184	ENSP00000478664
ECH1	Q13011	ENSG00000282853	ENST00000634245	ENSP00000489530
ECH1		ENSG00000282853	ENST00000634770	ENSP00000489574
ECH1		ENSG00000282853	ENST00000635068	ENSP00000489283
ECH1		ENSG00000282853	ENST00000635118	ENSP00000489400
ECH1		ENSG00000282853	ENST00000634273	ENSP00000489296
ECH1		ENSG00000282853	ENST00000634714	ENSP00000489301
ECH1		ENSG00000282853	ENST00000635053	ENSP00000488977
ECH1		ENSG00000282853	ENST00000634309	ENSP00000489210
HNRNPL		ENSG00000282947	ENST00000648860	ENSP00000497157
HNRNPL	P14866	ENSG00000282947	ENST00000634753	ENSP00000489021
HNRNPL		ENSG00000282947	ENST00000634312	ENSP00000489507
HNRNPL		ENSG00000282947	ENST00000634983	ENSP00000489603
HNRNPL	P14866	ENSG00000282947	ENST00000634237	ENSP00000489244
HNRNPL		ENSG00000282947	ENST00000634376	ENSP00000488987
HNRNPL		ENSG00000282947	ENST00000635025	ENSP00000489437
SIRT2		ENSG00000283100	ENST00000634707	ENSP00000488998
AP2A2		ENSG00000281385	ENST00000626578	ENSP00000486895
SIRT2	Q8IXJ6	ENSG00000283100	ENST00000635478	ENSP00000488940
AP2A2		ENSG00000281385	ENST00000626063	ENSP00000487205
AP2A2		ENSG00000281385	ENST00000630212	ENSP00000486035
AP2A2		ENSG00000281385	ENST00000627737	ENSP00000485814
AP2A2		ENSG00000281385	ENST00000627987	ENSP00000487264
SIRT2	Q8IXJ6	ENSG00000283100	ENST00000634533	ENSP00000489602
AP2A2		ENSG00000281385	ENST00000626739	ENSP00000486890
SIRT2		ENSG00000283100	ENST00000634328	ENSP00000489020
SIRT2		ENSG00000283100	ENST00000635078	ENSP00000489426
SIRT2		ENSG00000283100	ENST00000635486	ENSP00000489036
SIRT2		ENSG00000283100	ENST00000635694	ENSP00000489495
SIRT2		ENSG00000283100	ENST00000634637	ENSP00000489481
SIRT2		ENSG00000283100	ENST00000634932	ENSP00000489066
AP2A2		ENSG00000281385	ENST00000625871	ENSP00000485977
AP2A2		ENSG00000281385	ENST00000626798	ENSP00000486729
SIRT2		ENSG00000283100	ENST00000635627	ENSP00000489332
SIRT2		ENSG00000283100	ENST00000634761	ENSP00000489238
AP2A2		ENSG00000281385	ENST00000629952	ENSP00000487425
SIRT2		ENSG00000283100	ENST00000635338	ENSP00000489360
SIRT2		ENSG00000283100	ENST00000635192	ENSP00000489070
AP2A2		ENSG00000281385	ENST00000629128	ENSP00000486996
NFKBIB		ENSG00000282905	ENST00000635236	ENSP00000489318
NFKBIB		ENSG00000282905	ENST00000634995	ENSP00000489191
NFKBIB	Q15653	ENSG00000282905	ENST00000634647	ENSP00000489145
NFKBIB	Q15653	ENSG00000282905	ENST00000635517	ENSP00000489138
NFKBIB		ENSG00000282905	ENST00000635399	ENSP00000489042
NFKBIB		ENSG00000282905	ENST00000635416	ENSP00000489085
MRPS12	O15235	ENSG00000283018	ENST00000634246	ENSP00000488926
MRPS12	O15235	ENSG00000283018	ENST00000634704	ENSP00000489374
MRPS12	O15235	ENSG00000283018	ENST00000634400	ENSP00000489467
TXNL4A	P83876	ENSG00000141759	ENST00000269601	ENSP00000269601
TXNL4A		ENSG00000141759	ENST00000585474	ENSP00000465572
TXNL4A		ENSG00000141759	ENST00000588162	ENSP00000465321
TXNL4A		ENSG00000141759	ENST00000592957	ENSP00000465493
TXNL4A		ENSG00000141759	ENST00000355491	ENSP00000347678
TXNL4A		ENSG00000141759	ENST00000585769	ENSP00000466266
TXNL4A		ENSG00000141759	ENST00000592837	ENSP00000468761
