HGNC symbol	Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
NUBP2	ENSG00000095906	1782932	1789189	16
NUCB1	ENSG00000104805	48900050	48923473	19
NUCKS1	ENSG00000069275	205712822	205750270	1
NUDC	ENSG00000090273	26900238	26946885	1
NUDCD1	ENSG00000120526	109240919	109334129	8
NUDCD2	ENSG00000170584	163446526	163460404	5
NUDT14	ENSG00000183828	105172937	105181323	14
NUDT15	ENSG00000136159	48037694	48054196	13
NUDT2	ENSG00000164978	34329506	34343713	9
NUDT21	ENSG00000167005	56429133	56452199	16
NUDT22	ENSG00000149761	64225941	64230686	11
NUDT3	ENSG00000272325	34279679	34392677	6
NUDT9	ENSG00000170502	87422573	87459455	4
NUFIP2	ENSG00000108256	29255839	29294148	17
NUP107	ENSG00000111581	68686951	68745809	12
NUP133	ENSG00000069248	229440259	229508356	1
NUP153	ENSG00000124789	17614707	17706935	6
NUP54	ENSG00000138750	76107562	76148509	4
NUP62	ENSG00000213024	49906825	49929925	19
NUP85	ENSG00000125450	75205659	75235758	17
NUTF2	ENSG00000102898	67846867	67872569	16
NXF1	ENSG00000162231	62792123	62806302	11
NXT1	ENSG00000132661	23350767	23354771	20
OAT	ENSG00000065154	124397298	124419760	10
OAZ1	ENSG00000104904	2269509	2273492	19
OAZ2	ENSG00000180304	64687573	64703281	15
OCEL1	ENSG00000099330	17226198	17229219	19
OCIAD1	ENSG00000109180	48805141	48862342	4
ODC1	ENSG00000115758	10439968	10450116	2
OGFOD1	ENSG00000087263	56451508	56479104	16
OGFOD3	ENSG00000181396	82389210	82418637	17
OGFR	ENSG00000060491	62804178	62814000	20
OGG1	ENSG00000114026	9749944	9788219	3
OGT	ENSG00000147162	71533083	71575892	X
OLA1	ENSG00000138430	174072447	174248608	2
OPA1	ENSG00000198836	193593144	193697811	3
OPA3	ENSG00000125741	45527767	45602212	19
ORC4	ENSG00000115947	147930396	148021784	2
ORMDL1	ENSG00000128699	189766012	189784382	2
ORMDL2	ENSG00000123353	55818041	55821879	12
ORMDL3	ENSG00000172057	39921037	39929328	17
OS9	ENSG00000135506	57693841	57728342	12
OSBP	ENSG00000110048	59574398	59615781	11
OSBPL2	ENSG00000130703	62231922	62296213	20
OSBPL9	ENSG00000117859	51577179	51798427	1
OSGEP	ENSG00000291794	649082	657770	HG2526_HG2573_PATCH
OSGEP	ENSG00000092094	20446401	20455089	14
OSGIN2	ENSG00000164823	89901849	89927888	8
OSTM1	ENSG00000081087	108029245	108165854	6
OTUB1	ENSG00000167770	63985853	64001811	11
OTUD5	ENSG00000292211	80859	117221	HSCHRX_3_CTG3
OTUD5	ENSG00000068308	48922024	48958386	X
OVCA2	ENSG00000262664	2042022	2043425	17
OXA1L	ENSG00000155463	22766522	22773042	14
OXNAD1	ENSG00000154814	16265160	16350299	3
P4HTM	ENSG00000178467	48989889	49007153	3
PA2G4	ENSG00000170515	56104349	56116329	12
PABPN1	ENSG00000100836	23321457	23326163	14
PACSIN2	ENSG00000100266	42835412	43015185	22
PAF1	ENSG00000006712	39385629	39391154	19
PAFAH1B1	ENSG00000007168	2593183	2685616	17
PAGR1	ENSG00000280789	29816152	29822489	16
PAICS	ENSG00000128050	56435058	56464578	4
PAIP1	ENSG00000172239	43526267	43557758	5
PAIP2	ENSG00000120727	139341587	139369720	5
PAK1IP1	ENSG00000285226	205856	220666	HG2057_PATCH
PAK1IP1	ENSG00000111845	10694633	10711166	6
PAK2	ENSG00000180370	196739743	196832647	3
PAM16	ENSG00000282228	31913	56943	HSCHR16_3_CTG1
PAM16	ENSG00000217930	4331549	4355607	16
PANK2	ENSG00000125779	3888839	3929887	20
PANK3	ENSG00000120137	168548495	168579600	5
PANK4	ENSG00000273494	59723	77790	HSCHR1_1_CTG3
PANK4	ENSG00000157881	2508534	2526612	1
PANX1	ENSG00000110218	94128828	94181968	11
PAPOLA	ENSG00000090060	96501433	96567118	14
PARK7	ENSG00000116288	7954264	7985505	1
PARL	ENSG00000175193	183829271	183884933	3
PARN	ENSG00000274829	8558	205584	HSCHR16_1_CTG1
PARN	ENSG00000140694	14435699	14632728	16
PARP1	ENSG00000143799	226360210	226408154	1
PARP3	ENSG00000041880	51942252	51948871	3
PARP9	ENSG00000138496	122527910	122565478	3
PATL1	ENSG00000166889	59636716	59669141	11
PATZ1	ENSG00000100105	31325804	31346605	22
PAXBP1	ENSG00000263141	736	2780	HSCHR21_3_CTG1_1
PAXBP1	ENSG00000159086	32733899	32771796	21
PBDC1	ENSG00000102390	76173034	76178755	X
PBX2	ENSG00000204304	32184733	32190202	6
PBX2	ENSG00000225987	3517335	3522785	HSCHR6_MHC_APD_CTG1
PBX2	ENSG00000224952	3500940	3506391	HSCHR6_MHC_SSTO_CTG1
PBX2	ENSG00000237344	3623085	3628535	HSCHR6_MHC_COX_CTG1
PBX2	ENSG00000232005	3489722	3495164	HSCHR6_MHC_MANN_CTG1
PBX2	ENSG00000236353	3526760	3532202	HSCHR6_MHC_MCF_CTG1
PBX2	ENSG00000206315	3407934	3413385	HSCHR6_MHC_QBL_CTG1
PCBP1	ENSG00000169564	70087477	70089203	2
PCBP2	ENSG00000197111	53451900	53481162	12
PCDHGB5	ENSG00000276547	141397947	141512975	5
PCF11	ENSG00000165494	83156988	83187451	11
PCGF1	ENSG00000115289	74505041	74508361	2
PCGF5	ENSG00000180628	91162339	91284337	10
PCID2	ENSG00000126226	113177536	113208715	13
PCIF1	ENSG00000100982	45934678	45948023	20
PCM1	ENSG00000078674	17922746	18029996	8
PCMT1	ENSG00000120265	149749431	149811421	6
PCNA	ENSG00000132646	5114953	5126626	20
PCSK7	ENSG00000160613	117204337	117232528	11
PCYOX1	ENSG00000116005	70257386	70281185	2
PCYT1A	ENSG00000161217	196214222	196287957	3
PDAP1	ENSG00000106244	99392048	99408665	7
PDCD2	ENSG00000071994	170575295	170584692	6
PDCD5	ENSG00000105185	32581188	32587453	19
PDCD6	ENSG00000249915	271621	314974	5
PDCD6IP	ENSG00000170248	33798571	33869707	3
PDE12	ENSG00000174840	57556274	57656480	3
PDE6D	ENSG00000156973	231732354	231786272	2
PDGFC	ENSG00000145431	156760454	156971799	4
PDHB	ENSG00000168291	58427630	58434012	3
PDHX	ENSG00000110435	34915829	35020591	11
PDK2	ENSG00000005882	50094737	50112152	17
PDLIM5	ENSG00000163110	94451857	94668227	4
PDP2	ENSG00000172840	66878589	66895754	16
PDS5A	ENSG00000121892	39822863	39977987	4
PDZD11	ENSG00000120509	70281118	70290596	X
PDZD8	ENSG00000165650	117277274	117376020	10
PEBP1	ENSG00000089220	118136071	118145584	12
PEF1	ENSG00000162517	31629866	31644896	1
PELO	ENSG00000152684	52787916	52804044	5
PELP1	ENSG00000141456	4669774	4704337	17
PEPD	ENSG00000124299	33386950	33521823	19
PES1	ENSG00000100029	30576625	30607083	22
PET100	ENSG00000229833	7629711	7631956	19
PET117	ENSG00000232838	18137863	18143169	20
PEX1	ENSG00000127980	92487020	92528640	7
PEX11A	ENSG00000166821	89677764	89690783	15
PEX11B	ENSG00000131779	145911349	145918730	1
PEX12	ENSG00000108733	35574795	35578863	17
PEX13	ENSG00000162928	61017225	61051990	2
PEX14	ENSG00000142655	10472288	10630758	1
PEX16	ENSG00000121680	45909663	45918812	11
PEX19	ENSG00000162735	160276807	160286348	1
PEX2	ENSG00000164751	76980258	77001044	8
PEX26	ENSG00000215193	18077923	18105396	22
PEX5	ENSG00000288217	116371	146260	HG1398_PATCH
PEX5	ENSG00000139197	7188653	7218574	12
PEX6	ENSG00000124587	42959717	42979243	6
PFDN2	ENSG00000143256	161100556	161118069	1
PFDN4	ENSG00000101132	54207817	54228052	20
PFDN5	ENSG00000291834	19051	23212	HG2554_PATCH
PFDN5	ENSG00000123349	53295291	53299452	12
PFDN6	ENSG00000237335	4700787	4709886	HSCHR6_MHC_COX_CTG1
PFDN6	ENSG00000224782	4532820	4541919	HSCHR6_MHC_DBB_CTG1
PFDN6	ENSG00000235692	4725238	4734337	HSCHR6_MHC_MCF_CTG1
PFDN6	ENSG00000206283	4483726	4492822	HSCHR6_MHC_QBL_CTG1
PFDN6	ENSG00000204220	33288680	33298401	6
PFN1	ENSG00000108518	4945652	4950517	17
PGAM5	ENSG00000247077	132710786	132722734	12
PGK1	ENSG00000102144	77910739	78129295	X
PGLS	ENSG00000130313	17511620	17521288	19
PGP	ENSG00000184207	2211593	2214840	16
PGPEP1	ENSG00000130517	18340587	18369950	19
PGRMC2	ENSG00000164040	128269237	128288829	4
PHACTR4	ENSG00000204138	28369563	28500364	1
PHAX	ENSG00000164902	126600925	126627252	5
PHB2	ENSG00000215021	6965327	6970841	12
PHC2	ENSG00000134686	33323623	33431095	1
PHF10	ENSG00000130024	169703902	169725566	6
PHF12	ENSG00000109118	28905250	28951771	17
PHF20L1	ENSG00000129292	132775311	132848807	8
PHF23	ENSG00000040633	7235029	7239722	17
PHF5A	ENSG00000100410	41459705	41468711	22
PHKB	ENSG00000102893	47461123	47701523	16
PHPT1	ENSG00000054148	136848724	136851039	9
PHRF1	ENSG00000274780	106142	142115	HSCHR11_1_CTG8
PHRF1	ENSG00000070047	576170	612225	11
PI4K2A	ENSG00000155252	97640671	97676757	10
PI4KA	ENSG00000241973	20707691	20859417	22
PI4KB	ENSG00000143393	151291792	151328394	1
PIAS1	ENSG00000033800	68054301	68198603	15
PICALM	ENSG00000073921	85957171	86069882	11
PICK1	ENSG00000100151	38056311	38075719	22
PIGC	ENSG00000135845	172370189	172444148	1
PIGF	ENSG00000151665	46580937	46617055	2
PIGG	ENSG00000174227	499210	540200	4
PIGH	ENSG00000100564	67581955	67600286	14
PIGK	ENSG00000142892	77088987	77219508	1
PIGP	ENSG00000185808	37062846	37073318	21
PIGS	ENSG00000087111	28553383	28571794	17
PIGT	ENSG00000124155	45416084	45456934	20
PIGU	ENSG00000101464	34560542	34698790	20
PIGW	ENSG00000275600	769924	774214	HSCHR17_7_CTG4
PIGW	ENSG00000277161	36534987	36539310	17
PIGX	ENSG00000163964	196639775	196736007	3
PIGY	ENSG00000255072	88520998	88523776	4
PIH1D1	ENSG00000104872	49446291	49453537	19
PIK3C3	ENSG00000078142	41955207	42087830	18
PIK3CB	ENSG00000051382	138652336	138834957	3
PIK3R1	ENSG00000145675	68215740	68301821	5
PIK3R4	ENSG00000196455	130678934	130746829	3
PIN1	ENSG00000127445	9835257	9849690	19
PINK1	ENSG00000158828	20633458	20651511	1
PINX1	ENSG00000284764	2507376	2582240	HG76_PATCH
PINX1	ENSG00000292296	2507416	2621779	HG76_PATCH
PINX1	ENSG00000258724	10725399	10839847	8
PINX1	ENSG00000254093	10764961	10839884	8
PIP5K1A	ENSG00000143398	151197949	151249538	1
PITHD1	ENSG00000057757	23778393	23788232	1
PITPNA	ENSG00000174238	1517718	1562792	17
PITPNB	ENSG00000180957	27851669	27920134	22
PITRM1	ENSG00000107959	3137728	3172841	10
PLA2G12A	ENSG00000123739	109709989	109730070	4
PLAA	ENSG00000137055	26903372	26947490	9
PLBD2	ENSG00000151176	113358544	113391629	12
PLD3	ENSG00000105223	40348453	40389472	19
PLEKHA1	ENSG00000107679	122374675	122432604	10
PLEKHJ1	ENSG00000104886	2230084	2237704	19
PLEKHM1	ENSG00000276358	126405	180904	HSCHR17_2_CTG5
PLEKHM1	ENSG00000277111	126335	181190	HSCHR17_1_CTG5
PLEKHM1	ENSG00000225190	45435900	45490758	17
PLGRKT	ENSG00000107020	5357966	5438615	9
PLIN3	ENSG00000105355	4838339	4867717	19
PLOD1	ENSG00000083444	11934205	11975542	1
PLOD3	ENSG00000106397	101205977	101219968	7
PLRG1	ENSG00000171566	154535005	154550403	4
PMF1	ENSG00000160783	156212989	156240423	1
PMF1-BGLAP	ENSG00000260238	156212982	156243332	1
PMPCA	ENSG00000165688	136410630	136427992	9
PMPCB	ENSG00000105819	103295717	103331818	7
PMS1	ENSG00000064933	189784085	189878385	2
PMVK	ENSG00000163344	154924732	154937008	1
PNISR	ENSG00000132424	99397629	99425335	6
PNKD	ENSG00000127838	218269651	218346793	2
PNKP	ENSG00000039650	49859882	49878351	19
PNN	ENSG00000100941	39175163	39183220	14
PNO1	ENSG00000115946	68157888	68176238	2
PNPLA6	ENSG00000032444	7534004	7561764	19
PNPLA8	ENSG00000135241	108470417	108569666	7
PNPO	ENSG00000108439	47941506	47949308	17
PNPT1	ENSG00000138035	55634061	55693863	2
PNRC2	ENSG00000189266	23956839	23963776	1
POFUT1	ENSG00000101346	32207851	32238658	20
POLD2	ENSG00000106628	44114631	44124407	7
POLDIP2	ENSG00000004142	28346173	28357584	17
POLDIP3	ENSG00000100227	42583717	42614962	22
POLE3	ENSG00000148229	113407232	113410723	9
POLE4	ENSG00000115350	74958643	74970128	2
POLG	ENSG00000140521	89305198	89334861	15
POLH	ENSG00000170734	43575537	43620523	6
POLK	ENSG00000122008	75511782	75609991	5
POLL	ENSG00000166169	101576051	101588270	10
POLM	ENSG00000122678	44070915	44082530	7
POLR1C	ENSG00000171453	43509702	43562419	6
POLR1D	ENSG00000186184	27620742	27744237	13
POLR1E	ENSG00000137054	37481695	37503701	9
POLR2A	ENSG00000284832	104823	135071	HG2046_PATCH
POLR2A	ENSG00000181222	7484366	7514616	17
POLR2B	ENSG00000047315	56977722	57031158	4
POLR2C	ENSG00000102978	57462660	57472009	16
POLR2D	ENSG00000144231	127843553	127858155	2
POLR2E	ENSG00000099817	1085104	1095389	19
POLR2F	ENSG00000100142	37952607	38041915	22
POLR2G	ENSG00000168002	62761554	62766715	11
POLR2H	ENSG00000163882	184360856	184368596	3
POLR2I	ENSG00000105258	36113709	36115213	19
POLR2J	ENSG00000005075	102473128	102478929	7
POLR2K	ENSG00000147669	100150622	100154005	8
POLR2L	ENSG00000177700	837356	842561	11
POLR3C	ENSG00000186141	145823959	145844721	1
POLR3E	ENSG00000284282	769934	807621	HG926_PATCH
POLR3E	ENSG00000058600	22297375	22335101	16
POLR3GL	ENSG00000121851	145964690	145978848	1
POLR3K	ENSG00000161980	46407	53658	16
POM121	ENSG00000196313	72879349	72951440	7
POM121C	ENSG00000272391	75416784	75486358	7
POMGNT1	ENSG00000085998	46188681	46220305	1
POMP	ENSG00000132963	28659065	28678959	13
POMT1	ENSG00000130714	131502789	131523806	9
POP4	ENSG00000105171	29606283	29617237	19
POP5	ENSG00000167272	120578764	120581411	12
POP7	ENSG00000172336	100705445	100707504	7
PPA1	ENSG00000180817	70202831	70233911	10
PPA2	ENSG00000138777	105369077	105474113	4
PPAN	ENSG00000130810	10106329	10112012	19
PPAN-P2RY11	ENSG00000243207	10106223	10114780	19
PPARA	ENSG00000186951	46149924	46243755	22
PPARD	ENSG00000112033	35342530	35428193	6
PPCS	ENSG00000127125	42456117	42473385	1
PPFIA1	ENSG00000288198	26511	146600	HG2115_PATCH
PPFIA1	ENSG00000131626	70270655	70385312	11
PPHLN1	ENSG00000134283	42238418	42459715	12
PPID	ENSG00000171497	158709127	158723406	4
PPIE	ENSG00000084072	39692182	39763914	1
PPIF	ENSG00000108179	79347466	79355337	10
PPIG	ENSG00000138398	169584342	169641408	2
PPIH	ENSG00000171960	42658185	42676758	1
PPIL4	ENSG00000131013	149504495	149546092	6
PPM1A	ENSG00000100614	60245752	60299089	14
PPM1B	ENSG00000138032	44167969	44244384	2
PPP1CA	ENSG00000172531	67398179	67421183	11
PPP1CC	ENSG00000186298	110719680	110742939	12
PPP1R10	ENSG00000230995	2080124	2098336	HSCHR6_MHC_COX_CTG1
PPP1R10	ENSG00000238104	1901158	1919370	HSCHR6_MHC_SSTO_CTG1
PPP1R10	ENSG00000227804	1856230	1874442	HSCHR6_MHC_DBB_CTG1
PPP1R10	ENSG00000235291	1944447	1962660	HSCHR6_MHC_MCF_CTG1
PPP1R10	ENSG00000231737	1910629	1928841	HSCHR6_MHC_MANN_CTG1
PPP1R10	ENSG00000206489	1855489	1873700	HSCHR6_MHC_QBL_CTG1
PPP1R10	ENSG00000204569	30600400	30618612	6
PPP1R11	ENSG00000204619	30066709	30070333	6
PPP1R11	ENSG00000233314	1324801	1328425	HSCHR6_MHC_APD_CTG1
PPP1R11	ENSG00000234058	1546480	1550104	HSCHR6_MHC_COX_CTG1
PPP1R11	ENSG00000227720	1322625	1326249	HSCHR6_MHC_DBB_CTG1
PPP1R11	ENSG00000237829	1365628	1369252	HSCHR6_MHC_SSTO_CTG1
PPP1R11	ENSG00000236560	1327458	1331083	HSCHR6_MHC_MANN_CTG1
PPP1R11	ENSG00000237403	1410799	1414423	HSCHR6_MHC_MCF_CTG1
PPP1R11	ENSG00000206501	1321869	1325493	HSCHR6_MHC_QBL_CTG1
PPP1R15B	ENSG00000158615	204396492	204411887	1
PPP1R37	ENSG00000104866	45091396	45148077	19
PPP1R7	ENSG00000115685	241149576	241183652	2
PPP1R8	ENSG00000117751	27830782	27851676	1
PPP2CA	ENSG00000113575	134193978	134226083	5
PPP2CB	ENSG00000104695	30774096	30814314	8
PPP2R1A	ENSG00000105568	52170936	52229518	19
PPP2R2A	ENSG00000221914	26291508	26372680	8
PPP2R2D	ENSG00000175470	131900977	131959834	10
PPP2R3C	ENSG00000092020	35085467	35122532	14
PPP2R5A	ENSG00000066027	212285357	212361863	1
PPP2R5B	ENSG00000068971	64917553	64934480	11
PPP2R5C	ENSG00000078304	101761682	101927989	14
PPP2R5D	ENSG00000112640	42984538	43012346	6
PPP2R5E	ENSG00000154001	63371364	63543410	14
PPP4C	ENSG00000149923	30075967	30085385	16
PPP4R1	ENSG00000154845	9546791	9615240	18
PPP4R2	ENSG00000163605	72996803	73069198	3
PPP5C	ENSG00000011485	46347003	46392981	19
PPP6C	ENSG00000119414	125146573	125189939	9
PPP6R2	ENSG00000100239	50343300	50445090	22
PPP6R3	ENSG00000110075	68460475	68615343	11
PPWD1	ENSG00000113593	65563236	65587549	5
PQBP1	ENSG00000292208	49032	62237	HSCHRX_3_CTG3
PQBP1	ENSG00000102103	48890197	48903640	X
PRADC1	ENSG00000135617	73228010	73233239	2
PRCC	ENSG00000143294	156750610	156800817	1
PRDM4	ENSG00000110851	107732867	107761327	12
PRDX1	ENSG00000117450	45510914	45542816	1
PRDX2	ENSG00000167815	12796817	12801849	19
PRDX3	ENSG00000165672	119167699	119178865	10
PRDX5	ENSG00000126432	64318041	64321822	11
PRDX6	ENSG00000117592	173476814	173489064	1
PREB	ENSG00000138073	27130752	27134671	2
PREP	ENSG00000085377	105273218	105454062	6
PRKAA1	ENSG00000132356	40759389	40798374	5
PRKAB1	ENSG00000111725	119667864	119681624	12
PRKACA	ENSG00000288516	303847	330243	HG109_PATCH
PRKACA	ENSG00000072062	14091688	14118084	19
PRKAG1	ENSG00000181929	49002274	49018807	12
PRKAR1A	ENSG00000108946	68511780	68551319	17
PRKRIP1	ENSG00000128563	102363872	102426676	7
PRMT1	ENSG00000126457	49675786	49689029	19
PRMT5	ENSG00000100462	22920525	22929458	14
PRMT7	ENSG00000132600	68310916	68360852	16
PRPF18	ENSG00000165630	13586939	13668445	10
PRPF19	ENSG00000110107	60890547	60906603	11
PRPF3	ENSG00000117360	150321479	150353233	1
PRPF31	ENSG00000275117	89903	106263	HSCHR19LRC_COX2_CTG3_1
PRPF31	ENSG00000276421	89903	106263	HSCHR19LRC_LRC_S_CTG3_1
PRPF31	ENSG00000277154	89903	106263	HSCHR19LRC_COX1_CTG3_1
PRPF31	ENSG00000274651	89903	106263	HSCHR19LRC_LRC_I_CTG3_1
PRPF31	ENSG00000277953	89903	106263	HSCHR19LRC_LRC_T_CTG3_1
PRPF31	ENSG00000274894	89903	106263	HSCHR19LRC_LRC_J_CTG3_1
PRPF31	ENSG00000275885	89903	106263	HSCHR19_4_CTG3_1
PRPF31	ENSG00000277707	89903	106263	HSCHR19LRC_PGF1_CTG3_1
PRPF31	ENSG00000274144	89903	106263	HSCHR19LRC_PGF2_CTG3_1
PRPF31	ENSG00000105618	54115410	54131719	19
PRPF4	ENSG00000136875	113275642	113294009	9
PRPF40A	ENSG00000196504	152651593	152718048	2
PRPF6	ENSG00000101161	63981072	64033106	20
PRPF8	ENSG00000274442	80657	114910	HSCHR17_1_CTG2
PRPF8	ENSG00000174231	1650624	1684876	17
PRPS1	ENSG00000147224	107628428	107651993	X
PRPSAP1	ENSG00000161542	76309478	76384521	17
PRR14	ENSG00000156858	30650717	30656413	16
PRRC1	ENSG00000164244	127517617	127555085	5
PRRC2A	ENSG00000204469	31620715	31637771	6
PRRC2A	ENSG00000231370	2868484	2885535	HSCHR6_MHC_DBB_CTG1
PRRC2A	ENSG00000231825	2920002	2937052	HSCHR6_MHC_SSTO_CTG1
PRRC2A	ENSG00000225164	3098008	3115058	HSCHR6_MHC_COX_CTG1
PRRC2A	ENSG00000226618	2925761	2942812	HSCHR6_MHC_MANN_CTG1
PRRC2A	ENSG00000225748	2962602	2979651	HSCHR6_MHC_MCF_CTG1
PRRC2A	ENSG00000206427	2876542	2893589	HSCHR6_MHC_QBL_CTG1
PRRC2B	ENSG00000288701	131373636	131500197	9
PSEN1	ENSG00000080815	73136418	73223691	14
PSEN2	ENSG00000143801	226870184	226927726	1
PSENEN	ENSG00000205155	35745070	35747519	19
PSKH1	ENSG00000159792	67893254	67929676	16
PSMA1	ENSG00000129084	14504211	14643635	11
PSMA2	ENSG00000106588	42916828	42932223	7
PSMA3	ENSG00000100567	58244740	58272012	14
PSMA4	ENSG00000041357	78540089	78552417	15
PSMA5	ENSG00000143106	109399042	109426471	1
PSMA6	ENSG00000100902	35278633	35318734	14
PSMA7	ENSG00000101182	62136728	62143452	20
PSMB1	ENSG00000008018	170535116	170553327	6
PSMB2	ENSG00000126067	35599541	35641526	1
PSMB3	ENSG00000275903	2788055	2799550	HSCHR17_7_CTG4
PSMB3	ENSG00000277791	38752736	38764231	17
PSMB4	ENSG00000159377	151399556	151401941	1
PSMB5	ENSG00000100804	23016543	23035230	14
PSMB6	ENSG00000142507	4796144	4798503	17
PSMB7	ENSG00000136930	124352999	124415476	9
PSMC2	ENSG00000161057	103328570	103370346	7
PSMC3	ENSG00000165916	47418765	47426488	11
PSMC4	ENSG00000281221	246308	256907	HG2021_PATCH
PSMC4	ENSG00000013275	39971162	39981764	19
PSMC5	ENSG00000087191	63827152	63832244	17
PSMC6	ENSG00000100519	52707156	52728590	14
PSMD1	ENSG00000173692	231056845	231173116	2
PSMD10	ENSG00000101843	108084202	108091619	X
PSMD11	ENSG00000108671	32444379	32483319	17
PSMD12	ENSG00000197170	67337916	67366605	17
PSMD13	ENSG00000185627	236966	252986	11
PSMD14	ENSG00000115233	161308414	161411720	2
PSMD2	ENSG00000175166	184299157	184309054	3
PSMD3	ENSG00000108344	39980800	39997960	17
PSMD4	ENSG00000159352	151254709	151267479	1
PSMD5	ENSG00000095261	120815496	120842984	9
PSMD6	ENSG00000163636	64010549	64024010	3
PSMD7	ENSG00000103035	74296809	74306288	16
PSMD8	ENSG00000099341	38374563	38383850	19
PSMD9	ENSG00000110801	121888726	121918297	12
PSME1	ENSG00000284916	437141	439945	HG1_PATCH
PSME1	ENSG00000092010	24136156	24138967	14
PSME3	ENSG00000131467	42824385	42843760	17
PSMF1	ENSG00000125818	1113240	1189415	20
PSMG2	ENSG00000128789	12658043	12728945	18
PSMG3	ENSG00000157778	1567332	1571078	7
PSMG4	ENSG00000180822	3231403	3304020	6
PSPC1	ENSG00000121390	19674752	19783019	13
PTCD1	ENSG00000106246	99416739	99466163	7
PTCD3	ENSG00000132300	86106223	86142157	2
PTDSS1	ENSG00000156471	96261902	96336995	8
PTEN	ENSG00000284792	78462	183684	HG2334_PATCH
PTEN	ENSG00000171862	87862638	87971930	10
PTGES2	ENSG00000148334	128120693	128128462	9
PTGES3	ENSG00000110958	56663338	56688408	12
PTOV1	ENSG00000104960	49850735	49860744	19
PTP4A2	ENSG00000184007	31906421	31944856	1
PTPMT1	ENSG00000110536	47565430	47573461	11
PTPN1	ENSG00000196396	50510321	50585241	20
PTPN11	ENSG00000179295	112418351	112509918	12
PTPN23	ENSG00000076201	47381011	47413442	3
PTRH1	ENSG00000187024	127690348	127724873	9
PTRH2	ENSG00000141378	59674636	59707638	17
PTRHD1	ENSG00000184924	24789728	24793391	2
PUF60	ENSG00000179950	143816344	143830709	8
PUM1	ENSG00000134644	30931505	31065991	1
PUM2	ENSG00000055917	20248691	20352234	2
PURA	ENSG00000185129	140107777	140125619	5
PURB	ENSG00000146676	44876299	44885530	7
PUS3	ENSG00000110060	125893485	125903224	11
PUS7	ENSG00000091127	105439661	105522272	7
PUSL1	ENSG00000169972	1308567	1311677	1
PWP1	ENSG00000136045	107685766	107713462	12
PWP2	ENSG00000241945	44107358	44131181	21
PWWP2A	ENSG00000170234	160061801	160119478	5
PXMP4	ENSG00000101417	33702758	33720319	20
PYCR2	ENSG00000143811	225919397	225924340	1
PYGO2	ENSG00000163348	154957026	154963853	1
PYURF	ENSG00000145337	88520998	88523776	4
QRICH1	ENSG00000198218	49029707	49094545	3
QRSL1	ENSG00000130348	106629572	106668417	6
QSOX1	ENSG00000116260	180154869	180204030	1
QTRT1	ENSG00000213339	10701430	10713437	19
R3HCC1	ENSG00000104679	23270120	23296279	8
R3HDM2	ENSG00000179912	57253762	57431043	12
RAB10	ENSG00000084733	26033481	26138436	2
RAB11A	ENSG00000103769	65726054	65891989	15
RAB11B	ENSG00000185236	8389981	8405873	19
RAB14	ENSG00000119396	121178133	121223014	9
RAB18	ENSG00000099246	27504174	27545117	10
RAB1A	ENSG00000138069	65070696	65130986	2
RAB1B	ENSG00000174903	66268590	66277492	11
RAB21	ENSG00000080371	71754863	71800286	12
RAB22A	ENSG00000124209	58309706	58367507	20
RAB2A	ENSG00000104388	60516936	60623644	8
RAB2B	ENSG00000129472	21459020	21476960	14
RAB3GAP1	ENSG00000115839	135052283	135176667	2
RAB3GAP2	ENSG00000118873	220148293	220272529	1
RAB40C	ENSG00000197562	589007	629273	16
RAB4A	ENSG00000168118	229271062	229305894	1
RAB5A	ENSG00000144566	19947097	19985178	3
RAB5B	ENSG00000111540	55973913	55996683	12
RAB5C	ENSG00000108774	42124976	42155044	17
RAB6A	ENSG00000175582	73675638	73761465	11
RAB7A	ENSG00000075785	128693669	128825942	3
RAB9A	ENSG00000123595	13689122	13710504	X
RABEP1	ENSG00000029725	5282259	5386340	17
RABEPK	ENSG00000136933	125200538	125234161	9
RABGEF1	ENSG00000154710	66682105	66811464	7
RABGGTA	ENSG00000285193	566516	572717	HG1_PATCH
RABGGTA	ENSG00000100949	24265538	24271611	14
RABGGTB	ENSG00000137955	75786188	75795086	1
RAD1	ENSG00000113456	34900072	34918989	5
RAD17	ENSG00000276618	152489	198224	HSCHR5_2_CTG1_1
RAD17	ENSG00000152942	69369293	69414806	5
RAD23B	ENSG00000119318	107283137	107332192	9
RAD50	ENSG00000113522	132556019	132646349	5
RAD51C	ENSG00000108384	58692573	58735611	17
RAF1	ENSG00000132155	12582101	12664201	3
RALA	ENSG00000006451	39623445	39708124	7
RALBP1	ENSG00000017797	9474991	9538114	18
RALY	ENSG00000125970	33993632	34108308	20
RAN	ENSG00000132341	130872037	130877678	12
RANBP1	ENSG00000099901	20115877	20127355	22
RANBP2	ENSG00000153201	108719437	108785810	2
RANBP3	ENSG00000031823	5916139	5978144	19
RANBP6	ENSG00000137040	6011025	6015625	9
RANGAP1	ENSG00000100401	41244779	41286272	22
RANGRF	ENSG00000108961	8288631	8290092	17
RAP1A	ENSG00000116473	111542218	111716691	1
RAPGEF1	ENSG00000107263	131576758	131740117	9
RAPGEF2	ENSG00000109756	159103013	159360174	4
RARS2	ENSG00000146282	87513459	87590028	6
RB1CC1	ENSG00000023287	52622458	52745843	8
RBAK	ENSG00000146587	5045821	5069491	7
