From	To
A0A494C071	ENSG00000278803.3
A0A494C086	ENSG00000230358.6
A0A494C0I6	ENSG00000286224.1
A0A494C0N9	ENSG00000286175.1
A0A494C0Y3	ENSG00000286102.1
A0A494C0Z2	ENSG00000286014.2
A0A494C0Z2	ENSG00000286137.3
A0A494C0Z2	ENSG00000286038.2
A0A494C103	ENSG00000286135.1
A0A494C176	ENSG00000286131.1
A0A494C191	ENSG00000273520.6
A0A494C191	ENSG00000275976.6
A0A494C191	ENSG00000262461.7
A0A494C191	ENSG00000186645.11
A0A494C191	ENSG00000274570.6
A0A494C1R9	ENSG00000238074.6
A0A499FJF3	ENSG00000282168.4
A0A539	ENSG00000211745.3
A0A539	ENSG00000282285.1
A0A576	ENSG00000237702.2
A0A576	ENSG00000282624.1
A0A577	ENSG00000211710.3
A0A578	ENSG00000211734.3
A0A578	ENSG00000282803.1
A0A584	ENSG00000241657.2
A0A589	ENSG00000282543.1
A0A590UJ96	ENSG00000282936.3
A0A590UK10	ENSG00000268861
A0A590UK24	ENSG00000287585.2
A0A590UK83	ENSG00000205704.10
A0A597	ENSG00000211725.3
A0A599	ENSG00000211728.2
A0A599	ENSG00000282098.1
A0A5A2	ENSG00000282054.1
A0A5A6	ENSG00000276597.1
A0A5A6	ENSG00000282242.1
A0A5B0	ENSG00000275743.1
A0A5B0	ENSG00000282252.1
A0A5B6	ENSG00000211753.4
A0A5B6	ENSG00000282812.1
A0A5B7	ENSG00000232869.2
A0A5B7	ENSG00000282628.1
A0A5F9Z9Y6	ENSG00000284225.3
A0A5F9Z9Y6	ENSG00000283716.3
A0A5F9ZGZ6	ENSG00000288136.1
A0A5F9ZH02	ENSG00000288460.1
A0A5F9ZH88	ENSG00000288316.1
A0A5F9ZHH1	ENSG00000284089.3
A0A5F9ZHH1	ENSG00000283742.3
A0A5F9ZHS0	ENSG00000285976.4
A0A5F9ZHS7	ENSG00000268480.4
A0A5H1ZRR4	ENSG00000211687.1
A0A669KAW2	ENSG00000288529.1
A0A669KB60	ENSG00000288570.1
A0A6I8PU40	ENSG00000253352.10
A0A6Q8PFC9	ENSG00000288634.1
A0A6Q8PFD8	ENSG00000288614.1
A0A6Q8PFQ6	ENSG00000288608.1
A0A6Q8PGL7	ENSG00000288645.1
A0A6Q8PGS0	ENSG00000288623.1
A0A6Q8PGZ7	ENSG00000288644.1
A0A6Q8PH20	ENSG00000310517.2
A0A6Q8PHA8	ENSG00000288629.1
A0A6Q8PHR7	ENSG00000288625.1
A0A6Q8PHS2	ENSG00000288626.1
A0A7I2V2S6	ENSG00000288661.1
A0A7I2V3R4	ENSG00000288658.2
A0A7I2V4U8	ENSG00000288654.1
A0A7I2V6D3	ENSG00000288646.1
A0A7P0TAN4	ENSG00000269825.5
A0A7P0TBJ1	ENSG00000230707.3
A0A804HI29	ENSG00000288708.1
A0A804HIB5	ENSG00000288706.1
A0A804HID5	ENSG00000288716.1
A0A804HJP8	ENSG00000288712.1
A0A804HJT0	ENSG00000288715.2
A0A804HLA8	ENSG00000133136.6
A0A8I5KPI3	ENSG00000289325.1
A0A8I5KQE6	ENSG00000288920.2
A0A8I5KTY6	ENSG00000226314.9
A0A8I5KW96	ENSG00000233381.4
A0A8I5KXM2	ENSG00000288841.1
A0A8I5KY20	ENSG00000277200.2
A0A8I5KYS1	ENSG00000289281.1
A0A8I5KYW3	ENSG00000289490.1
A0A8I5QJS6	ENSG00000289360.1
A0A8I5QJV6	ENSG00000288914.1
A0A8I5QKQ9	ENSG00000289282.1
A0A8I5QKY2	ENSG00000289025.1
A0A8Q3SIZ7	ENSG00000289715.1
A0A8Q3WKH5	ENSG00000249467.2
A0A8Q3WLD3	ENSG00000289710.1
A0A8V8TII8	ENSG00000289653.1
A0A8V8TLL3	ENSG00000289747.1
A0A8V8TLY5	ENSG00000289723.1
A0A8V8TMC4	ENSG00000284209.4
A0A8V8TNB9	ENSG00000289760.1
A0A8V8TND5	ENSG00000289761.1
A0A8V8TNH8	ENSG00000233115.5
A0A8V8TPC4	ENSG00000289764.2
A0A8V8TPE2	ENSG00000233132.4
A0A8V8TPP0	ENSG00000289763.1
A0A8V8TPW1	ENSG00000289766.1
A0A8V8TPW5	ENSG00000289767.1
A0A994J3T1	ENSG00000282933.4
A0A994J5G1	ENSG00000284130.2
A0A9L9P0W8	ENSG00000288593.1
A0A9L9PXP3	ENSG00000291303.1
A0A9L9PXS7	ENSG00000291314.1
A0A9L9PY30	ENSG00000291312.1
A0A9L9PY38	ENSG00000291315.1
A0A9L9PY65	ENSG00000291313.1
A0A9L9PY68	ENSG00000291302.1
A0AA34QVV6	ENSG00000292259.1
A0AA34QW00	ENSG00000288678.2
A0AAG2SUK6	ENSG00000276345.1
A0AAG2SUX2	ENSG00000271254.7
A0AAG2SVG9	ENSG00000277630.4
A0AAG2SVT6	ENSG00000277836.1
A0AAG2SWI5	ENSG00000275428.2
A0AAG2SWP8	ENSG00000273748.1
A0AAG2SWV4	ENSG00000273554.4
A0AAG2SXN7	ENSG00000277196.4
A0AAG2SXZ4	ENSG00000277856.1
A0AAG2SYH1	ENSG00000276017.1
A0AAG2T1P6	ENSG00000278633.1
A0AAG2T1W8	ENSG00000276256.1
A0AAG2T1W8	ENSG00000288147.1
A0AAG2T2C3	ENSG00000278704.1
A0AAG2TCD0	ENSG00000284559.2
A0AAG2TCG9	ENSG00000284330.2
A0AAG2TG10	ENSG00000283738.3
A0AAG2TJA1	ENSG00000283864.2
A0AAG2TTM8	ENSG00000288261.1
A0AAG2TTP8	ENSG00000288164.1
A0AAG2TTZ7	ENSG00000288354.1
A0AAG2TU05	ENSG00000288313.1
A0AAG2TU48	ENSG00000288480.1
A0AAG2TU59	ENSG00000288176.1
A0AAG2TU59	ENSG00000288350.1
A0AAG2TU67	ENSG00000288416.1
A0AAG2TU83	ENSG00000288285.1
A0AAG2TU83	ENSG00000288506.1
A0AAG2TU99	ENSG00000288184.1
A0AAG2TU99	ENSG00000288249.1
A0AAG2TUC4	ENSG00000288280.1
A0AAG2TUN3	ENSG00000288440.1
A0AAG2TUP4	ENSG00000288236.1
A0AAG2TUP4	ENSG00000288259.1
A0AAG2TUP4	ENSG00000288180.1
A0AAG2TUQ4	ENSG00000288128.1
A0AAG2TUQ9	ENSG00000288286.1
A0AAG2TUQ9	ENSG00000288270.1
A0AAG2TUS7	ENSG00000288423.1
A0AAG2TUV1	ENSG00000288284.1
A0AAG2TV02	ENSG00000288429.1
A0AAG2TV42	ENSG00000288438.1
A0AAG2TV48	ENSG00000288345.1
A0AAG2TV48	ENSG00000288483.1
A0AAG2TV71	ENSG00000288419.1
A0AAG2TV71	ENSG00000288265.1
A0AAG2TVC3	ENSG00000288336.1
A0AAG2TVE0	ENSG00000288190.1
A0AAG2TVH3	ENSG00000288431.1
A0AAG2TVH8	ENSG00000288432.1
A0AAG2TVH8	ENSG00000288282.1
A0AAG2TVJ1	ENSG00000288517.1
A0AAG2TVR5	ENSG00000288339.1
A0AAG2TVR6	ENSG00000288241.1
A0AAG2TWA4	ENSG00000288319.1
A0AAG2TWI1	ENSG00000288137.1
A0AAG2TWJ7	ENSG00000288202.1
A0AAG2TWV3	ENSG00000288133.1
A0AAG2UUX9	ENSG00000291365.1
A0AAG2UWQ9	ENSG00000292244.1
A0AAG2UXD8	ENSG00000292227.2
A0AAG2UXK7	ENSG00000292228.2
A0AAG2UXS2	ENSG00000292226.2
A0AAG2UXZ5	ENSG00000292234.1
A0AAG2UYG2	ENSG00000292320.1
A0AAQ5BGE0	ENSG00000251545.3
A0AAQ5BGK1	ENSG00000293563.2
A0AAQ5BGL7	ENSG00000293562.1
A0AAQ5BH39	ENSG00000293564.1
A0AAQ5BH44	ENSG00000293565.1
A0AAQ5BHU3	ENSG00000287839.3
A0AAQ5BHX6	ENSG00000293575.1
A0AAQ5BIC9	ENSG00000293584.1
A0AAQ5BID4	ENSG00000204677.14
A0AAQ5BIF5	ENSG00000289731.3
A0AAQ5BIG5	ENSG00000293268.2
A0AAQ5BII1	ENSG00000293253.2
A0ABB0MV19	ENSG00000293606.1
A0ABB0MV24	ENSG00000228372.8
A0ABB0MV27	ENSG00000293662.2
A0ABB0MV46	ENSG00000293661.1
A0ABB0MV48	ENSG00000239268.6
A0ABB0MV50	ENSG00000293663.1
A0ABB0MV52	ENSG00000230399.2
A0ABB0MVD7	ENSG00000251158.2
A0ABB0MVE2	ENSG00000233974.4
A0ABB0MVE3	ENSG00000293689.1
A0ABB0MVE8	ENSG00000206356.6
A0ABB0MVE9	ENSG00000250138.5
A0ABB0MVF2	ENSG00000273957.2
A0ABB0MVG0	ENSG00000215156.6
A0ABB0MVG2	ENSG00000293691.1
A0ABJ7H351	ENSG00000300293.2
A0ABJ7H8I7	ENSG00000310562.1
A0ABJ7HAP4	ENSG00000310558.1
A0AUZ9	ENSG00000144445.18
A0AV02	ENSG00000221955.12
A0AV96	ENSG00000163694.16
A0AVF1	ENSG00000105948.14
A0AVI2	ENSG00000249715.13
A0AVI4	ENSG00000168936.13
A0AVK6	ENSG00000129173.14
A0AVT1	ENSG00000033178.14
A0FGR8	ENSG00000117868.19
A0FGR9	ENSG00000158220.15
A0JD32	ENSG00000211817.2
A0JD36	ENSG00000211821.2
A0JD37	ENSG00000256590.2
A0JLT2	ENSG00000156603.21
A0JNW5	ENSG00000111647.14
A0JP26	ENSG00000278522.5
A0JP26	ENSG00000288142.2
A0MZ66	ENSG00000187164.21
A0N4X2	ENSG00000211849.1
A0N4X5	ENSG00000211855.1
A0N4Z3	ENSG00000211875.1
A0N4Z7	ENSG00000211879.1
A0N4Z8	ENSG00000211880.1
A0PG75	ENSG00000231213.7
A0PJE2	ENSG00000102796.13
A0PJK1	ENSG00000154025.17
A0PJW6	ENSG00000168569.9
A0PJW8	ENSG00000163331.12
A0PJX0	ENSG00000157884.11
A0PJX2	ENSG00000101342.11
A0PJX4	ENSG00000178343.6
A0PJX8	ENSG00000162460.8
A0PJY2	ENSG00000128610.13
A0PJZ3	ENSG00000172986.13
A0PK00	ENSG00000188735.13
A0PK05	ENSG00000187783.12
A0PK11	ENSG00000249581.2
A1A4G5	ENSG00000206535.9
A1A4S6	ENSG00000071205.13
A1A4V9	ENSG00000196118.13
A1A4Y4	ENSG00000237693.6
A1A519	ENSG00000164334.16
A1A580	ENSG00000186980.7
A1A5B4	ENSG00000185101.14
A1A5C7	ENSG00000137266.15
A1A5D9	ENSG00000162069.17
A1E959	ENSG00000109205.18
A1IGU5	ENSG00000183111.13
A1KXE4	ENSG00000152102.19
A1KZ92	ENSG00000147485.14
A1L020	ENSG00000254726.3
A1L0T0	ENSG00000105135.17
A1L157	ENSG00000110900.17
A1L162	ENSG00000204334.8
A1L167	ENSG00000215218.4
A1L167	ENSG00000291747.1
A1L168	ENSG00000215595.3
A1L170	ENSG00000239887.6
A1L188	ENSG00000224877.4
A1L190	ENSG00000217442.4
A1L1A6	ENSG00000216588.10
A1L390	ENSG00000126822.19
A1L3X0	ENSG00000164181.15
A1L429	ENSG00000216649.5
A1L429	ENSG00000227488.3
A1L429	ENSG00000237671.5
A1L443	ENSG00000130950.15
A1L453	ENSG00000185888.6
A1L4H1	ENSG00000179954.16
A1L4K1	ENSG00000186628.13
A1L4L8	ENSG00000173261.9
A1X283	ENSG00000174705.14
A1XBS5	ENSG00000188343.15
A1YPR0	ENSG00000184828.11
A1Z1Q3	ENSG00000172264.19
A2A288	ENSG00000178199.14
A2A2V5	ENSG00000180440.5
A2A2Y4	ENSG00000172159.17
A2A2Z9	ENSG00000230453.11
A2A368	ENSG00000189023.11
A2A3K4	ENSG00000158079.16
A2A3L6	ENSG00000187862.13
A2A3L6	ENSG00000291760.1
A2AJT9	ENSG00000173681.18
A2CJ06	ENSG00000232125.5
A2IDD5	ENSG00000162004.20
A2PYH4	ENSG00000162669.16
A2RRD8	ENSG00000182986.16
A2RRH5	ENSG00000184465.18
A2RRL7	ENSG00000214128.12
A2RRP1	ENSG00000151779.15
A2RTX5	ENSG00000185418.17
A2RTY3	ENSG00000270379.6
A2RTY3	ENSG00000276986.2
A2RU14	ENSG00000150433.11
A2RU30	ENSG00000135426.17
A2RU48	ENSG00000179256.3
A2RU49	ENSG00000188266.14
A2RU54	ENSG00000188816.4
A2RU67	ENSG00000084444.15
A2RUB1	ENSG00000180336.19
A2RUB6	ENSG00000180376.18
A2RUC4	ENSG00000162971.12
A2RUH7	ENSG00000221986.8
A2RUR9	ENSG00000170160.20
A2RUS2	ENSG00000105339.12
A2RUT3	ENSG00000183396.4
A2RUU4	ENSG00000204140.10
A2VCK2	ENSG00000222046.4
A2VDF0	ENSG00000148803.14
A2VDJ0	ENSG00000121210.17
A3KFT3	ENSG00000162727.3
A3KMH1	ENSG00000102763.19
A3KN83	ENSG00000139697.15
A3QJZ7	ENSG00000274764.6
A3QJZ7	ENSG00000282437.2
A3QJZ7	ENSG00000283425.1
A4D0S4	ENSG00000091128.13
A4D0T7	ENSG00000214194.10
A4D0V7	ENSG00000106034.19
A4D126	ENSG00000214960.12
A4D161	ENSG00000188732.12
A4D1B5	ENSG00000186088.17
A4D1E1	ENSG00000182348.7
A4D1E9	ENSG00000105793.17
A4D1F6	ENSG00000240720.10
A4D1P6	ENSG00000105875.16
A4D1S0	ENSG00000188883.6
A4D1S5	ENSG00000146955.12
A4D1T9	ENSG00000165076.14
A4D1U4	ENSG00000257093.7
A4D1U4	ENSG00000262599.5
A4D1Z8	ENSG00000275572.2
A4D256	ENSG00000218305.5
A4D263	ENSG00000164500.7
A4D2B0	ENSG00000214309.6
A4D2G3	ENSG00000221933.3
A4D2H0	ENSG00000271079.1
A4D2H0	ENSG00000285172.1
A4D2P6	ENSG00000215045.9
A4FU01	ENSG00000014914.22
A4FU28	ENSG00000236761.6
A4FU49	ENSG00000214193.12
A4FU69	ENSG00000176927.16
A4GXA9	ENSG00000197774.14
A4IF30	ENSG00000151812.15
A4QMS7	ENSG00000215217.8
A4UGR9	ENSG00000163092.22
A5A3E0	ENSG00000196604.13
A5D6W6	ENSG00000139914.7
A5D6W6	ENSG00000285321.1
A5D8T8	ENSG00000157322.19
A5D8V6	ENSG00000167987.12
A5D8V7	ENSG00000198003.13
A5D8W1	ENSG00000105792.20
A5LHX3	ENSG00000222028.5
A5PKW4	ENSG00000059915.18
A5PL33	ENSG00000133619.19
A5PLK6	ENSG00000121446.20
A5PLL1	ENSG00000189127.9
A5PLL7	ENSG00000240849.12
A5PLN7	ENSG00000109794.15
A5PLN9	ENSG00000113597.19
A5X5Y0	ENSG00000186038.9
A5YKK6	ENSG00000125107.20
A5YM69	ENSG00000213214.7
A5YM72	ENSG00000172508.12
A6BM72	ENSG00000157890.20
A6H8M9	ENSG00000187492.9
A6H8Y1	ENSG00000145734.20
A6H8Y1	ENSG00000273873.4
A6H8Z2	ENSG00000204930.10
A6NC05	ENSG00000164241.14
A6NC42	ENSG00000203909.4
A6NC51	ENSG00000180061.10
A6NC57	ENSG00000181626.12
A6NC62	ENSG00000273313.1
A6NC86	ENSG00000234465.11
A6NC98	ENSG00000168071.22
A6NCC3	ENSG00000206127.11
A6NCE7	ENSG00000258102.5
A6NCF5	ENSG00000185271.9
A6NCF5	ENSG00000291793.1
A6NCI4	ENSG00000175267.16
A6NCI8	ENSG00000187833.8
A6NCI8	ENSG00000291484.1
A6NCJ1	ENSG00000183397.6
A6NCK2	ENSG00000144010.11
A6NCL1	ENSG00000205835.9
A6NCL2	ENSG00000204583.11
A6NCL7	ENSG00000164236.12
A6NCM1	ENSG00000278685.4
A6NCN8	ENSG00000283297.2
A6NCQ9	ENSG00000189051.6
A6NCS4	ENSG00000180053.8
A6NCS6	ENSG00000204128.7
A6NCV1	ENSG00000197706.5
A6NCW0	ENSG00000225327.3
A6NCW7	ENSG00000236125.3
A6ND01	ENSG00000183560.10
A6ND36	ENSG00000188522.17
A6ND48	ENSG00000189181.7
A6ND91	ENSG00000204653.11
A6NDA9	ENSG00000204033.10
A6NDB9	ENSG00000288318.1
A6NDD5	ENSG00000183379.10
A6NDE4	ENSG00000242875.7
A6NDE8	ENSG00000224902.6
A6NDG6	ENSG00000184207.9
A6NDH6	ENSG00000233412.6
A6NDI0	ENSG00000182053.13
A6NDK9	ENSG00000167195.8
A6NDL8	ENSG00000205327.3
A6NDN3	ENSG00000215186.8
A6NDP7	ENSG00000185105.6
A6NDS4	ENSG00000274808.6
A6NDU8	ENSG00000205765.11
A6NDV4	ENSG00000137103.21
A6NDY0	ENSG00000205022.9
A6NDY2	ENSG00000285950.2
A6NDZ8	ENSG00000205718.10
A6NE01	ENSG00000185958.11
A6NE02	ENSG00000204347.4
A6NE52	ENSG00000179698.14
A6NE82	ENSG00000182315.10
A6NED2	ENSG00000166965.15
A6NEE1	ENSG00000175985.11
A6NEF3	ENSG00000184206.13
A6NEH6	ENSG00000284701.1
A6NEK1	ENSG00000205784.5
A6NEL2	ENSG00000186212.4
A6NEM1	ENSG00000197978.10
A6NEM1	ENSG00000274320.2
A6NEN9	ENSG00000204165.6
A6NEQ0	ENSG00000242389.9
A6NEQ2	ENSG00000182103.5
A6NER0	ENSG00000275954.6
A6NER3	ENSG00000224659.3
A6NES4	ENSG00000185038.15
A6NET4	ENSG00000206536.1
A6NEV1	ENSG00000206260.4
A6NF34	ENSG00000274209.7
A6NF36	ENSG00000166329.3
A6NF83	ENSG00000185290.4
A6NF89	ENSG00000188324.4
A6NFA0	ENSG00000187791.13
A6NFA1	ENSG00000269113.5
A6NFC5	ENSG00000204278.15
A6NFD8	ENSG00000187821.9
A6NFE2	ENSG00000165935.10
A6NFE3	ENSG00000185055.12
A6NFH5	ENSG00000197416.6
A6NFI3	ENSG00000205903.8
A6NFK2	ENSG00000204928.3
A6NFN3	ENSG00000167281.21
A6NFN9	ENSG00000206199.11
A6NFQ2	ENSG00000170379.21
A6NFQ7	ENSG00000204595.3
A6NFR6	ENSG00000204661.10
A6NFT4	ENSG00000186710.13
A6NFU0	ENSG00000214447.6
A6NFU8	ENSG00000183571.12
A6NFX1	ENSG00000205639.12
A6NFY4	ENSG00000189362.13
A6NFY7	ENSG00000205138.4
A6NFZ4	ENSG00000203795.3
A6NG13	ENSG00000205301.12
A6NGA9	ENSG00000187806.9
A6NGB0	ENSG00000206140.12
A6NGB7	ENSG00000188051.7
A6NGB9	ENSG00000122574.13
A6NGC4	ENSG00000185561.10
A6NGC4	ENSG00000275246.2
A6NGD5	ENSG00000204532.9
A6NGE4	ENSG00000226372.4
A6NGE7	ENSG00000183463.7
A6NGG8	ENSG00000179270.7
A6NGH7	ENSG00000203952.11
A6NGH8	ENSG00000157999.6
A6NGJ6	ENSG00000204450.9
A6NGK3	ENSG00000215274.6
A6NGN4	ENSG00000276299.5
A6NGN4	ENSG00000229571.7
A6NGN4	ENSG00000280267.7
A6NGN4	ENSG00000282566.2
A6NGN4	ENSG00000281987.2
A6NGN4	ENSG00000283348.2
A6NGN4	ENSG00000283216.2
A6NGN9	ENSG00000142549.10
A6NGQ2	ENSG00000203907.10
A6NGR9	ENSG00000204839.9
A6NGR9	ENSG00000277781.2
A6NGS2	ENSG00000204978.3
A6NGY1	ENSG00000172969.8
A6NGY3	ENSG00000187658.7
A6NGY5	ENSG00000280021.3
A6NGZ8	ENSG00000203870.6
A6NH00	ENSG00000177462.9
A6NH11	ENSG00000182327.8
A6NH21	ENSG00000184716.14
A6NH52	ENSG00000166676.18
A6NH57	ENSG00000141748.13
A6NHA9	ENSG00000185926.1
A6NHC0	ENSG00000203697.13
A6NHG4	ENSG00000099974.9
A6NHG4	ENSG00000275758.2
A6NHG9	ENSG00000236032.3
A6NHJ4	ENSG00000197385.7
A6NHL2	ENSG00000178462.12
A6NHN0	ENSG00000182447.4
A6NHN6	ENSG00000196436.9
A6NHP3	ENSG00000205238.12
A6NHP3	ENSG00000173678.15
A6NHQ2	ENSG00000188573.8
A6NHQ4	ENSG00000277303.2
A6NHQ4	ENSG00000273604.2
A6NHR9	ENSG00000101596.18
A6NHS7	ENSG00000205693.4
A6NHT5	ENSG00000188620.11
A6NHX0	ENSG00000274070.2
A6NHY2	ENSG00000189045.16
A6NHZ5	ENSG00000185028.4
A6NI03	ENSG00000189253.8
A6NI15	ENSG00000151379.4
A6NI28	ENSG00000165895.19
A6NI47	ENSG00000222036.8
A6NI56	ENSG00000197599.13
A6NI61	ENSG00000187616.5
A6NI73	ENSG00000187116.15
A6NI73	ENSG00000278355.4
A6NI73	ENSG00000274914.4
A6NI73	ENSG00000274113.4
A6NI73	ENSG00000275404.4
A6NI79	ENSG00000198624.14
A6NI86	ENSG00000278662.6
A6NI87	ENSG00000204659.5
A6NI87	ENSG00000283718.2
A6NIH7	ENSG00000175970.13
A6NIJ5	ENSG00000233295.3
A6NIJ9	ENSG00000184954.4
A6NIK2	ENSG00000204950.4
A6NIM6	ENSG00000188991.3
A6NIN4	ENSG00000179859.10
A6NIR3	ENSG00000172650.15
A6NIV6	ENSG00000188306.7
A6NIX2	ENSG00000142279.14
A6NIY4	ENSG00000170092.15
A6NJ08	ENSG00000237247.6
A6NJ46	ENSG00000165066.13
A6NJ64	ENSG00000234719.9
A6NJ69	ENSG00000182700.5
A6NJ78	ENSG00000169519.22
A6NJB7	ENSG00000188368.12
A6NJG2	ENSG00000187808.5
A6NJG6	ENSG00000186103.5
A6NJI1	ENSG00000173237.5
A6NJI9	ENSG00000205858.10
A6NJJ6	ENSG00000188032.10
A6NJJ6	ENSG00000288239.1
A6NJL1	ENSG00000197213.11
A6NJQ4	ENSG00000285937.1
A6NJT0	ENSG00000164853.9
A6NJU9	ENSG00000198064.16
A6NJV1	ENSG00000173557.15
A6NJW4	ENSG00000204913.7
A6NJW9	ENSG00000254126.8
A6NJY4	ENSG00000263429.4
A6NJZ3	ENSG00000205328.3
A6NJZ7	ENSG00000183246.8
A6NK02	ENSG00000250374.5
A6NK06	ENSG00000102794.11
A6NK44	ENSG00000171433.12
A6NK53	ENSG00000159915.14
A6NK58	ENSG00000175536.7
A6NK59	ENSG00000239388.10
A6NK75	ENSG00000197360.9
A6NK89	ENSG00000189431.8
A6NKB5	ENSG00000135749.21
A6NKC0	ENSG00000285975.1
A6NKC9	ENSG00000183476.13
A6NKD2	ENSG00000168757.13
A6NKD9	ENSG00000205476.9
A6NKF2	ENSG00000205143.6
A6NKF7	ENSG00000205116.4
A6NKG5	ENSG00000254656.3
A6NKK0	ENSG00000231192.3
A6NKL6	ENSG00000206432.5
A6NKN8	ENSG00000248485.3
A6NKP2	ENSG00000183921.8
A6NKQ9	ENSG00000267631.5
A6NKT7	ENSG00000153165.19
A6NKU9	ENSG00000214300.8
A6NKW6	ENSG00000145642.12
A6NKX4	ENSG00000259803.8
A6NL08	ENSG00000187857.5
A6NL26	ENSG00000198283.3
A6NL82	ENSG00000186973.12
A6NL88	ENSG00000187902.13
A6NLC5	ENSG00000187068.3
A6NLC8	ENSG00000284373.1
A6NLE4	ENSG00000185662.11
A6NLI5	ENSG00000214891.9
A6NLJ0	ENSG00000205502.5
A6NLP5	ENSG00000172425.13
A6NLU0	ENSG00000223638.5
A6NLU5	ENSG00000187135.9
A6NLW8	ENSG00000258873.3
A6NLX3	ENSG00000183318.12
A6NLX4	ENSG00000185863.8
A6NM03	ENSG00000188124.4
A6NM10	ENSG00000185176.13
A6NM11	ENSG00000238083.10
A6NM28	ENSG00000189420.10
A6NM36	ENSG00000206422.3
A6NM45	ENSG00000185758.9
A6NM62	ENSG00000162621.7
A6NM76	ENSG00000185821.3
A6NMA1	ENSG00000204025.8
A6NMB9	ENSG00000261308.5
A6NMD0	ENSG00000244242.3
A6NMD2	ENSG00000179938.13
A6NMD2	ENSG00000278119.1
A6NMK7	ENSG00000187959.9
A6NMK8	ENSG00000204767.4
A6NML5	ENSG00000186329.10
A6NMN3	ENSG00000172538.7
A6NMS3	ENSG00000196098.2
A6NMS7	ENSG00000176681.15
A6NMT0	ENSG00000109851.7
A6NMX2	ENSG00000175766.14
A6NMZ2	ENSG00000188817.8
A6NMZ5	ENSG00000292249.1
A6NMZ7	ENSG00000206384.11
A6NN14	ENSG00000196350.9
A6NN90	ENSG00000284308.2
A6NN92	ENSG00000203733.6
A6NNA5	ENSG00000165606.11
A6NNB3	ENSG00000206013.2
A6NND4	ENSG00000171561.4
A6NNE9	ENSG00000183654.9
A6NNF4	ENSG00000213967.12
A6NNJ1	ENSG00000285607.1
A6NNL0	ENSG00000188199.11
A6NNL5	ENSG00000189227.6
A6NNM3	ENSG00000274600.2
A6NNM8	ENSG00000213471.10
A6NNN8	ENSG00000166558.12
A6NNP5	ENSG00000242715.8
A6NNS2	ENSG00000184544.12
A6NNT2	ENSG00000205832.8
A6NNV3	ENSG00000185040.14
A6NNW6	ENSG00000188316.17
A6NNX1	ENSG00000178796.13
A6NNY8	ENSG00000273820.2
A6NNZ2	ENSG00000173213.11
A6NP11	ENSG00000182111.9
A6NP61	ENSG00000189167.12
A6PVI3	ENSG00000170935.9
A6PVL3	ENSG00000162456.10
A6PVS8	ENSG00000162620.16
A6PVY3	ENSG00000197520.12
A6QL63	ENSG00000151136.15
A6QL64	ENSG00000135976.21
A6QL64	ENSG00000291582.1
A6XGL0	ENSG00000250067.13
A7E2F4	ENSG00000175265.20
A7E2S9	ENSG00000163046.16
A7E2U8	ENSG00000205129.10
A7E2V4	ENSG00000214655.11
A7E2Y1	ENSG00000078814.20
A7KAX9	ENSG00000134909.19
A7MBM2	ENSG00000140323.7
A7MCY6	ENSG00000198933.12
A7MD48	ENSG00000139767.11
A7XYQ1	ENSG00000112320.13
A8CG34	ENSG00000272391.7
A8K0R7	ENSG00000022976.17
A8K0S8	ENSG00000188013.7
A8K0Z3	ENSG00000181404.18
A8K2U0	ENSG00000166535.20
A8K4G0	ENSG00000178789.10
A8K4G0	ENSG00000291919.1
A8K5M9	ENSG00000188277.10
A8K7I4	ENSG00000016490.17
A8K830	ENSG00000214290.9
A8K855	ENSG00000203965.14
A8K8P3	ENSG00000198089.17
A8K8V0	ENSG00000197162.11
A8K979	ENSG00000196678.15
A8MPS7	ENSG00000161179.15
A8MPX8	ENSG00000183977.14
A8MPY1	ENSG00000183185.10
A8MQ03	ENSG00000197191.7
A8MQ14	ENSG00000267041.6
A8MQ27	ENSG00000214357.10
A8MQT2	ENSG00000215252.13
A8MRT5	ENSG00000243716.13
A8MSI8	ENSG00000232859.11
A8MT33	ENSG00000205078.6
A8MT65	ENSG00000214029.7
A8MT69	ENSG00000169689.16
A8MT70	ENSG00000169064.14
A8MTA8	ENSG00000215187.13
A8MTB9	ENSG00000213822.7
A8MTJ3	ENSG00000214415.4
A8MTJ6	ENSG00000214336.5
A8MTL0	ENSG00000214681.4
A8MTL3	ENSG00000215277.10
A8MTL9	ENSG00000221887.6
A8MTQ0	ENSG00000214513.4
A8MTT3	ENSG00000218739.11
A8MTY0	ENSG00000196081.10
A8MTY7	ENSG00000180386.8
A8MTY7	ENSG00000262221.1
A8MTZ0	ENSG00000214413.10
A8MTZ7	ENSG00000214700.6
A8MU46	ENSG00000214872.9
A8MU93	ENSG00000256806.6
A8MUK1	ENSG00000227140.3
A8MUM7	ENSG00000249861.4
A8MUP2	ENSG00000214756.9
A8MUP6	ENSG00000214978.8
A8MUV8	ENSG00000214652.8
A8MUX0	ENSG00000212657.2
A8MUX0	ENSG00000263186.1
A8MUX0	ENSG00000292043.1
A8MUZ8	ENSG00000215372.6
A8MV23	ENSG00000253309.7
A8MV24	ENSG00000275489.2
A8MV24	ENSG00000276913.2
A8MV65	ENSG00000206538.10
A8MV81	ENSG00000214511.4
A8MVA2	ENSG00000212659.2
A8MVA2	ENSG00000263263.1
A8MVS5	ENSG00000214212.10
A8MVW0	ENSG00000161682.16
A8MVW5	ENSG00000188175.11
