From	Entry	Entry Name	Protein names	Gene Names	Organism	Length	Reviewed
ENSG00000064995	Q15544	TAF11_HUMAN	Transcription initiation factor TFIID subunit 11 (TFIID subunit p30-beta) (Transcription initiation factor TFIID 28 kDa subunit) (TAF(II)28) (TAFII-28) (TAFII28)	TAF11 TAF2I PRO2134	Homo sapiens (Human)	211	reviewed
ENSG00000064999	Q92625	ANS1A_HUMAN	Ankyrin repeat and SAM domain-containing protein 1A (Odin)	ANKS1A ANKS1 KIAA0229 ODIN	Homo sapiens (Human)	1134	reviewed
ENSG00000065150	O00410	IPO5_HUMAN	Importin-5 (Imp5) (Importin subunit beta-3) (Karyopherin beta-3) (Ran-binding protein 5) (RanBP5)	IPO5 KPNB3 RANBP5	Homo sapiens (Human)	1097	reviewed
ENSG00000065427	Q15046	SYK_HUMAN	Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	KARS1 KARS KIAA0070	Homo sapiens (Human)	597	reviewed
ENSG00000065491	Q9NU19	TB22B_HUMAN	TBC1 domain family member 22B	TBC1D22B C6orf197	Homo sapiens (Human)	505	reviewed
ENSG00000065518	O95168	NDUB4_HUMAN	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 (Complex I-B15) (CI-B15) (NADH-ubiquinone oxidoreductase B15 subunit)	NDUFB4	Homo sapiens (Human)	129	reviewed
ENSG00000065526	Q96T58	MINT_HUMAN	Msx2-interacting protein (SMART/HDAC1-associated repressor protein) (SPEN homolog)	SPEN KIAA0929 MINT SHARP	Homo sapiens (Human)	3664	reviewed
ENSG00000065548	Q8WU90	ZC3HF_HUMAN	Zinc finger CCCH domain-containing protein 15 (DRG family-regulatory protein 1) (Likely ortholog of mouse immediate early response erythropoietin 4)	ZC3H15 DFRP1 LEREPO4 HSPC303 HT010 MSTP012 PP730	Homo sapiens (Human)	426	reviewed
ENSG00000065970	Q9P0K8	FOXJ2_HUMAN	Forkhead box protein J2 (Fork head homologous X)	FOXJ2 FHX	Homo sapiens (Human)	574	reviewed
ENSG00000065978	P67809	YBOX1_HUMAN	Y-box-binding protein 1 (YB-1) (CCAAT-binding transcription factor I subunit A) (CBF-A) (DNA-binding protein B) (DBPB) (Enhancer factor I subunit A) (EFI-A) (Nuclease-sensitive element-binding protein 1) (Y-box transcription factor)	YBX1 NSEP1 YB1	Homo sapiens (Human)	324	reviewed
ENSG00000066027	Q15172	2A5A_HUMAN	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform (PP2A B subunit isoform B'-alpha) (PP2A B subunit isoform B56-alpha) (PP2A B subunit isoform PR61-alpha) (PR61alpha) (PP2A B subunit isoform R5-alpha)	PPP2R5A	Homo sapiens (Human)	486	reviewed
ENSG00000066044	Q15717	ELAV1_HUMAN	ELAV-like protein 1 (Hu-antigen R) (HuR)	ELAVL1 HUR	Homo sapiens (Human)	326	reviewed
ENSG00000066136	Q13952	NFYC_HUMAN	Nuclear transcription factor Y subunit gamma (CAAT box DNA-binding protein subunit C) (Nuclear transcription factor Y subunit C) (NF-YC) (Transactivator HSM-1/2)	NFYC	Homo sapiens (Human)	458	reviewed
ENSG00000066322	Q9BW60	ELOV1_HUMAN	Very long chain fatty acid elongase 1 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL1) (ELOVL fatty acid elongase 1) (ELOVL FA elongase 1) (Elongation of very long chain fatty acids protein 1) (Very long chain 3-ketoacyl-CoA synthase 1) (Very long chain 3-oxoacyl-CoA synthase 1)	ELOVL1 SSC1 CGI-88	Homo sapiens (Human)	279	reviewed
ENSG00000066455	Q8TBA6	GOGA5_HUMAN	Golgin subfamily A member 5 (Cell proliferation-inducing gene 31 protein) (Golgin-84) (Protein Ret-II) (RET-fused gene 5 protein)	GOLGA5 RETII RFG5 PIG31	Homo sapiens (Human)	731	reviewed
ENSG00000067167	Q15629	TRAM1_HUMAN	Translocating chain-associated membrane protein 1 (Protein TRAM1)	TRAM1 TRAM	Homo sapiens (Human)	374	reviewed
ENSG00000067248	Q7Z478	DHX29_HUMAN	ATP-dependent RNA helicase DHX29 (EC 3.6.4.13) (DEAH box protein 29) (Nucleic acid helicase DDXx)	DHX29 DDX29	Homo sapiens (Human)	1369	reviewed
ENSG00000067560	P61586	RHOA_HUMAN	Transforming protein RhoA (EC 3.6.5.2) (Rho cDNA clone 12) (h12)	RHOA ARH12 ARHA RHO12	Homo sapiens (Human)	193	reviewed
ENSG00000067829	P51553	IDH3G_HUMAN	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (Isocitric dehydrogenase subunit gamma) (NAD(+)-specific ICDH subunit gamma)	IDH3G	Homo sapiens (Human)	393	reviewed
ENSG00000068028	Q9NS23	RASF1_HUMAN	Ras association domain-containing protein 1	RASSF1 RDA32	Homo sapiens (Human)	344	reviewed
ENSG00000068120	Q13057	COASY_HUMAN	Bifunctional coenzyme A synthase (CoA synthase) (NBP) (POV-2) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT); Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)]	COASY PSEC0106	Homo sapiens (Human)	564	reviewed
ENSG00000068308	Q96G74	OTUD5_HUMAN	OTU domain-containing protein 5 (EC 3.4.19.12) (Deubiquitinating enzyme A) (DUBA)	OTUD5	Homo sapiens (Human)	571	reviewed
ENSG00000068323	P19532	TFE3_HUMAN	Transcription factor E3 (Class E basic helix-loop-helix protein 33) (bHLHe33)	TFE3 BHLHE33	Homo sapiens (Human)	575	reviewed
ENSG00000068394	Q92917	GPKOW_HUMAN	G-patch domain and KOW motifs-containing protein (G-patch domain-containing protein 5) (Protein MOS2 homolog) (Protein T54)	GPKOW GPATC5 GPATCH5 T54	Homo sapiens (Human)	476	reviewed
ENSG00000068697	Q15012	LAP4A_HUMAN	Lysosomal-associated transmembrane protein 4A (Golgi 4-transmembrane-spanning transporter MTP)	LAPTM4A KIAA0108 LAPTM4 MBNT MTRP UNQ1846/PRO3574	Homo sapiens (Human)	233	reviewed
ENSG00000068745	Q9UHH9	IP6K2_HUMAN	Inositol hexakisphosphate kinase 2 (InsP6 kinase 2) (InsP6K2) (EC 2.7.4.-) (P(i)-uptake stimulator) (PiUS)	IP6K2 IHPK2 TCCCIA00113	Homo sapiens (Human)	426	reviewed
ENSG00000068903	Q8IXJ6	SIR2_HUMAN	NAD-dependent protein deacetylase sirtuin-2 (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-2) (EC 2.3.1.-) (NAD-dependent protein defatty-acylase sirtuin-2) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2)	SIRT2 SIR2L SIR2L2	Homo sapiens (Human)	389	reviewed
ENSG00000068912	Q96DZ1	ERLEC_HUMAN	Endoplasmic reticulum lectin 1 (ER lectin) (Erlectin) (XTP3-transactivated gene B protein)	ERLEC1 C2orf30 XTP3TPB UNQ1878/PRO4321	Homo sapiens (Human)	483	reviewed
ENSG00000068971	Q15173	2A5B_HUMAN	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform (PP2A B subunit isoform B'-beta) (PP2A B subunit isoform B56-beta) (PP2A B subunit isoform PR61-beta) (PP2A B subunit isoform R5-beta)	PPP2R5B	Homo sapiens (Human)	497	reviewed
ENSG00000069248	Q8WUM0	NU133_HUMAN	Nuclear pore complex protein Nup133 (133 kDa nucleoporin) (Nucleoporin Nup133)	NUP133	Homo sapiens (Human)	1156	reviewed
ENSG00000069275	Q9H1E3	NUCKS_HUMAN	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 (P1)	NUCKS1 NUCKS JC7	Homo sapiens (Human)	243	reviewed
ENSG00000069345	O60884	DNJA2_HUMAN	DnaJ homolog subfamily A member 2 (Cell cycle progression restoration gene 3 protein) (Dnj3) (Dj3) (HIRA-interacting protein 4) (Renal carcinoma antigen NY-REN-14)	DNAJA2 CPR3 HIRIP4	Homo sapiens (Human)	412	reviewed
ENSG00000070047	Q9P1Y6	PHRF1_HUMAN	PHD and RING finger domain-containing protein 1	PHRF1 KIAA1542	Homo sapiens (Human)	1649	reviewed
ENSG00000070423	Q9BV68	RN126_HUMAN	E3 ubiquitin-protein ligase RNF126 (EC 2.3.2.27) (RING finger protein 126)	RNF126	Homo sapiens (Human)	311	reviewed
ENSG00000070610	Q9HCG7	GBA2_HUMAN	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45) (Beta-glucocerebrosidase 2) (Beta-glucosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (EC 2.4.1.-) (Cholesteryl-beta-glucosidase GBA2) (EC 3.2.1.-) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (EC 3.2.1.46) (Non-lysosomal glycosylceramidase)	GBA2 KIAA1605 SPG46 AD035	Homo sapiens (Human)	927	reviewed
ENSG00000070614	P52848	NDST1_HUMAN	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 (Glucosaminyl N-deacetylase/N-sulfotransferase 1) (NDST-1) (N-heparan sulfate sulfotransferase 1) (N-HSST 1) ([Heparan sulfate]-glucosamine N-sulfotransferase 1) (HSNST 1) [Includes: Heparan sulfate N-deacetylase 1 (EC 3.5.1.-); Heparan sulfate N-sulfotransferase 1 (EC 2.8.2.8)]	NDST1 HSST HSST1	Homo sapiens (Human)	882	reviewed
ENSG00000070756	P11940	PABP1_HUMAN	Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1)	PABPC1 PAB1 PABP PABP1 PABPC2	Homo sapiens (Human)	636	reviewed
ENSG00000070770	P19784	CSK22_HUMAN	Casein kinase II subunit alpha' (CK II alpha') (EC 2.7.11.1)	CSNK2A2 CK2A2	Homo sapiens (Human)	350	reviewed
ENSG00000070785	Q9NR50	EI2BG_HUMAN	Translation initiation factor eIF2B subunit gamma (eIF2B GDP-GTP exchange factor subunit gamma)	EIF2B3	Homo sapiens (Human)	452	reviewed
ENSG00000070831	P60953	CDC42_HUMAN	Cell division control protein 42 homolog (EC 3.6.5.2) (G25K GTP-binding protein)	CDC42	Homo sapiens (Human)	191	reviewed
ENSG00000071082	P62899	RL31_HUMAN	Large ribosomal subunit protein eL31 (60S ribosomal protein L31)	RPL31	Homo sapiens (Human)	125	reviewed
ENSG00000071462	O43709	BUD23_HUMAN	18S rRNA (guanine-N(7))-methyltransferase (EC 2.1.1.-) (Bud site selection protein 23 homolog) (Metastasis-related methyltransferase 1) (Williams-Beuren syndrome chromosomal region 22 protein) (rRNA methyltransferase and ribosome maturation factor)	BUD23 MERM1 WBSCR22 HUSSY-03 PP3381	Homo sapiens (Human)	281	reviewed
ENSG00000071537	Q9UBV2	SE1L1_HUMAN	Protein sel-1 homolog 1 (Suppressor of lin-12-like protein 1) (Sel-1L)	SEL1L TSA305 UNQ128/PRO1063	Homo sapiens (Human)	794	reviewed
ENSG00000071553	Q15904	VAS1_HUMAN	V-type proton ATPase subunit S1 (V-ATPase subunit S1) (Protein XAP-3) (V-ATPase Ac45 subunit) (V-ATPase S1 accessory protein) (Vacuolar proton pump subunit S1)	ATP6AP1 ATP6IP1 ATP6S1 VATPS1 XAP3	Homo sapiens (Human)	470	reviewed
ENSG00000071859	Q14320	FA50A_HUMAN	Protein FAM50A (Protein HXC-26) (Protein XAP-5)	FAM50A DXS9928E HXC26 XAP5	Homo sapiens (Human)	339	reviewed
ENSG00000072062	P17612	KAPCA_HUMAN	cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)	PRKACA PKACA	Homo sapiens (Human)	351	reviewed
ENSG00000072364	Q9UHB7	AFF4_HUMAN	AF4/FMR2 family member 4 (ALL1-fused gene from chromosome 5q31 protein) (Protein AF-5q31) (Major CDK9 elongation factor-associated protein)	AFF4 AF5Q31 MCEF HSPC092	Homo sapiens (Human)	1163	reviewed
ENSG00000072501	Q14683	SMC1A_HUMAN	Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Sb1.8)	SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1	Homo sapiens (Human)	1233	reviewed
ENSG00000073921	Q13492	PICAL_HUMAN	Phosphatidylinositol-binding clathrin assembly protein (Clathrin assembly lymphoid myeloid leukemia protein)	PICALM CALM	Homo sapiens (Human)	652	reviewed
ENSG00000074071	P82930	RT34_HUMAN	Small ribosomal subunit protein mS34 (28S ribosomal protein S34, mitochondrial) (MRP-S34) (S34mt)	MRPS34	Homo sapiens (Human)	218	reviewed
ENSG00000074201	P54105	ICLN_HUMAN	Methylosome subunit pICln (Chloride channel, nucleotide sensitive 1A) (Chloride conductance regulatory protein ICln) (I(Cln)) (Chloride ion current inducer protein) (ClCI) (Reticulocyte pICln)	CLNS1A CLCI ICLN	Homo sapiens (Human)	237	reviewed
ENSG00000074695	P49257	LMAN1_HUMAN	Protein ERGIC-53 (ER-Golgi intermediate compartment 53 kDa protein) (Gp58) (Intracellular mannose-specific lectin MR60) (Lectin mannose-binding 1)	LMAN1 ERGIC53 F5F8D	Homo sapiens (Human)	510	reviewed
ENSG00000074800	P06733	ENOA_HUMAN	Alpha-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (C-myc promoter-binding protein) (Enolase 1) (MBP-1) (MPB-1) (Non-neural enolase) (NNE) (Phosphopyruvate hydratase) (Plasminogen-binding protein)	ENO1 ENO1L1 MBPB1 MPB1	Homo sapiens (Human)	434	reviewed
ENSG00000074842	Q969H8	MYDGF_HUMAN	Myeloid-derived growth factor (MYDGF)	MYDGF C19orf10	Homo sapiens (Human)	173	reviewed
ENSG00000075415	Q00325	S25A3_HUMAN	Solute carrier family 25 member 3 (Phosphate carrier protein, mitochondrial) (Phosphate transport protein) (PTP)	SLC25A3 PHC OK/SW-cl.48	Homo sapiens (Human)	362	reviewed
ENSG00000075568	Q92545	TM131_HUMAN	Transmembrane protein 131 (Protein RW1)	TMEM131 KIAA0257 RW1	Homo sapiens (Human)	1883	reviewed
ENSG00000075785	P51149	RAB7A_HUMAN	Ras-related protein Rab-7a (EC 3.6.5.2)	RAB7A RAB7	Homo sapiens (Human)	207	reviewed
ENSG00000075856	Q15020	SART3_HUMAN	Spliceosome associated factor 3, U4/U6 recycling protein (Squamous cell carcinoma antigen recognized by T-cells 3) (SART-3) (Tat-interacting protein of 110 kDa) (Tip110) (p110 nuclear RNA-binding protein)	SART3 KIAA0156 TIP110	Homo sapiens (Human)	963	reviewed
ENSG00000075975	Q9H000	MKRN2_HUMAN	E3 ubiquitin-protein ligase makorin-2 (EC 2.3.2.27) (RING finger protein 62) (RING-type E3 ubiquitin transferase makorin-2)	MKRN2 RNF62 HSPC070	Homo sapiens (Human)	416	reviewed
ENSG00000076685	P49902	5NTC_HUMAN	Cytosolic purine 5'-nucleotidase (EC 3.1.3.5) (EC 3.1.3.99) (Cytosolic 5'-nucleotidase II) (cN-II) (Cytosolic IMP/GMP-specific 5'-nucleotidase) (Cytosolic nucleoside phosphotransferase 5'N) (EC 2.7.1.77) (High Km 5'-nucleotidase)	NT5C2 NT5B NT5CP PNT5	Homo sapiens (Human)	561	reviewed
ENSG00000077147	Q9HD45	TM9S3_HUMAN	Transmembrane 9 superfamily member 3 (EP70-P-iso) (SM-11044-binding protein)	TM9SF3 SMBP UNQ245/PRO282	Homo sapiens (Human)	589	reviewed
ENSG00000077312	P09012	SNRPA_HUMAN	U1 small nuclear ribonucleoprotein A (U1 snRNP A) (U1-A) (U1A)	SNRPA	Homo sapiens (Human)	282	reviewed
ENSG00000077454	O75427	LRCH4_HUMAN	Leucine-rich repeat and calponin homology domain-containing protein 4 (Leucine-rich repeat neuronal protein 4) (Leucine-rich neuronal protein)	LRCH4 LRN LRRN1 LRRN4	Homo sapiens (Human)	683	reviewed
ENSG00000077721	P49459	UBE2A_HUMAN	Ubiquitin-conjugating enzyme E2 A (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme A) (RAD6 homolog A) (HR6A) (hHR6A) (Ubiquitin carrier protein A) (Ubiquitin-protein ligase A)	UBE2A RAD6A	Homo sapiens (Human)	152	reviewed
ENSG00000078061	P10398	ARAF_HUMAN	Serine/threonine-protein kinase A-Raf (EC 2.7.11.1) (Proto-oncogene A-Raf) (Proto-oncogene A-Raf-1) (Proto-oncogene Pks)	ARAF ARAF1 PKS PKS2	Homo sapiens (Human)	606	reviewed
ENSG00000078140	P61086	UBE2K_HUMAN	Ubiquitin-conjugating enzyme E2 K (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme K) (Huntingtin-interacting protein 2) (HIP-2) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-25 kDa) (Ubiquitin-conjugating enzyme E2(25K)) (Ubiquitin-conjugating enzyme E2-25K) (Ubiquitin-protein ligase)	UBE2K HIP2 LIG	Homo sapiens (Human)	200	reviewed
ENSG00000078304	Q13362	2A5G_HUMAN	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform (PP2A B subunit isoform B'-gamma) (PP2A B subunit isoform B56-gamma) (PP2A B subunit isoform PR61-gamma) (PP2A B subunit isoform R5-gamma) (Renal carcinoma antigen NY-REN-29)	PPP2R5C KIAA0044	Homo sapiens (Human)	524	reviewed
ENSG00000078369	P62873	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Transducin beta chain 1)	GNB1	Homo sapiens (Human)	340	reviewed
ENSG00000078668	Q9Y277	VDAC3_HUMAN	Non-selective voltage-gated ion channel VDAC3 (VDAC-3) (hVDAC3) (Outer mitochondrial membrane protein porin 3)	VDAC3	Homo sapiens (Human)	283	reviewed
ENSG00000078674	Q15154	PCM1_HUMAN	Pericentriolar material 1 protein (PCM-1) (hPCM-1)	PCM1	Homo sapiens (Human)	2024	reviewed
ENSG00000078747	Q96J02	ITCH_HUMAN	E3 ubiquitin-protein ligase Itchy homolog (Itch) (EC 2.3.2.26) (Atrophin-1-interacting protein 4) (AIP4) (HECT-type E3 ubiquitin transferase Itchy homolog) (NFE2-associated polypeptide 1) (NAPP1)	ITCH	Homo sapiens (Human)	903	reviewed
ENSG00000078902	Q9H0E2	TOLIP_HUMAN	Toll-interacting protein	TOLLIP	Homo sapiens (Human)	274	reviewed
ENSG00000079246	P13010	XRCC5_HUMAN	DNA repair protein Ku80 (EC 4.2.99.18) (EC 5.6.2.4) (86 kDa subunit of Ku antigen) (ATP-dependent DNA helicase 2 subunit 2) (ATP-dependent DNA helicase II 80 kDa subunit) (CTC box-binding factor 85 kDa subunit) (CTC85) (CTCBF) (DNA repair protein XRCC5) (Ku80) (Ku86) (Lupus Ku autoantigen protein p86) (Nuclear factor IV) (Thyroid-lupus autoantigen) (TLAA) (X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining)) (X-ray repair cross-complementing protein 5)	XRCC5 G22P2	Homo sapiens (Human)	732	reviewed
ENSG00000079313	Q8N1G1	REXO1_HUMAN	RNA exonuclease 1 homolog (EC 3.1.-.-) (Elongin-A-binding protein 1) (EloA-BP1) (Transcription elongation factor B polypeptide 3-binding protein 1)	REXO1 ELOABP1 KIAA1138 TCEB3BP1	Homo sapiens (Human)	1221	reviewed
ENSG00000079332	Q9NR31	SAR1A_HUMAN	Small COPII coat GTPase SAR1A (EC 3.6.5.2) (COPII-associated small GTPase) (Secretion-associated Ras-related GTPase 1A)	SAR1A SAR1 SARA SARA1	Homo sapiens (Human)	198	reviewed
ENSG00000079432	Q96RK0	CIC_HUMAN	Protein capicua homolog	CIC KIAA0306	Homo sapiens (Human)	2517	reviewed
ENSG00000079785	Q92499	DDX1_HUMAN	ATP-dependent RNA helicase DDX1 (EC 3.6.4.13) (DEAD box protein 1) (DEAD box protein retinoblastoma) (DBP-RB)	DDX1	Homo sapiens (Human)	740	reviewed
ENSG00000079999	Q14145	KEAP1_HUMAN	Kelch-like ECH-associated protein 1 (Cytosolic inhibitor of Nrf2) (INrf2) (Kelch-like protein 19)	KEAP1 INRF2 KIAA0132 KLHL19	Homo sapiens (Human)	624	reviewed
ENSG00000080845	Q9Y2H0	DLGP4_HUMAN	Disks large-associated protein 4 (DAP-4) (PSD-95/SAP90-binding protein 4) (SAP90/PSD-95-associated protein 4) (SAPAP-4)	DLGAP4 DAP4 KIAA0964 SAPAP4	Homo sapiens (Human)	992	reviewed
ENSG00000081791	Q14154	DELE1_HUMAN	DAP3-binding cell death enhancer 1 (DAP3-binding cell death enhancer 1, long form) (DELE1(L)) (Death ligand signal enhancer) [Cleaved into: DAP3-binding cell death enhancer 1 short form (DELE1(S)) (S-DELE1) (cDELE1)]	DELE1 DELE KIAA0141	Homo sapiens (Human)	515	reviewed
ENSG00000082153	Q7L1Q6	5MP2_HUMAN	eIF5-mimic protein 2 (Basic leucine zipper and W2 domain-containing protein 1) (Protein Orf)	BZW1 5MP2 BZAP45 KIAA0005	Homo sapiens (Human)	419	reviewed
ENSG00000082515	Q9NWU5	RM22_HUMAN	Large ribosomal subunit protein uL22m (39S ribosomal protein L22, mitochondrial) (L22mt) (MRP-L22) (39S ribosomal protein L25, mitochondrial) (L25mt) (MRP-L25)	MRPL22 MRPL25 RPML25 HSPC158	Homo sapiens (Human)	206	reviewed
ENSG00000082996	O43567	RNF13_HUMAN	E3 ubiquitin-protein ligase RNF13 (EC 2.3.2.27) (RING finger protein 13)	RNF13 RZF	Homo sapiens (Human)	381	reviewed
ENSG00000083444	Q02809	PLOD1_HUMAN	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1)	PLOD1 LLH PLOD	Homo sapiens (Human)	727	reviewed
ENSG00000083845	P46782	RS5_HUMAN	Small ribosomal subunit protein uS7 (40S ribosomal protein S5) [Cleaved into: Small ribosomal subunit protein uS7, N-terminally processed (40S ribosomal protein S5, N-terminally processed)]	RPS5	Homo sapiens (Human)	204	reviewed
ENSG00000083896	Q96MU7	YTDC1_HUMAN	YTH domain-containing protein 1 (Splicing factor YT521) (YT521-B)	YTHDC1 KIAA1966 YT521	Homo sapiens (Human)	727	reviewed
ENSG00000083937	Q9UQN3	CHM2B_HUMAN	Charged multivesicular body protein 2b (CHMP2.5) (Chromatin-modifying protein 2b) (CHMP2b) (Vacuolar protein sorting-associated protein 2-2) (Vps2-2) (hVps2-2)	CHMP2B CGI-84	Homo sapiens (Human)	213	reviewed
ENSG00000084073	O75844	FACE1_HUMAN	CAAX prenyl protease 1 homolog (EC 3.4.24.84) (Farnesylated proteins-converting enzyme 1) (FACE-1) (Prenyl protein-specific endoprotease 1) (Zinc metalloproteinase Ste24 homolog)	ZMPSTE24 FACE1 STE24	Homo sapiens (Human)	475	reviewed
ENSG00000084463	Q9Y2W2	WBP11_HUMAN	WW domain-binding protein 11 (WBP-11) (Npw38-binding protein) (NpwBP) (SH3 domain-binding protein SNP70) (Splicing factor that interacts with PQBP-1 and PP1)	WBP11 NPWBP SIPP1 SNP70	Homo sapiens (Human)	641	reviewed
ENSG00000084623	Q13347	EIF3I_HUMAN	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TGF-beta receptor-interacting protein 1) (TRIP-1) (eIF-3-beta) (eIF3 p36)	EIF3I EIF3S2 TRIP1	Homo sapiens (Human)	325	reviewed
ENSG00000084754	P40939	ECHA_HUMAN	Trifunctional enzyme subunit alpha, mitochondrial (78 kDa gastrin-binding protein) (Monolysocardiolipin acyltransferase) (MLCL AT) (EC 2.3.1.-) (TP-alpha) [Includes: Long-chain enoyl-CoA hydratase (EC 4.2.1.17); Long chain 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.211)]	HADHA HADH	Homo sapiens (Human)	763	reviewed
ENSG00000085063	P13987	CD59_HUMAN	CD59 glycoprotein (1F5 antigen) (20 kDa homologous restriction factor) (HRF-20) (HRF20) (MAC-inhibitory protein) (MAC-IP) (MEM43 antigen) (Membrane attack complex inhibition factor) (MACIF) (Membrane inhibitor of reactive lysis) (MIRL) (Protectin) (CD antigen CD59)	CD59 MIC11 MIN1 MIN2 MIN3 MSK21	Homo sapiens (Human)	128	reviewed
ENSG00000085377	P48147	PPCE_HUMAN	Prolyl endopeptidase (PE) (EC 3.4.21.26) (Post-proline cleaving enzyme)	PREP PEP	Homo sapiens (Human)	710	reviewed
ENSG00000085449	Q8IWB7	WDFY1_HUMAN	WD repeat and FYVE domain-containing protein 1 (FYVE domain-containing protein localized to endosomes 1) (FENS-1) (Phosphoinositide-binding protein 1) (WD40- and FYVE domain-containing protein 1) (Zinc finger FYVE domain-containing protein 17)	WDFY1 FENS1 KIAA1435 WDF1 ZFYVE17	Homo sapiens (Human)	410	reviewed
ENSG00000085721	Q9NYV6	RRN3_HUMAN	RNA polymerase I-specific transcription initiation factor RRN3 (Transcription initiation factor IA) (TIF-IA)	RRN3 TIFIA	Homo sapiens (Human)	651	reviewed
ENSG00000085998	Q8WZA1	PMGT1_HUMAN	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 (POMGnT1) (EC 2.4.1.-) (UDP-GlcNAc:alpha-D-mannoside beta-1,2-N-acetylglucosaminyltransferase I.2) (GnT I.2)	POMGNT1 MGAT1.2 UNQ746/PRO1475	Homo sapiens (Human)	660	reviewed
ENSG00000086061	P31689	DNJA1_HUMAN	DnaJ homolog subfamily A member 1 (DnaJ protein homolog 2) (HSDJ) (Heat shock 40 kDa protein 4) (Heat shock protein J2) (HSJ-2) (Human DnaJ protein 2) (hDj-2)	DNAJA1 DNAJ2 HDJ2 HSJ2 HSPF4	Homo sapiens (Human)	397	reviewed
